"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","Annotation"
"ADAMTS13",2.71461894189255e-148,1.43297744993144,0.522,0.154,5.33748376354914e-144,"Endothelial Cells "
"NDRG12",5.81350482374981e-146,1.38185926768698,0.554,0.18,1.14305131844569e-141,"Endothelial Cells "
"CD79B",6.62892999775965e-144,0.556336476323524,0.218,0.029,1.3033802161595e-139,"Endothelial Cells "
"IGFBP42",2.08804999798154e-142,1.12354294150467,0.712,0.26,4.1055239060313e-138,"Endothelial Cells "
"RPGR1",4.49109225079717e-142,0.815197096015962,0.327,0.064,8.8303855835174e-138,"Endothelial Cells "
"IGFBP74",5.88419360831031e-142,1.21453660380898,0.943,0.518,1.15695014726597e-137,"Endothelial Cells "
"STOM2",1.11229937262922e-141,1.27550587883509,0.704,0.3,2.18700302646357e-137,"Endothelial Cells "
"EMP12",1.57162221339256e-140,1.17736871560807,0.718,0.274,3.09012359597246e-136,"Endothelial Cells "
"PLPP2",4.06719860017502e-139,0.324889026456311,0.111,0.008,7.99692588766412e-135,"Endothelial Cells "
"TGFBR22",6.14832013503948e-139,1.24400565497547,0.567,0.195,1.20888270495146e-134,"Endothelial Cells "
"GIPC21",9.28991760417988e-139,0.431233905548795,0.132,0.011,1.82658359933385e-134,"Endothelial Cells "
"RAPGEF51",6.52588126228179e-138,0.63522584441344,0.217,0.031,1.28311877378985e-133,"Endothelial Cells "
"EPB41L4A1",2.4599887126238e-137,0.393153269750389,0.149,0.015,4.83682980676092e-133,"Endothelial Cells "
"A2M3",7.16733454537589e-137,1.30050075809983,0.724,0.308,1.40924131831181e-132,"Endothelial Cells "
"NFIB4",1.54657712223045e-136,1.06910897806337,0.582,0.192,3.04087993772952e-132,"Endothelial Cells "
"HLA-E4",3.78403202309043e-134,1.0059793008525,0.952,0.746,7.44016376380041e-130,"Endothelial Cells "
"APP3",3.78840874179834e-134,1.23880989153997,0.707,0.3,7.44876926812389e-130,"Endothelial Cells "
"ANGPT21",8.77713006273995e-134,0.793242313676325,0.2,0.027,1.72575931293593e-129,"Endothelial Cells "
"ADAMTS41",1.836635062023e-133,1.1205926345118,0.307,0.062,3.61119185894963e-129,"Endothelial Cells "
"FLNB1",2.78905416441623e-133,0.651151899560095,0.271,0.048,5.48383829807519e-129,"Endothelial Cells "
"RHOJ1",1.29546129075872e-132,0.47688410772828,0.159,0.017,2.5471359898898e-128,"Endothelial Cells "
"IL62",2.11268913388615e-132,1.81323794661151,0.353,0.082,4.15396937504694e-128,"Endothelial Cells "
"IL6ST2",5.3046860114321e-131,1.22676742538912,0.621,0.237,1.04300736356778e-126,"Endothelial Cells "
"RPS182",2.67074626185244e-130,0.675609050012491,0.994,0.991,5.25122130005428e-126,"Endothelial Cells "
"EPHA4",1.71200201126307e-129,0.407697578133806,0.136,0.013,3.36613835454545e-125,"Endothelial Cells "
"TSPAN12",2.0881014004659e-129,0.448132065557374,0.146,0.015,4.10562497359604e-125,"Endothelial Cells "
"FAM213A1",8.4267839967035e-129,0.886998892615124,0.361,0.088,1.65687426943184e-124,"Endothelial Cells "
"TJP13",2.11588228633727e-128,0.770528088523623,0.37,0.087,4.16024775139635e-124,"Endothelial Cells "
"TNFAIP11",1.09058665226049e-127,0.612875117673725,0.241,0.04,2.14431147567458e-123,"Endothelial Cells "
"PREX21",3.79192271262517e-127,0.472869628481516,0.18,0.023,7.45567843756361e-123,"Endothelial Cells "
"FNBP1L1",3.23406383798441e-126,0.507524910559807,0.187,0.025,6.35881631824494e-122,"Endothelial Cells "
"TFPI3",6.16363206401893e-126,1.34839871981476,0.718,0.293,1.2118933364274e-121,"Endothelial Cells "
"ABLIM3",1.29594663853918e-125,0.363597395643193,0.13,0.012,2.54809028069574e-121,"Endothelial Cells "
"VAMP53",5.53429401633287e-125,1.16919320828111,0.718,0.334,1.08815288949137e-120,"Endothelial Cells "
"GIMAP81",1.99375231513057e-120,0.520543543465362,0.209,0.032,3.92011580200973e-116,"Endothelial Cells "
"LINC01116",2.92542379728779e-120,0.340065375451016,0.125,0.012,5.75196827022725e-116,"Endothelial Cells "
"ETS23",9.85698056538572e-120,1.16933228031192,0.616,0.248,1.93807951876614e-115,"Endothelial Cells "
"BCAR12",5.71013509953998e-119,0.570526180597774,0.228,0.038,1.12272676327155e-114,"Endothelial Cells "
"SLCO4A11",6.54020242278355e-119,0.486476454141357,0.189,0.027,1.2859346003677e-114,"Endothelial Cells "
"TMEM2042",1.57955116197082e-118,0.666606096104858,0.327,0.073,3.10571349466703e-114,"Endothelial Cells "
"SWAP701",1.16600105995407e-116,0.926389993496068,0.44,0.134,2.2925912840817e-112,"Endothelial Cells "
"PODXL2",1.71499537627442e-116,0.560788736452115,0.187,0.027,3.37202390883076e-112,"Endothelial Cells "
"FAM43A1",2.32299004044195e-116,0.628592499308262,0.207,0.033,4.56746301751697e-112,"Endothelial Cells "
"RAI141",5.14334670367007e-116,0.614724687464012,0.221,0.038,1.01128482887561e-111,"Endothelial Cells "
"SMAD1",1.00884310625139e-115,0.387058016169459,0.113,0.01,1.98358731551149e-111,"Endothelial Cells "
"CRACR2B1",1.99948181355998e-114,0.404509754327572,0.149,0.018,3.93138114182164e-110,"Endothelial Cells "
"INPP11",2.06214515618071e-114,0.665307405445794,0.288,0.061,4.05458980608252e-110,"Endothelial Cells "
"MYL12A3",9.06504004238458e-114,0.89830911237532,0.947,0.799,1.78236817313366e-109,"Endothelial Cells "
"RAB133",2.47876068718144e-112,1.10694658116547,0.644,0.286,4.87373926313615e-108,"Endothelial Cells "
"LMO21",8.74394157293948e-111,0.609421585246876,0.206,0.034,1.71923379207136e-106,"Endothelial Cells "
"FABP51",1.35896030053397e-109,1.54171517076022,0.625,0.26,2.67198774290988e-105,"Endothelial Cells "
"SPTBN13",1.80393259062588e-109,0.958705254557083,0.576,0.215,3.5468922596886e-105,"Endothelial Cells "
"MET1",2.93108063884177e-109,0.344551686350251,0.135,0.015,5.76309075209069e-105,"Endothelial Cells "
"CCDC85B1",3.50895587251464e-109,1.13039668460277,0.647,0.289,6.89930903653829e-105,"Endothelial Cells "
"RPL341",4.89725206740628e-109,0.573669761031746,0.992,0.99,9.62897701493422e-105,"Endothelial Cells "
"PIK3C2A1",5.53813392452352e-107,0.693276671896724,0.308,0.072,1.08890789223982e-102,"Endothelial Cells "
"WWTR12",9.60182143401565e-107,0.735292767463045,0.362,0.095,1.88791013035616e-102,"Endothelial Cells "
"WARS2",4.36296561238039e-105,0.751361136212769,0.331,0.085,8.57846298706233e-101,"Endothelial Cells "
"RPL33",7.91208424051792e-104,0.602463870584394,0.997,0.981,1.55567400337063e-99,"Endothelial Cells "
"NES1",1.59811591984056e-103,0.436544489979984,0.175,0.026,3.14221552159052e-99,"Endothelial Cells "
"PCDH11",3.53953923183022e-103,0.307979511233084,0.113,0.011,6.95944203762458e-99,"Endothelial Cells "
"IFITM25",1.44641073051836e-102,0.962615419439698,0.904,0.665,2.8439327783452e-98,"Endothelial Cells "
"ENPP21",2.19159552754126e-102,0.944874103464881,0.211,0.038,4.30911512625163e-98,"Endothelial Cells "
"SOCS33",7.49761664417782e-102,1.52824917886472,0.735,0.411,1.47418138457824e-97,"Endothelial Cells "
"RPS61",1.03871595868722e-101,0.625364676514915,0.991,0.986,2.04232331797081e-97,"Endothelial Cells "
"NOTCH41",1.88268922887677e-101,0.752607145772465,0.204,0.036,3.70174356181751e-97,"Endothelial Cells "
"DLC11",1.24245644020728e-100,0.762276590978332,0.325,0.084,2.44291785273555e-96,"Endothelial Cells "
"CAVIN13",3.30728821144872e-100,0.946817444171474,0.389,0.114,6.50279008135048e-96,"Endothelial Cells "
"PLAT2",3.55621753412552e-100,1.07509388758851,0.461,0.152,6.99223491559759e-96,"Endothelial Cells "
"RND1",1.16192152695262e-99,0.692391960821643,0.178,0.028,2.28457010629425e-95,"Endothelial Cells "
"ADIRF2",2.16631604713796e-98,0.623474825685861,0.865,0.491,4.25941061188266e-94,"Endothelial Cells "
"SPHK1",4.0383428735574e-98,0.666177928338364,0.218,0.042,7.94018975798856e-94,"Endothelial Cells "
"IGFBP22",8.45939188971796e-98,0.584712208499704,0.336,0.086,1.66328563335635e-93,"Endothelial Cells "
"MEF2C4",1.2819142678818e-97,0.969922648817039,0.503,0.185,2.5204998335092e-93,"Endothelial Cells "
"FZD41",9.5892474277668e-97,0.469940804674499,0.163,0.024,1.88543782924751e-92,"Endothelial Cells "
"NR2F22",9.91370080555869e-97,0.761941500279832,0.283,0.068,1.94923185238895e-92,"Endothelial Cells "
"RPL362",1.18144685492686e-96,0.571065718836214,0.985,0.969,2.3229608061572e-92,"Endothelial Cells "
"GUK13",1.41740767038631e-96,0.980129745187768,0.827,0.569,2.78690696151356e-92,"Endothelial Cells "
"FRY3",4.84250149429906e-96,0.625568691500444,0.268,0.061,9.52132643809081e-92,"Endothelial Cells "
"GFOD2",7.10458920173979e-96,0.395584190115919,0.155,0.022,1.39690432884608e-91,"Endothelial Cells "
"RPS282",8.31530122082987e-96,0.574678873640302,0.988,0.978,1.63495452603957e-91,"Endothelial Cells "
"C4orf321",4.28567475790438e-95,0.478781856657241,0.139,0.019,8.42649370899159e-91,"Endothelial Cells "
"ATP8B1",1.51009961928204e-94,0.443608966350854,0.149,0.021,2.96915787143236e-90,"Endothelial Cells "
"NRP21",1.66667172662855e-94,0.88964706580784,0.265,0.063,3.27700994889706e-90,"Endothelial Cells "
"ASAP11",3.93512104806299e-94,0.622655568315178,0.268,0.062,7.73723500470145e-90,"Endothelial Cells "
"PPFIBP13",4.02645885315555e-93,1.10274412333198,0.347,0.099,7.91682339707444e-89,"Endothelial Cells "
"RPL8",1.28537477543711e-92,0.556638338037706,0.98,0.966,2.52730388346444e-88,"Endothelial Cells "
"BCR1",1.88504957692121e-92,0.481261331864636,0.159,0.025,3.70638447814248e-88,"Endothelial Cells "
"PTPRM1",2.49020601134125e-92,0.49329629516315,0.187,0.033,4.89624305949916e-88,"Endothelial Cells "
"LAMA51",7.21855298565035e-92,0.440034800730893,0.164,0.026,1.41931188803857e-87,"Endothelial Cells "
"PRCP1",1.48322710882501e-91,1.03135633797018,0.528,0.222,2.91632114137173e-87,"Endothelial Cells "
"KIAA03551",1.35636066555523e-90,0.668376693694884,0.296,0.075,2.66687634061469e-86,"Endothelial Cells "
"BMPR21",1.74005872387395e-90,0.686379843645769,0.344,0.097,3.42130346288097e-86,"Endothelial Cells "
"HES12",1.30901484785998e-89,1.05644712161987,0.406,0.133,2.57378499386229e-85,"Endothelial Cells "
"CCL211",1.50033519552002e-89,5.01036355707852,0.173,0.031,2.94995906143146e-85,"Endothelial Cells "
"CRIM13",2.8443572893664e-89,0.648570097444081,0.367,0.107,5.59257530235222e-85,"Endothelial Cells "
"LAYN",4.1719796222554e-89,0.432070930825613,0.141,0.02,8.20294633327858e-85,"Endothelial Cells "
"GIMAP61",7.24985985877973e-89,0.465568735702624,0.22,0.044,1.42546744543327e-84,"Endothelial Cells "
"NNMT3",1.28498277231686e-88,0.720715023778059,0.81,0.382,2.52653312692941e-84,"Endothelial Cells "
"ACTG14",1.83939037137865e-88,0.993172557778075,0.947,0.855,3.6166093482047e-84,"Endothelial Cells "
"ICA11",1.37415981816406e-87,0.487027927813707,0.17,0.029,2.70187303447417e-83,"Endothelial Cells "
"RCN13",4.3674953691652e-87,0.781695739544235,0.424,0.146,8.58736939485261e-83,"Endothelial Cells "
"UGCG1",4.44829145273005e-87,0.729407754553684,0.344,0.103,8.74623065435782e-83,"Endothelial Cells "
"FAM171A11",6.20966742840329e-86,0.332124958196554,0.119,0.015,1.22094480977265e-81,"Endothelial Cells "
"LMCD13",5.13107479629941e-85,0.589402141182107,0.33,0.091,1.00887192644839e-80,"Endothelial Cells "
"HSPA12B",6.34729023846437e-85,0.368119609208007,0.13,0.018,1.24800420668686e-80,"Endothelial Cells "
"SERPINH12",8.17486384455353e-84,0.759687052230789,0.418,0.144,1.60734172911611e-79,"Endothelial Cells "
"MGLL2",1.27946624923833e-83,0.931441504229558,0.324,0.097,2.51568653925241e-79,"Endothelial Cells "
"NCOA72",4.08050876185503e-83,0.971820534721883,0.435,0.159,8.02309632755936e-79,"Endothelial Cells "
"NUDCD11",1.63719493111337e-82,0.452573798902397,0.173,0.031,3.21905267355512e-78,"Endothelial Cells "
"MAP3K111",1.28920147313461e-81,0.570505848737959,0.251,0.061,2.53482793647727e-77,"Endothelial Cells "
"ID34",1.82880555455336e-81,0.92423647710974,0.757,0.404,3.59579748136281e-77,"Endothelial Cells "
"CEP1121",2.66397310039313e-81,0.367485405303159,0.141,0.022,5.23790390999298e-77,"Endothelial Cells "
"ASS11",3.50576512387607e-81,0.390993282575047,0.18,0.034,6.89303538656513e-77,"Endothelial Cells "
"IFITM13",1.60094650574462e-80,0.734491672762538,0.364,0.115,3.14778101959508e-76,"Endothelial Cells "
"RPS81",4.3009942962622e-80,0.529211329628909,0.986,0.976,8.45661498531074e-76,"Endothelial Cells "
"CTNNAL12",1.01137750969531e-79,0.519159736904638,0.333,0.097,1.98857045956292e-75,"Endothelial Cells "
"SEMA6B",1.15746489895753e-79,0.372028246844618,0.132,0.019,2.2758074843303e-75,"Endothelial Cells "
"AFAP1L1",1.68331503197053e-79,0.342460381570696,0.102,0.012,3.30973401586045e-75,"Endothelial Cells "
"GRB10",1.01889387122487e-78,0.40608663478658,0.13,0.019,2.00334912960234e-74,"Endothelial Cells "
"FSCN1",2.26871732913447e-78,0.633489810248483,0.197,0.041,4.46075201254419e-74,"Endothelial Cells "
"RPL262",4.2140737643603e-78,0.516294213160334,0.98,0.979,8.28571183548522e-74,"Endothelial Cells "
"SEC14L12",6.00276139986338e-77,0.896233996653723,0.424,0.159,1.18026294644114e-72,"Endothelial Cells "
"PLCB4",8.00843634939333e-77,0.28605395382944,0.11,0.014,1.57461875501772e-72,"Endothelial Cells "
"MAST41",1.22436492825523e-76,0.596191972668646,0.231,0.055,2.40734632193544e-72,"Endothelial Cells "
"RPL321",2.40322383953331e-76,0.46211861573891,0.997,0.987,4.72521871329039e-72,"Endothelial Cells "
"MYBBP1A",4.56836452913049e-76,0.334991732143421,0.122,0.018,8.98231833717636e-72,"Endothelial Cells "
"SHROOM41",8.90282628181536e-76,0.264151140785691,0.105,0.013,1.75047370353054e-71,"Endothelial Cells "
"MYC1",1.52962153102337e-75,0.909536982219568,0.556,0.24,3.00754185429815e-71,"Endothelial Cells "
"CDC371",2.53099718157236e-75,0.883994650066362,0.63,0.331,4.97644665840758e-71,"Endothelial Cells "
"TANC11",2.80930349759603e-75,0.363039192840215,0.136,0.022,5.52365253697332e-71,"Endothelial Cells "
"LPAR61",2.42209067611906e-74,0.808810193993862,0.37,0.128,4.7623146873853e-70,"Endothelial Cells "
"ACTN12",2.88972170949412e-74,0.560146790292319,0.483,0.186,5.68177082520734e-70,"Endothelial Cells "
"RPS6KA21",5.02937656790227e-74,0.425840491497611,0.166,0.032,9.88876020780945e-70,"Endothelial Cells "
"MYH93",1.13893613878104e-73,0.834819767890368,0.587,0.279,2.23937623607127e-69,"Endothelial Cells "
"BST22",6.08944006680428e-73,0.887466426316398,0.627,0.313,1.19730570593506e-68,"Endothelial Cells "
"LIMS22",1.07586431477209e-72,0.500048653022116,0.265,0.071,2.11536441570489e-68,"Endothelial Cells "
"FAM241A",1.45072256725313e-72,0.453641127677617,0.159,0.03,2.85241071173311e-68,"Endothelial Cells "
"NEDD91",1.5012175655747e-72,0.765887016634687,0.407,0.149,2.95169397743298e-68,"Endothelial Cells "
"ANXA23",1.84432449522117e-72,0.749485799185046,0.915,0.677,3.62631082250387e-68,"Endothelial Cells "
"TCN22",2.08405661428532e-72,0.716041426063445,0.31,0.097,4.0976721150078e-68,"Endothelial Cells "
"ARPC5L2",6.79771250951657e-72,0.640194223630736,0.447,0.171,1.33656623362115e-67,"Endothelial Cells "
"KRT181",1.94839328504956e-71,0.933849848176481,0.203,0.046,3.83093087706444e-67,"Endothelial Cells "
"TMSB103",3.57992529858032e-71,0.564144499279248,0.991,0.973,7.03884912206863e-67,"Endothelial Cells "
"RP11-382A20.3",7.11873955692715e-71,0.468684334918003,0.156,0.03,1.39968657168302e-66,"Endothelial Cells "
"RPL291",9.32835369613051e-71,0.527313722946446,0.971,0.947,1.83414090373318e-66,"Endothelial Cells "
"SNHG71",9.87943116247325e-71,0.874690274422848,0.537,0.249,1.94249375516549e-66,"Endothelial Cells "
"PGM51",1.58183130393438e-70,0.390076775488356,0.144,0.025,3.11019670979577e-66,"Endothelial Cells "
"LPCAT4",2.16339390789369e-70,0.363173004499567,0.141,0.024,4.25366510170058e-66,"Endothelial Cells "
"TPM43",3.70352669379893e-70,0.8930489165943,0.718,0.425,7.28187418534746e-66,"Endothelial Cells "
"TESC1",5.03756936941649e-70,0.366082074307175,0.142,0.025,9.9048688941467e-66,"Endothelial Cells "
"TACC12",5.62663170023123e-70,0.904926743258065,0.59,0.299,1.10630832489946e-65,"Endothelial Cells "
"RPL7",6.06551704504212e-70,0.452522068248417,0.986,0.979,1.19260196139618e-65,"Endothelial Cells "
"NRP12",7.67265280193244e-70,0.613656797234969,0.277,0.081,1.50859699391596e-65,"Endothelial Cells "
"EFNB21",1.37753067345423e-69,0.359966933667033,0.158,0.03,2.7085008101457e-65,"Endothelial Cells "
"PRMT12",4.66440511740431e-69,0.820248562994856,0.511,0.234,9.17115334184036e-65,"Endothelial Cells "
"NQO12",4.81800287642078e-69,0.548106762572664,0.221,0.055,9.47315725561853e-65,"Endothelial Cells "
"MPDZ1",6.5721523897894e-69,0.41955697788706,0.167,0.034,1.29221660288039e-64,"Endothelial Cells "
"CLU3",3.24366525140758e-68,0.637920784208236,0.856,0.49,6.37769461731758e-64,"Endothelial Cells "
"CCDC681",3.68376236759687e-68,0.27961733649086,0.124,0.02,7.24301356716897e-64,"Endothelial Cells "
"MDK2",4.21070733194899e-68,0.53136065678918,0.221,0.056,8.2790927560781e-64,"Endothelial Cells "
"CCDC502",6.60433198987152e-68,0.695471256259251,0.387,0.145,1.29854375584854e-63,"Endothelial Cells "
"ABCD4",1.19650003242118e-67,0.533710720826439,0.255,0.071,2.35255836374653e-63,"Endothelial Cells "
"RPS213",5.44894721552151e-67,0.518924873932365,0.989,0.981,1.07137200151584e-62,"Endothelial Cells "
"TSC22D13",5.87994493717753e-67,0.839491353317503,0.551,0.244,1.15611477354785e-62,"Endothelial Cells "
"HRCT11",9.78852728326632e-67,0.554444106177761,0.152,0.029,1.92462023443582e-62,"Endothelial Cells "
"TMEM2",1.78933452604763e-66,0.37647429556141,0.102,0.014,3.51818954511485e-62,"Endothelial Cells "
"GALNT181",3.68053001889142e-66,0.25862311895891,0.101,0.014,7.2366581231443e-62,"Endothelial Cells "
"TNS24",5.84371378894077e-66,0.521311872059609,0.269,0.079,1.14899100518153e-61,"Endothelial Cells "
"SYBU",9.79450384845236e-66,0.343617914915884,0.116,0.018,1.9257953466827e-61,"Endothelial Cells "
"SPARC4",1.11341179739748e-65,0.751085219063678,0.661,0.333,2.18919027604293e-61,"Endothelial Cells "
"PNP",1.49833098995828e-65,0.614268979560721,0.288,0.089,2.94601839245598e-61,"Endothelial Cells "
"FGD51",1.75984514535435e-65,0.307139690098296,0.136,0.024,3.46020752479572e-61,"Endothelial Cells "
"CX3CL11",2.34217083848736e-65,0.393431118910017,0.127,0.021,4.60517630263385e-61,"Endothelial Cells "
"CD363",3.52963799512574e-65,1.01720369873633,0.279,0.086,6.93997422601623e-61,"Endothelial Cells "
"CDC42EP31",4.2730209479124e-65,0.727935966948063,0.356,0.127,8.40161378778535e-61,"Endothelial Cells "
"RPS231",7.27233608749536e-65,0.433377391683943,0.983,0.982,1.42988672152334e-60,"Endothelial Cells "
"ADGRF51",8.77999938258825e-65,0.395543128061026,0.149,0.028,1.7263234786045e-60,"Endothelial Cells "
"RPS73",9.05429727230199e-65,0.46844081074103,0.974,0.951,1.78025592968002e-60,"Endothelial Cells "
"TMEM701",4.80881352651281e-64,0.79097351207225,0.412,0.168,9.45508915582949e-60,"Endothelial Cells "
"AKAP123",3.01704111043385e-63,1.41538204130516,0.461,0.209,5.93210623133503e-59,"Endothelial Cells "
"CD3202",3.5981321674861e-63,0.649703073202052,0.313,0.103,7.07464746771117e-59,"Endothelial Cells "
"ZNF521",4.46071897959308e-63,0.26205650326159,0.105,0.016,8.77066565767592e-59,"Endothelial Cells "
"RGS161",1.90755566187477e-62,0.938366840430335,0.305,0.102,3.75063594237818e-58,"Endothelial Cells "
"RHOC3",2.22073356461363e-62,0.863199366244715,0.68,0.4,4.36640633474333e-58,"Endothelial Cells "
"LAPTM4B",2.68342011087615e-62,0.371623748331876,0.155,0.032,5.27614062200468e-58,"Endothelial Cells "
"PLSCR13",3.18180240492768e-62,0.738838316762446,0.52,0.246,6.2560598885688e-58,"Endothelial Cells "
"ARL4A1",3.19113864680696e-62,0.781390487249357,0.528,0.248,6.27441680735184e-58,"Endothelial Cells "
"SULF21",5.18335271859706e-62,0.371712375521271,0.173,0.039,1.01915081153055e-57,"Endothelial Cells "
"ITM2A3",8.15102516114338e-62,0.659671903838042,0.635,0.299,1.60265456718401e-57,"Endothelial Cells "
"COL4A12",8.95717601862081e-62,0.769644583567238,0.263,0.079,1.76115994878122e-57,"Endothelial Cells "
"PLA1A1",1.69868392168099e-61,0.387945977133717,0.101,0.015,3.33995232680917e-57,"Endothelial Cells "
"RPS4X2",6.37771085476111e-61,0.461844136169543,0.985,0.971,1.25398550826313e-56,"Endothelial Cells "
"GIMAP43",8.80882834208014e-61,0.651499081663071,0.421,0.165,1.7319918286198e-56,"Endothelial Cells "
"BMX1",9.68384690539103e-61,0.307371435937913,0.144,0.028,1.90403797853798e-56,"Endothelial Cells "
"ENDOD11",1.50277881179864e-60,0.35768990776985,0.17,0.038,2.95476369975848e-56,"Endothelial Cells "
"SYNE24",1.71204747821393e-60,0.6161395727262,0.461,0.188,3.36622775166424e-56,"Endothelial Cells "
"LUZP11",2.52309925081956e-60,0.581006192546403,0.402,0.159,4.96091774696141e-56,"Endothelial Cells "
"CPNE81",3.75316983756218e-60,0.503489620131754,0.201,0.052,7.37948253461477e-56,"Endothelial Cells "
"GPRC5B",9.35181846767266e-60,0.310000543885869,0.107,0.017,1.8387545471138e-55,"Endothelial Cells "
"PHACTR22",1.57287134390237e-59,0.615372597176851,0.337,0.122,3.09257963638084e-55,"Endothelial Cells "
"SLC35G21",1.58781251248983e-59,0.366032978657057,0.138,0.027,3.12195696205751e-55,"Endothelial Cells "
"FBXO31",5.28196038893525e-59,0.396812550860906,0.111,0.018,1.03853905167245e-54,"Endothelial Cells "
"TNFAIP8L1",7.66945904908936e-59,0.355514729366937,0.108,0.018,1.50796903823195e-54,"Endothelial Cells "
"NOTCH11",1.28851483734298e-58,0.358515993350278,0.13,0.024,2.53347787318376e-54,"Endothelial Cells "
"SNRK1",1.65458240351681e-58,0.453946865580863,0.228,0.063,3.25323992179475e-54,"Endothelial Cells "
"RASAL2",6.88784304849207e-57,0.386406041891361,0.141,0.029,1.35428770019451e-52,"Endothelial Cells "
"HLA-B5",1.71774834702763e-56,0.546770782648331,0.954,0.821,3.37743679992573e-52,"Endothelial Cells "
"TUBB62",2.37590694833509e-56,0.729560113417798,0.467,0.213,4.67150824181645e-52,"Endothelial Cells "
"TNFSF101",2.87062931842082e-56,0.649218556601654,0.418,0.176,5.64423136587901e-52,"Endothelial Cells "
"FDPS1",4.55437167088757e-56,0.687514133226379,0.45,0.203,8.95480557929915e-52,"Endothelial Cells "
"YES11",9.11231457228432e-56,0.339893244351502,0.166,0.038,1.79166329120254e-51,"Endothelial Cells "
"TAOK21",1.0163564990747e-55,0.37009016843972,0.133,0.027,1.99836014848067e-51,"Endothelial Cells "
"SEPT103",6.57353383471353e-55,0.459071597531758,0.269,0.087,1.29248822258137e-50,"Endothelial Cells "
"SASH12",8.2787618988759e-55,0.440919193010195,0.232,0.069,1.62777016455698e-50,"Endothelial Cells "
"NECTIN21",8.64561216654494e-55,0.630283728166247,0.206,0.059,1.69990026418607e-50,"Endothelial Cells "
"CMTM81",1.2773707682059e-54,0.288284626719017,0.121,0.023,2.51156640444645e-50,"Endothelial Cells "
"SMAD91",2.76631301882367e-54,0.349366528848348,0.128,0.025,5.43912465761111e-50,"Endothelial Cells "
"ATP11C",2.80351667357409e-54,0.384287189126737,0.146,0.032,5.51227448358137e-50,"Endothelial Cells "
"CMIP1",5.39477999403484e-54,0.474531635661927,0.245,0.076,1.06072164242713e-49,"Endothelial Cells "
"RCAN11",1.83169216483295e-53,0.663781173634989,0.229,0.07,3.60147313449454e-49,"Endothelial Cells "
"RHOU",2.999318741607e-53,0.40033854117344,0.163,0.039,5.89726050974768e-49,"Endothelial Cells "
"EXOC61",9.80245978456114e-53,0.495096453647056,0.19,0.051,1.92735964284041e-48,"Endothelial Cells "
"CDA2",1.23336497121296e-52,0.39534864740101,0.163,0.039,2.42504220639892e-48,"Endothelial Cells "
"C71",1.57426979407266e-52,0.252697755888813,0.372,0.143,3.09532926910566e-48,"Endothelial Cells "
"ST6GAL11",1.89233541116899e-52,0.350172251242041,0.181,0.047,3.72070988544047e-48,"Endothelial Cells "
"TMEM273",4.62435990594655e-52,0.376467800829063,0.149,0.034,9.09241644707211e-48,"Endothelial Cells "
"PPM1F",2.59379461543615e-51,0.385216304735833,0.152,0.035,5.09991897287055e-47,"Endothelial Cells "
"KCTD123",5.88215984866554e-51,0.599220915564937,0.409,0.177,1.15655026944462e-46,"Endothelial Cells "
"PCGF21",6.53675143143808e-51,0.319930301164346,0.155,0.037,1.28525606644935e-46,"Endothelial Cells "
"ECE12",7.10889140485191e-51,0.456138847716184,0.237,0.074,1.39775022802198e-46,"Endothelial Cells "
"MLKL",1.29966571958256e-50,0.353090024393414,0.153,0.036,2.55540273784323e-46,"Endothelial Cells "
"SERBP12",1.32355811570505e-50,0.772494372119889,0.678,0.447,2.60237996709927e-46,"Endothelial Cells "
"YBX33",1.36651376417049e-50,0.752918544518513,0.632,0.369,2.68683936311202e-46,"Endothelial Cells "
"RPL15",1.37342642133612e-50,0.367573243029674,0.983,0.976,2.70043102963107e-46,"Endothelial Cells "
"BACE21",1.58820516931024e-50,0.584417885308635,0.293,0.104,3.12272900389778e-46,"Endothelial Cells "
"TEAD2",3.24557937783474e-50,0.279933669990122,0.122,0.025,6.38145817269867e-46,"Endothelial Cells "
"SYPL13",3.5665533398041e-50,0.680184477316953,0.506,0.257,7.01255717672282e-46,"Endothelial Cells "
"SNTB21",3.99084303029709e-50,0.370750408438866,0.218,0.065,7.84679556617014e-46,"Endothelial Cells "
"RALB1",5.72629623518663e-50,0.596847986207668,0.294,0.11,1.1259043657624e-45,"Endothelial Cells "
"NASP1",8.59063055973299e-50,0.601358966715583,0.486,0.235,1.6890897806547e-45,"Endothelial Cells "
"FAM13C1",1.56558005997897e-49,0.318288404079523,0.115,0.022,3.07824351393066e-45,"Endothelial Cells "
"PTMS3",1.87346134677185e-49,0.681716686630434,0.528,0.271,3.6835997000228e-45,"Endothelial Cells "
"TSPAN91",2.4282559472392e-49,0.347499865091279,0.146,0.034,4.77443684346171e-45,"Endothelial Cells "
"CD342",3.38711329248522e-49,0.606906438026158,0.396,0.167,6.65974215568445e-45,"Endothelial Cells "
"RUNX1T11",3.44322361356993e-49,0.394030562834486,0.141,0.032,6.77006626900119e-45,"Endothelial Cells "
"SRPX3",4.23304252999431e-49,0.581869443988731,0.331,0.127,8.32300822247482e-45,"Endothelial Cells "
"GFOD11",8.15598579933326e-49,0.378239204492548,0.173,0.046,1.60362992786491e-44,"Endothelial Cells "
"PTPN141",1.04361409392383e-48,0.303737200626059,0.119,0.024,2.05195403147303e-44,"Endothelial Cells "
