"ID","MA2","MA4","MA5","MA7","SA25","SA28","SA30","SA32","HA17","HA18","HA19","N-1","N-2","N-3","N-4"
"chr13:41898165-41907307",6,4,3,4,8,2,3,0,6,9,8,5,8,8,5
"chr18:1337228-1354828",10,0,0,0,4,5,5,0,0,3,3,3,6,3,4
"chr17:84855705-84901793",25,13,12,10,7,2,10,6,14,19,11,13,15,11,26
"chr1:220047471-220049075",95,73,71,54,61,55,101,65,91,113,55,81,92,89,69
"chr7:122866495-122874366",2,4,0,2,0,0,2,0,3,3,0,2,0,0,3
"chr10:805713-835214",5,0,3,0,0,0,4,0,0,3,2,8,3,8,6
"chr13:98386342-98403224",12,4,18,13,29,11,12,10,22,21,22,34,23,38,31
"chr2:37974029-38014366",0,3,3,4,0,0,0,0,0,0,4,0,0,7,0
"chr10:67965487-67982051",31,17,15,25,16,16,23,18,26,28,18,14,25,24,19
"chr3:56148805-56152705",2,2,0,0,0,3,3,5,0,0,4,4,0,4,2
"chr2:128562842-128626488",2,0,0,0,0,0,0,0,0,3,2,3,4,0,0
"chr8:102143262-102147002",2,0,0,0,0,0,0,0,2,0,0,7,7,9,4
"chr10:63412175-63416200",0,0,2,0,0,0,0,0,2,2,0,0,0,0,0
"chr12:48509737-48531389",0,0,0,0,0,0,3,0,3,5,0,10,0,3,5
"chr20:33572451-33578083",0,2,3,0,4,0,0,0,2,4,2,3,0,0,0
"chr3:112891473-112899649",3,2,0,2,0,0,4,0,7,3,5,3,0,2,11
"chr9:10773884-10775310",5,3,0,8,0,6,7,0,4,3,0,4,5,3,4
"chr9:98239940-98247570",4,3,0,5,0,0,0,0,3,0,0,4,5,4,4
"chr9:53475012-53508890",0,0,0,0,0,2,2,3,0,6,3,3,2,5,0
"chr4:153048339-153067370",4,5,0,0,0,0,0,0,0,0,0,0,2,4,2
"chr2:93488471-93495152",7,6,0,4,3,7,5,4,4,6,2,6,12,3,5
"chr4:131366412-131382968",6,2,2,4,2,0,10,5,5,3,3,7,9,4,7
"chr5:129621176-129647021",0,4,0,5,5,3,0,5,4,8,6,5,7,4,3
"chr7:29286904-29288495",2,6,0,2,4,3,0,2,10,6,9,10,8,9,6
"chr1:261347528-261350203",0,3,6,0,3,3,4,2,3,7,0,2,2,0,3
"chr6:4278307-4315062",3,4,7,0,3,2,4,0,6,10,0,7,4,7,6
"chr2:198280135-198281465",0,2,0,0,0,0,0,2,4,2,2,0,3,3,0
"chr3:81134588-81159096",4,5,0,0,6,2,0,3,9,5,0,4,0,5,6
"chr13:101704470-101715410",0,0,0,0,0,0,0,0,4,7,8,0,0,0,0
"chr8:64724416-64763815",10,3,6,3,14,4,12,0,6,11,12,23,24,20,28
"chr3:136874645-136896550",2,2,2,4,5,3,3,4,4,6,4,0,6,4,0
"chr12:40921342-40923559",0,0,0,0,3,0,0,0,0,3,3,0,3,2,0
"chr1:141877382-141880461",0,3,0,0,0,2,2,2,3,2,0,0,2,3,3
"chr17:79345740-79391846",12,10,12,4,6,6,7,3,8,4,3,10,10,14,8
"chr2:94716330-94720889",7,4,5,0,6,0,3,3,3,0,0,2,5,0,0
"chr2:144876416-144917472",4,3,7,2,5,5,0,0,2,3,2,3,2,0,4
"chr3:11325952-11328601",2,0,0,0,0,0,0,0,2,3,0,0,2,2,0
"chr1:101028250-101029473",3,4,5,3,0,0,0,3,0,4,4,0,0,0,0
"chr13:34515329-34528874",9,6,4,2,2,2,3,0,6,12,2,9,8,7,8
"chr1:253147925-253148277",14,15,20,15,10,4,7,10,11,16,10,17,21,14,19
"chr1:204979934-204988430",6,0,5,4,3,0,0,0,0,7,0,5,0,3,4
"chr1:174165890-174174250",0,2,2,0,0,0,2,2,4,0,4,9,0,5,7
"chr1:201183051-201188802",2,0,0,3,2,0,3,3,2,11,3,21,11,16,18
"chr19:2506536-2521388",5,6,0,0,3,0,2,3,0,2,0,5,0,0,0
"chr19:43119868-43124021",12,10,12,2,8,4,9,5,12,16,9,5,9,10,5
"chr6:104862169-104864968",7,3,6,3,3,0,4,2,2,0,0,10,3,2,7
"chr9:37099083-37134593",0,0,0,0,0,0,0,0,0,0,0,0,6,2,5
"chr1:247922780-247945662",0,0,0,0,4,0,0,0,2,4,0,0,3,5,3
"chr2:33933956-33955969",4,0,4,0,2,4,6,3,2,4,6,4,4,3,6
"chr3:150692740-150696569",0,0,0,0,2,0,0,0,0,3,2,0,8,0,0
"chr17:29730437-29731094",44,57,40,29,27,30,33,16,39,74,49,76,71,66,80
"chr4:66172555-66200637",18,13,15,15,21,13,29,16,0,25,18,32,33,33,25
"chr10:18359720-18402658",7,0,4,0,3,0,2,0,0,0,0,0,2,0,0
"chr10:81736165-81755839",0,0,0,2,3,2,0,2,2,2,3,2,7,7,0
"chr4:65598100-65613754",2,2,0,0,0,0,3,0,0,5,5,0,5,0,0
"chr1:21160905-21211619",0,0,2,0,2,0,7,0,2,5,0,0,2,2,0
"chr6:96224909-96232767",0,4,2,0,0,3,2,0,0,3,4,0,0,0,4
"chr2:240685748-240701716",0,5,0,0,0,0,0,0,2,0,0,2,4,0,4
"chr14:81556164-81560858",0,4,0,0,4,2,4,0,0,4,0,0,5,7,2
"chr19:10842290-10844559",5,4,0,5,0,0,0,0,2,6,0,0,3,5,2
"chr1:243014234-243047294",5,4,0,7,0,0,0,0,0,0,0,0,0,0,0
"chr13:72960660-72969502",0,0,2,3,0,0,0,0,3,2,3,0,6,0,0
"chr11:79611540-79611741",5,6,4,0,0,0,0,0,2,3,0,3,3,0,5
"chr19:32527921-32528958",9,2,4,2,2,0,2,3,7,8,0,9,8,0,2
"chrY:1126684-1153312",4,0,3,0,0,2,3,4,0,5,0,0,2,0,5
"chr3:54509941-54566332",4,4,5,5,5,3,7,4,3,0,4,7,9,11,10
"chr8:109243253-109288160",3,0,0,0,0,2,0,3,6,0,0,5,3,5,0
"chr19:34249087-34346224",0,0,0,0,0,0,0,0,0,0,0,6,8,3,0
"chr1:104792188-104821976",5,9,5,10,6,6,8,4,2,5,6,8,5,8,15
"chr17:6794838-6802277",2,0,3,4,0,0,0,3,0,2,0,0,4,0,0
"chr5:173198373-173199937",0,0,0,0,0,0,0,0,0,0,0,2,0,3,6
"chr7:60390972-60408823",5,3,2,2,5,0,3,2,0,2,4,7,2,2,3
"chr1:185261106-185267832",0,6,6,0,9,0,2,4,2,6,10,4,8,3,0
"chr1:46959021-46968866",0,0,0,0,0,0,0,0,0,2,3,0,0,4,0
"chr1:236196243-236229567",6,9,6,0,3,0,0,2,4,0,6,0,0,0,0
"chr17:84872804-84888911",8,0,0,0,5,2,5,0,2,5,2,3,4,8,7
"chr4:151118221-151123637",63,49,55,30,31,27,31,29,25,54,30,25,40,39,56
"chr5:139394727-139421497",2,0,0,0,4,0,2,0,2,2,0,3,6,7,9
"chrX:128550177-128558306",0,0,0,0,0,0,4,0,0,2,2,0,0,0,0
"chr17:63849305-63879166",8,8,13,5,0,4,6,4,3,12,7,16,13,12,19
"chr19:42911935-42920390",22,20,25,15,5,12,18,13,14,12,12,33,19,29,24
"chr12:12884434-12892828",5,0,0,0,0,0,0,2,2,0,0,3,4,0,2
"chr4:158103902-158108668",5,3,5,3,5,9,5,7,8,13,5,7,6,7,10
"chr6:125550201-125594377",5,0,0,0,0,0,0,0,4,0,0,4,2,6,0
"chr10:4583896-4605111",5,0,2,0,0,3,0,0,2,0,3,0,5,5,0
"chr9:67242046-67282025",2,0,2,0,0,2,6,0,0,3,3,0,0,4,0
"chr15:24302102-24308087",4,4,0,0,4,0,3,0,3,0,2,0,3,3,2
"chr6:28022406-28051704",6,15,3,3,3,3,7,3,12,12,8,3,4,6,5
"chr13:73239822-73265813",4,6,0,2,0,0,2,2,3,4,0,7,5,0,11
"chr20:45512674-45553536",0,3,0,3,0,0,0,0,2,3,4,0,0,4,3
"chr20:50659751-50699734",7,2,3,4,2,0,0,0,3,3,4,5,2,3,0
"chr2:145485716-145513090",0,2,2,2,0,0,0,2,0,0,0,0,0,0,0
"chr10:4183171-4191496",0,4,0,3,0,0,2,2,0,0,0,0,3,0,0
"chr1:175646900-175650721",0,3,4,0,2,0,0,0,0,0,0,0,0,5,0
"chr5:136420692-136447778",16,21,11,15,30,8,18,10,23,28,15,32,26,33,22
"chr3:2423174-2425284",0,8,0,2,4,0,0,0,3,0,0,0,2,6,3
"chr2:188163293-188192757",3,0,0,0,2,0,0,0,0,5,2,2,0,0,0
"chr6:21536571-21540152",4,5,4,4,0,0,0,0,2,5,0,0,3,0,0
"chr5:155702728-155709264",11,12,2,2,6,7,0,4,5,3,5,0,7,2,0
"chr17:27592203-27602936",11,15,14,5,8,11,18,12,18,30,4,17,10,12,14
"chr9:10683822-10690477",2,0,0,3,0,5,0,3,4,0,0,0,5,4,0
"chr1:162639900-162643789",0,0,0,0,0,0,0,0,0,0,0,6,5,3,9
"chr1:6800132-6819230",6,0,2,3,3,0,3,0,0,3,3,0,3,2,3
"chr18:65825830-65841509",2,2,0,0,0,4,0,0,5,3,4,2,0,0,3
"chr11:79555990-79611741",0,0,0,2,0,0,0,0,0,0,0,0,2,7,2
"chr5:118476484-118493628",0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
"chr14:2924636-2991160",0,0,0,0,0,0,0,0,5,0,0,0,3,3,3
"chr15:51915280-51944899",6,0,3,0,3,0,0,0,2,2,2,5,3,4,2
"chr1:177129021-177144122",5,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"chr1:278698312-278731755",7,0,0,6,4,8,6,0,6,8,12,5,9,4,3
"chr4:115191293-115197150",2,5,0,0,0,3,0,2,3,2,3,4,4,2,3
"chr19:31878182-31886209",0,0,0,3,5,3,0,0,0,3,4,3,0,6,0
"chr3:59678949-59680308",26,11,22,16,9,11,5,5,7,6,7,24,15,25,20
"chr19:25834566-25886887",0,0,0,0,0,0,2,0,2,0,0,4,6,4,2
"chr6:72548978-72550668",0,0,0,0,0,0,0,2,0,4,3,5,5,2,2
"chr3:33465220-33467909",3,0,6,5,0,0,7,5,7,0,2,4,5,4,3
"chr17:10096739-10107746",4,2,0,3,0,2,5,0,5,3,0,5,0,4,4
"chr8:48583631-48597919",0,5,8,6,3,0,0,0,6,14,2,2,5,6,9
"chr3:71788186-71800225",0,0,0,0,0,0,0,0,7,5,5,3,3,0,0
"chr3:80670138-80732927",3,0,0,0,0,2,0,0,2,4,0,5,0,0,0
"chr11:34065892-34070810",5,5,0,5,5,3,0,2,9,7,5,6,8,5,0
"chr2:230311167-230317038",4,4,3,2,2,0,3,0,0,0,0,4,6,3,6
"chr13:35626138-35669017",0,0,0,0,2,0,0,0,4,0,0,3,3,2,2
"chr1:221158617-221158790",52,49,63,58,35,28,52,73,141,73,35,17,37,33,29
"chr10:86175962-86184480",0,0,2,0,4,0,2,0,0,2,5,0,0,0,3
"chr18:69634006-69657373",0,6,4,2,2,4,3,7,2,8,3,4,13,11,6
"chr3:157028112-157040380",3,2,0,2,3,4,8,2,5,2,5,14,10,4,4
"chr17:6857810-6864981",3,0,0,0,3,0,0,3,0,2,5,3,3,0,4
"chr10:71297308-71306105",0,2,4,0,0,0,0,0,3,3,3,0,4,6,3
"chr17:87758882-87771508",21,8,13,8,15,5,9,10,11,14,11,12,29,12,9
"chr9:1442054-1446134",0,2,0,0,0,4,3,5,6,9,0,0,6,3,4
"chr2:56451097-56456188",13,12,13,6,7,30,18,15,62,77,29,28,31,23,28
"chr11:79445543-79446214",0,0,0,0,0,0,3,0,0,0,0,2,0,3,4
"chr16:10782168-10802548",0,0,0,0,0,0,0,0,0,0,3,5,5,2,2
"chr1:47030544-47077979",4,3,2,0,5,0,3,2,2,6,0,0,6,0,2
"chr13:109457218-109471561",11,5,13,0,0,6,2,2,3,6,4,3,4,0,3
"chr10:61464686-61498597",8,14,9,3,7,3,10,8,8,3,3,10,9,6,6
"chr18:14595550-14610978",7,3,5,4,7,3,11,2,7,7,4,3,12,10,6
"chr5:156506448-156517254",9,0,3,0,3,0,0,3,3,0,3,0,8,3,4
"chr12:13524227-13527329",3,2,0,4,0,0,0,0,0,0,0,0,0,0,0
"chr1:251262192-251269854",6,13,0,5,4,3,6,2,7,10,4,0,6,5,9
"chr2:206534104-206536360",11,5,4,0,3,0,4,0,9,10,0,8,10,8,9
"chr11:84369373-84379343",4,3,0,0,4,0,5,0,0,3,4,0,2,0,7
"chr5:136437825-136447778",20,31,13,20,39,15,33,17,28,40,23,30,36,30,19
"chr8:22600830-22606721",0,3,0,3,0,0,2,0,0,3,0,3,0,2,0
"chr1:278580846-278749829",6,5,3,3,0,2,7,5,0,7,4,0,4,3,4
"chr6:76613549-76626199",6,3,0,3,0,2,4,2,4,5,0,0,0,5,3
"chr4:85481108-85484856",7,2,0,3,4,5,6,4,8,6,0,6,4,6,5
"chrX:71119280-71121063",7,9,4,4,4,5,6,6,8,8,5,4,7,8,10
"chr17:9875749-9888385",0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
"chr6:104828874-104864968",3,0,0,2,2,0,3,0,0,0,0,0,3,0,7
"chr14:45668936-45679917",2,0,0,0,0,0,0,0,0,0,0,0,3,2,2
"chr13:35597462-35608096",0,6,0,4,5,2,3,0,10,11,9,9,7,6,7
"chr9:66964853-66976610",5,2,0,0,3,0,6,3,6,4,3,0,0,0,3
"chr1:154405931-154425509",14,5,5,4,6,2,3,0,4,3,3,6,0,11,7
"chr2:24065908-24073884",0,0,2,0,5,0,0,4,4,2,5,0,0,0,0
"chr2:247423411-247446708",4,0,0,0,0,0,0,0,6,0,2,6,10,11,0
"chr10:51724607-51734014",6,8,4,6,0,0,8,6,3,7,4,14,11,8,11
"chr7:72043294-72073470",3,2,0,6,0,2,2,0,2,0,0,0,0,0,0
"chr6:104862169-104873144",2,0,2,0,0,0,3,0,0,0,0,3,0,5,2
"chr2:21915465-21921128",2,0,0,0,5,2,5,0,2,0,0,3,0,0,0
"chr19:32470120-32472456",2,3,3,0,0,2,0,2,2,7,6,2,2,0,6
"chr6:137924572-137936007",6,5,2,3,0,6,6,9,2,6,0,0,9,0,3
"chr6:42271180-42278784",0,2,2,0,0,0,2,0,4,2,0,0,0,0,0
"chr3:112825170-112832390",4,0,3,0,0,0,0,0,5,5,0,0,0,4,0
"chr1:91883192-91887419",0,3,2,0,0,0,0,0,2,3,0,0,0,0,0
"chr2:145501970-145513090",0,0,0,0,0,0,0,4,3,3,0,3,2,3,8
"chr10:94083626-94187819",327,326,609,428,144,448,255,250,717,941,240,379,454,287,412
"chr17:694609-739440",3,3,3,4,5,0,6,0,3,7,0,6,8,6,4
"chr2:34396320-34404958",7,7,4,3,4,0,6,2,3,3,3,0,4,3,4
"chr2:24134222-24161334",5,0,5,5,0,0,2,0,0,0,0,0,2,2,6
"chr1:204959173-204961691",71,39,55,34,67,37,64,31,61,104,63,79,92,81,94
"chr8:21643844-21652864",3,0,0,2,2,2,0,2,3,4,3,0,0,3,0
"chr13:95914250-95932651",10,0,3,2,4,4,4,2,0,2,4,5,0,5,7
"chr18:17300168-17312861",0,0,0,0,0,0,0,0,0,0,5,6,3,3,5
"chr1:281825348-281857037",0,0,3,0,0,0,4,0,0,3,0,3,3,0,5
"chr1:165414771-165415667",8,0,4,4,7,3,2,0,6,7,8,7,5,5,3
"chr1:256263404-256299276",0,2,2,0,0,0,0,0,0,0,0,3,4,3,0
"chr1:282490425-282498880",0,2,0,0,2,3,6,0,2,0,0,6,9,2,2
"chr4:3972586-3976284",8,6,6,4,3,0,3,6,11,4,6,8,9,5,7
"chr6:22373412-22407626",2,2,0,0,9,0,6,2,4,2,0,4,7,4,3
"chr18:48443339-48505167",7,3,3,2,8,0,2,3,3,11,15,14,15,10,9
"chr2:93460344-93495152",2,0,0,3,2,0,3,2,0,2,0,2,2,0,0
"chr7:25947789-25948397",2,3,2,2,0,0,4,0,5,6,0,0,3,0,3
"chr5:117716189-117725823",2,2,2,0,2,0,2,3,5,3,0,0,6,3,3
"chr20:32513668-32523997",6,5,0,0,4,0,4,0,0,5,9,3,5,5,5
"chr5:160042151-160043135",2,3,0,0,0,0,5,0,0,2,0,2,4,3,0
"chr10:95293891-95299099",3,0,0,2,3,0,0,2,3,4,0,2,0,0,4
"chr3:112896028-112899649",23,15,11,13,5,9,25,12,25,28,10,13,15,14,8
"chr4:151118221-151167953",3,0,3,0,0,0,2,0,0,0,0,0,0,0,0
"chr11:51049296-51068978",0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"chr6:91933750-91961861",5,2,0,5,7,0,4,0,5,8,3,3,7,4,0
"chr9:113918918-113927885",82,72,70,46,31,28,47,20,64,88,0,59,71,58,79
"chr7:114523676-114540933",4,0,0,0,2,0,5,0,3,0,5,4,5,0,5
"chr16:3068022-3072642",0,0,2,2,4,3,0,0,5,0,0,6,4,3,2
"chr9:10347615-10349027",7,5,3,3,3,0,5,0,10,8,10,9,6,0,5
"chr16:32120310-32121085",2,2,3,0,3,4,0,0,0,3,2,0,0,0,0
"chr9:100575892-100588953",2,0,0,0,0,0,2,0,0,0,0,0,4,3,0
"chr9:113534327-113545068",9,10,7,6,9,6,14,2,13,9,5,5,8,5,7
"chr14:108446849-108456923",42,43,34,23,37,22,56,33,32,42,40,34,30,44,35
"chr2:238543065-238577394",3,3,2,0,2,0,0,0,4,3,0,3,0,5,4
"chr14:88724076-88725530",3,16,5,3,3,6,7,3,12,8,7,0,8,4,4
"chr19:34207716-34207946",0,0,0,0,0,0,0,0,2,0,0,0,2,4,2
"chr3:148167095-148173002",5,2,9,0,0,0,2,0,0,0,0,0,3,0,0
"chr10:90433263-90444110",2,0,0,0,0,0,3,0,5,4,3,2,3,3,2
"chr2:240854068-240867796",40,35,27,18,16,24,8,19,35,50,16,35,42,31,42
"chr12:25431710-25435591",12,7,4,10,12,7,14,13,43,25,19,20,17,14,13
"chr8:23851919-23884848",6,0,4,0,4,2,3,5,8,7,4,4,9,5,9
"chr15:55100386-55104181",0,0,0,0,0,0,0,0,0,5,0,4,2,2,0
"chr17:84881616-84922765",2,3,0,0,0,0,0,0,0,0,0,0,4,0,3
"chr10:110495072-110500097",0,2,0,0,0,0,5,0,0,6,0,4,7,3,0
"chr20:13906484-13912191",2,0,0,0,0,0,0,0,2,0,0,0,4,7,0
"chr1:241963278-241964424",0,2,0,0,0,0,0,0,2,2,0,0,0,0,0
"chr10:77769631-77772738",0,3,2,0,4,3,0,4,0,0,2,0,0,0,0
"chr1:170450030-170450980",2,0,7,0,2,0,0,0,2,4,0,3,0,0,0
"chr12:14689166-14703546",2,11,4,9,3,4,4,0,6,18,5,0,4,5,2
"chr2:150755405-150756431",2,4,7,3,2,0,4,0,9,5,3,0,0,3,0
"chr1:184008119-184017761",4,0,0,0,5,0,0,0,5,6,0,3,2,4,7
"chr3:140614866-140622850",4,0,4,2,7,4,5,2,4,4,4,6,4,11,5
"chr1:198932174-198934500",4,8,2,5,4,5,4,6,15,11,4,9,0,5,0
"chr3:13510410-13602354",3,0,0,0,3,3,8,0,0,2,0,0,0,4,3
"chr7:118173410-118179266",0,0,0,0,4,0,3,0,0,2,0,3,0,0,0
"chr1:279235046-279248435",0,0,0,0,6,3,0,0,0,0,2,0,0,0,0
"chr12:43501060-43510832",11,5,8,3,4,0,3,3,0,8,4,0,4,2,8
"chr16:54080267-54100069",0,0,0,0,0,0,0,0,0,3,0,0,6,2,3
"chrX:144328480-144330480",0,0,0,4,5,8,0,6,0,0,0,0,0,6,0
"chr4:176868013-176879489",0,0,0,2,5,0,7,5,5,13,5,8,19,8,11
"chr7:28987514-28992637",16,8,13,4,9,14,6,4,24,21,10,11,20,24,23
"chr17:9912158-9920790",2,0,0,0,0,0,0,0,0,2,3,0,2,0,4
"chr3:21721366-21736929",0,4,2,5,0,0,0,4,0,0,4,7,4,6,0
"chr10:71322147-71323079",2,5,0,2,0,4,5,0,3,0,0,3,0,2,0
"chr11:87896642-87899561",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"chr7:14246803-14256219",0,0,0,0,0,0,0,0,3,0,2,0,0,0,3
"chr8:109243253-109263159",0,2,0,0,0,0,0,0,0,3,0,2,4,4,4
"chr4:115104274-115106428",54,32,43,31,21,19,22,11,38,35,12,31,31,31,56
"chr4:158242270-158244493",0,2,5,0,0,4,0,7,6,25,0,6,4,3,4
"chr4:115820712-115843272",2,0,5,0,2,4,0,0,0,3,5,3,6,6,4
"chr1:176334639-176346651",3,0,4,0,0,0,4,0,0,4,0,0,0,0,0
"chr2:34491471-34517560",0,0,5,2,0,0,2,0,0,5,7,2,2,0,3
"chr1:150830996-150846872",14,8,9,2,11,5,14,2,4,5,0,3,0,0,0
"chr12:14654706-14703546",2,5,6,9,5,3,0,3,7,9,2,4,0,2,2
"chr17:79367996-79383074",7,2,0,4,0,0,0,0,0,2,0,8,5,10,0
"chrX:62537349-62570599",0,0,0,0,2,0,0,0,0,0,0,0,2,2,3
"chr1:185306404-185307538",0,0,0,0,0,0,0,0,0,0,0,4,0,0,3
"chr4:117422680-117442928",2,2,0,3,2,0,2,2,2,3,0,0,3,0,5
"chr1:274700623-274701534",3,0,5,0,0,0,2,3,0,2,0,0,0,0,0
"chr4:88610656-88627387",0,0,0,0,0,0,0,0,4,2,0,0,3,2,0
"chr8:61701009-61715390",4,2,5,2,0,0,0,0,3,4,0,0,0,0,2
"chr15:55485728-55488198",2,3,0,0,4,4,3,3,4,0,0,0,0,0,2
"chr8:73720946-73729461",0,0,2,0,0,0,0,0,0,0,0,3,2,4,3
"chr9:94463647-94481682",0,0,0,0,0,0,2,0,0,0,2,6,4,0,0
"chr19:43055209-43066842",4,0,0,3,3,0,0,0,0,2,2,0,3,2,0
"chr16:11046372-11051389",2,3,0,0,2,3,4,0,3,3,3,2,4,5,4
"chr8:119844188-119860035",4,7,2,0,0,0,0,0,0,0,0,0,0,0,0
"chr6:136059672-136071884",3,5,6,3,4,3,4,4,6,8,0,0,2,3,4
"chr2:238023879-238038227",18,10,8,4,6,9,6,0,15,0,7,17,14,10,15
"chr15:23792824-23793336",3,2,3,0,5,0,0,0,0,2,2,4,0,0,4
"chr6:21999499-22011689",2,0,0,0,0,0,0,0,2,3,0,0,0,0,0
"chr4:168296980-168297373",26,9,21,7,21,19,19,8,34,47,18,23,33,36,41
"chr9:75051555-75060794",4,5,0,4,0,0,0,0,0,0,2,0,0,0,0
"chr5:36040325-36046665",40,34,35,27,43,21,45,25,47,68,43,43,78,55,55
"chr5:119207376-119211535",3,5,0,3,3,2,4,3,0,3,4,9,8,7,4
"chr2:18496999-18531203",3,0,2,3,0,2,2,0,0,0,0,2,0,0,0
"chr4:8223840-8242710",26,18,17,18,11,6,15,9,6,14,13,16,16,16,16
"chr2:221062375-221072200",0,0,2,0,0,0,0,0,0,3,6,5,4,3,2
"chr7:62899716-62931338",36,20,22,11,19,14,9,12,17,27,11,16,19,16,14
"chr18:63784568-63844188",28,28,16,19,15,5,15,13,11,13,9,4,4,7,3
"chr3:123299120-123308032",3,2,3,4,3,0,0,0,10,7,2,3,4,3,2
"chr17:29730437-29737981",5,4,2,4,2,0,0,4,0,0,0,2,0,0,0
"chr11:24527899-24550752",0,0,3,2,0,0,0,3,0,3,0,0,2,2,3
"chr7:30416990-30426040",7,0,3,4,0,0,7,0,5,2,0,2,6,0,0
"chr14:43511710-43517916",15,6,8,0,7,2,7,2,7,0,0,0,5,2,6
"chr4:151118221-151148873",0,0,0,0,3,0,5,0,3,0,0,9,3,7,0
"chr17:79765387-79789485",0,0,0,3,3,0,0,2,0,2,0,2,3,3,0
"chr13:113735261-113748416",0,0,2,2,0,0,2,2,6,0,3,2,3,2,0
"chr9:71920586-71960153",3,9,6,4,0,2,9,0,4,4,0,9,2,5,5
"chr6:12179226-12194014",5,0,5,2,2,2,4,3,2,5,4,4,0,0,0
"chr11:69785001-69806777",5,0,3,0,0,0,3,0,0,2,0,0,11,0,9
"chr3:130093308-130099815",5,3,0,0,0,0,0,0,14,3,0,0,14,10,0
"chr10:61483520-61498597",4,3,0,0,0,6,0,0,0,5,0,2,0,0,0
"chr15:109127707-109141568",2,0,4,0,0,3,2,0,0,4,0,2,3,5,5
"chr3:119264196-119265879",15,9,16,9,13,14,14,15,15,24,12,12,17,14,6
"chr16:71834319-71862207",3,0,0,0,0,0,0,0,2,0,0,0,6,0,5
"chr1:6601452-6613874",5,3,2,0,0,0,2,6,6,5,4,0,4,3,0
"chr5:7777226-7818087",3,0,0,0,0,0,2,0,0,0,0,2,5,2,0
"chr17:79761095-79777211",2,3,6,0,5,3,3,3,0,11,8,4,8,4,9
"chr8:60441497-60471827",0,0,3,4,0,0,0,0,0,5,2,6,4,8,12
"chr3:112471147-112473521",0,0,0,0,0,0,0,2,0,7,5,0,4,3,3
"chr1:274628955-274647456",0,0,0,0,6,2,0,0,2,4,2,4,0,2,0
"chr4:7211891-7222177",4,2,0,3,0,0,0,0,0,6,0,2,6,2,5
"chr5:7763385-7764306",9,4,3,3,8,5,4,4,3,10,10,5,4,5,3
"chr5:151944769-151947717",54,41,44,49,32,30,37,26,60,50,40,55,59,38,63
"chr15:52562742-52592087",0,0,0,2,0,0,0,0,0,2,0,2,2,2,0
"chr15:51936366-51944899",4,7,7,2,13,5,12,6,17,20,8,10,18,10,17
"chr3:123819852-123833222",6,5,6,0,10,6,7,4,5,7,0,2,14,14,2
"chr2:237814781-237851960",0,0,0,0,2,0,0,0,0,3,7,5,8,0,0
"chr2:33252541-33287948",3,0,4,0,0,0,0,0,3,2,2,0,0,0,3
"chr5:7830490-7872679",7,0,3,0,4,4,4,7,0,7,2,4,9,4,5
"chr19:37135068-37156867",4,4,6,6,10,2,8,7,7,5,7,3,19,14,10
"chr4:99275917-99291251",9,14,5,5,6,2,7,8,12,7,10,4,15,6,3
"chr9:65361368-65364133",2,0,0,3,2,0,2,2,2,4,2,4,0,2,4
"chr6:7547050-7572651",16,14,6,6,8,0,10,7,8,9,3,10,17,4,12
"chr10:18218676-18238682",0,3,0,0,4,0,8,0,2,2,3,4,0,0,0
"chr8:64205386-64233082",10,13,12,3,11,11,12,8,12,25,12,7,7,10,9
"chr19:14357239-14388674",0,2,0,3,0,0,0,0,0,4,0,0,2,4,5
"chr10:55283300-55338553",0,0,0,0,0,0,0,0,0,0,0,2,2,0,4
"chr2:20507150-20531444",11,11,0,13,18,9,31,10,38,33,16,38,39,29,38
"chr4:100760040-100783015",5,0,0,0,4,0,4,0,0,0,3,2,0,0,0
"chr5:138433397-138449955",0,0,0,0,2,0,0,0,0,0,2,0,2,4,2
"chr8:71336875-71337745",13,5,6,12,2,6,5,9,13,11,0,12,12,13,12
"chr1:169534353-169534828",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
"chr1:201164770-201188802",0,0,0,0,0,0,0,0,0,0,0,3,4,0,0
"chr8:39218756-39235362",0,5,0,8,0,0,0,2,3,0,0,4,2,4,5
"chr11:31974630-31979720",0,3,0,3,3,0,0,3,0,2,0,2,3,0,3
"chr12:9229552-9313769",5,0,6,3,0,0,0,0,4,5,3,6,4,0,9
"chr14:108013275-108020828",25,8,10,9,27,9,12,8,18,25,9,16,17,17,17
"chr17:79367996-79561626",26,34,26,15,17,8,27,10,12,19,7,33,14,16,24
"chr1:244630341-244664389",6,0,15,3,0,0,0,0,4,5,0,9,6,6,6
"chr1:188510274-188516444",4,4,6,2,0,3,0,0,4,5,6,6,6,7,3
"chr5:136420698-136447778",7,6,5,5,5,5,7,6,8,8,5,8,10,6,4
"chr10:46641975-46646542",2,0,2,2,5,0,0,0,4,0,0,2,2,0,3
"chr3:21721366-21756744",0,0,0,0,2,0,4,0,0,2,0,3,0,6,6
"chr7:14351790-14357858",0,0,0,0,0,0,0,0,2,0,0,0,5,0,3
"chr6:125538240-125594377",14,0,4,8,15,9,18,14,14,20,5,21,24,19,21
