ID,1032245.N,1039868.N,1042353.N,1042745.N,1043773.N,1045386.N,1045549.N,1046191.N,1046287.N,1046349.N,1046499.N,1047291.N,1047831.N,1047912.N,1048720.N,1049983.N,1050700.N,1051316.N,1054390.N,1056166.N,272577.N,451368.N,477022.N,515975.N,522638.N,548142.N,649867.N,685749.N,843725.N,99272.N,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr3:129265549-129267099,0,3,2,4,0,2,5,0,5,0,4,3,0,0,2,2,0,5,5,0,4,3,0,3,2,7,3,8,0,0,4,0,0,2,2,0,3,3,2,2,0,0,4,6,0,0,0,0,3,0,0,0,2,0,3,4,5,4,3,0,4,3,2,2,4,0,0,3,4,0,2,0,3,2,2,0,2,0,4,0,0,0,0,0,0,3,0,0,0,0
chr6:73480675-73482244,4,0,0,0,3,3,4,3,3,2,2,3,0,2,0,5,0,0,4,5,0,3,5,3,3,3,0,3,0,0,2,3,0,0,3,0,4,5,2,0,3,3,0,7,2,0,0,2,3,0,4,6,0,0,7,0,3,0,3,0,9,0,0,0,0,0,0,4,0,0,3,3,3,3,0,2,0,2,0,3,0,0,0,0,4,0,2,3,0,0
chr6:75634707-75663518,2,0,0,3,6,3,2,0,0,0,3,4,2,4,4,2,2,2,0,0,2,2,2,2,2,6,3,0,2,7,2,0,2,0,2,3,4,4,0,4,2,5,3,0,0,0,0,0,0,3,3,2,3,0,3,2,0,2,4,0,3,0,2,2,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,4,2,0
chr3:172112452-172226947,0,2,4,2,3,2,2,0,0,0,2,3,5,3,0,0,2,3,3,6,4,0,4,0,3,2,3,3,2,3,4,2,2,3,0,3,0,4,2,4,5,6,4,3,5,0,3,2,0,0,3,2,2,0,0,3,3,3,3,0,3,0,2,0,2,5,2,4,2,2,5,3,0,3,0,0,0,0,4,4,0,2,2,0,2,0,0,5,0,0
chr6:138941335-138947913,3,4,2,0,0,2,2,0,2,5,0,3,2,3,0,0,0,0,3,2,0,0,2,0,0,0,2,5,0,2,0,3,0,2,0,2,0,0,2,5,2,0,0,6,0,2,0,2,0,0,2,2,2,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15:25405461-25411971,36,28,26,21,36,43,54,28,34,28,28,40,30,24,22,28,34,14,36,26,19,24,49,25,30,47,39,21,18,56,45,28,25,26,29,45,41,39,22,44,47,43,28,65,30,27,30,14,25,20,38,19,36,23,41,38,46,39,27,22,20,14,12,12,18,18,8,14,24,22,20,17,20,24,4,23,16,7,16,26,11,13,23,9,11,20,10,22,9,25
chr10:124681607-124696212,0,3,2,4,0,3,3,3,0,0,2,2,0,2,0,2,0,2,3,2,0,0,0,0,0,0,2,3,3,4,3,3,0,0,3,0,0,2,2,2,2,2,4,6,3,0,2,0,0,0,0,2,3,0,0,2,2,2,0,3,7,5,0,0,0,3,0,2,0,2,2,0,3,0,4,0,2,0,3,2,0,4,2,3,2,0,0,0,0,8
chr2:241407537-241434321,0,5,2,3,2,0,0,0,2,4,2,4,2,0,3,6,0,4,0,4,0,2,0,2,0,0,0,3,4,5,0,0,0,5,0,0,0,0,2,0,4,3,3,2,4,3,2,3,3,0,0,0,4,0,3,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,3,2,0
chr1:151658235-151668635,0,2,0,4,3,0,0,0,2,0,0,2,0,3,0,3,0,0,0,4,3,0,2,2,0,2,2,2,0,4,0,0,0,3,0,4,3,0,0,0,5,2,0,4,3,0,0,0,4,0,3,0,3,0,2,0,0,0,0,0,0,0,0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0
chr18:36026900-36033837,8,4,0,0,4,3,6,2,2,3,3,2,0,3,2,5,6,4,7,4,7,3,0,3,0,6,5,6,3,3,8,6,4,3,2,4,5,7,5,4,6,4,8,7,2,4,0,5,0,2,4,2,3,4,0,2,7,2,6,5,6,4,2,7,2,2,2,0,4,0,2,4,3,13,0,0,6,0,0,5,0,0,0,3,2,0,2,3,5,8
chr8:102360071-102361626,13,12,12,7,10,24,17,14,13,9,15,16,13,18,13,19,7,12,8,13,13,5,14,12,17,21,15,19,11,19,12,11,6,10,14,26,18,10,22,7,20,11,10,16,8,7,8,15,13,16,12,12,22,9,21,12,14,10,16,9,9,7,11,8,13,16,0,7,11,10,9,3,7,12,7,6,11,3,22,6,3,4,6,3,13,6,5,9,12,15
chr1:155438327-155459898,10,4,2,4,9,13,18,5,6,6,6,8,8,11,7,16,10,7,7,8,7,12,9,12,10,12,6,13,10,18,3,10,4,8,6,9,6,11,9,7,14,11,13,12,6,7,6,8,9,11,8,7,10,6,13,10,13,9,5,8,10,4,5,8,7,7,6,5,8,4,6,9,10,3,7,5,16,0,5,8,3,7,3,0,2,3,5,12,10,21
chr16:30496097-30496566,0,0,3,2,0,6,7,2,0,0,3,0,2,5,2,4,0,0,5,3,2,3,3,0,3,8,0,0,3,0,5,0,2,0,0,5,0,5,0,2,2,5,2,5,2,2,2,3,0,2,2,3,3,0,2,4,0,5,0,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,5,0,0,0,2
chr2:210153495-210154611,4,5,0,3,3,7,9,4,7,0,3,4,7,3,6,3,0,3,3,8,3,2,7,2,2,2,8,7,3,7,2,0,3,9,7,12,9,0,6,7,5,2,3,10,3,3,3,0,6,4,6,5,7,0,4,3,3,3,6,4,10,5,0,2,4,3,2,0,7,3,3,2,6,4,2,2,2,3,2,2,2,7,4,5,3,9,0,11,3,4
chr21:37420299-37472880,2,6,2,3,6,11,8,3,6,5,10,7,9,9,5,10,10,5,12,6,3,7,9,10,11,12,7,6,6,9,9,9,0,10,3,5,16,4,10,0,12,8,14,10,0,2,3,5,6,5,2,3,10,6,12,14,7,5,7,4,5,4,3,5,10,11,5,2,6,5,10,0,5,7,5,0,6,5,10,8,5,7,2,0,3,4,0,8,2,5
chr2:72718103-72733118,21,24,23,15,26,45,43,20,26,32,19,23,25,27,20,39,23,7,35,34,22,17,34,24,33,32,28,24,36,41,19,27,22,18,26,56,45,33,30,31,38,22,24,38,17,21,16,19,20,21,13,23,52,22,25,22,29,24,32,28,19,5,23,10,18,21,6,12,11,13,14,17,14,13,13,10,18,8,13,2,3,6,4,4,10,11,6,9,12,18
chr15:50648687-50663046,0,2,0,0,2,3,2,3,2,0,2,2,2,3,0,3,0,0,2,2,0,0,4,0,0,0,2,5,4,4,0,2,0,2,0,4,2,0,2,2,2,2,3,0,2,0,0,0,0,0,0,2,0,0,0,0,3,3,2,0,0,2,3,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,2,0,0,3,0,0,0,0,2,2
chr3:50065031-50066502,5,3,3,3,8,7,10,2,4,0,7,8,5,5,2,7,8,6,3,7,8,6,14,4,9,7,9,3,5,12,7,3,2,2,7,5,7,9,6,6,8,9,9,13,2,4,7,8,8,4,3,7,9,5,7,8,6,11,4,8,4,3,3,4,8,4,3,2,2,4,7,7,3,6,0,3,11,4,7,3,2,0,9,0,5,4,4,12,7,5
chr6:151348711-151353752,0,0,0,0,3,2,0,0,0,0,3,3,0,4,5,0,0,0,3,5,6,2,2,4,3,2,0,2,0,0,3,0,0,0,0,0,3,2,0,0,0,2,0,5,2,0,2,2,2,3,7,2,0,0,3,3,0,2,5,0,6,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,6,0,0
chr14:61721509-61721823,2,4,2,2,2,3,7,0,2,0,7,4,2,3,2,2,0,0,0,2,0,4,2,2,7,0,4,0,0,2,0,6,2,2,0,4,5,2,2,0,4,3,3,5,0,0,0,0,3,0,6,4,2,0,3,3,5,2,6,3,0,4,0,4,2,0,2,0,4,0,2,4,0,0,0,2,3,0,2,3,0,2,2,0,0,0,0,2,0,3
chr17:12054889-12095694,16,8,5,7,6,50,13,4,8,6,7,9,0,3,11,9,7,9,9,7,2,4,5,5,7,14,10,7,6,8,6,10,5,5,5,25,12,6,8,7,14,8,7,9,7,2,7,7,11,5,4,4,10,5,7,7,8,7,10,9,6,3,9,3,6,14,0,3,6,2,4,5,7,8,6,2,5,3,4,4,2,4,0,3,7,5,3,3,6,6
chr5:36982165-36986301,14,11,7,7,10,14,11,3,16,6,21,14,11,14,7,8,12,11,13,12,11,7,16,12,7,16,19,12,15,20,9,16,5,10,6,20,14,12,9,8,23,11,14,20,6,8,12,8,16,11,7,6,13,9,18,29,19,6,9,14,13,3,10,9,10,11,3,0,3,4,11,3,0,10,5,7,7,3,12,9,11,7,6,3,8,10,2,8,11,9
chr10:68393138-68394451,4,0,0,0,0,3,0,0,0,0,3,2,0,4,0,2,0,0,2,0,2,4,0,2,3,3,2,2,2,2,2,0,0,0,0,3,0,0,0,2,3,0,0,3,2,0,2,2,2,0,2,0,0,0,2,6,4,0,2,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,4,0,0
chr10:50433476-50590247,0,3,0,2,3,5,0,0,2,2,2,5,0,0,0,0,2,3,0,0,0,3,3,2,3,5,6,4,3,4,2,5,0,0,7,0,3,0,3,5,4,6,5,7,0,2,0,0,4,0,2,5,4,0,5,4,5,3,2,2,4,2,0,2,4,0,0,0,0,2,2,4,2,0,0,0,0,0,2,0,2,0,0,0,2,0,2,0,2,0
chr18:62539681-62550460,6,7,0,0,6,4,0,0,5,5,11,8,5,6,0,3,8,2,8,0,5,7,2,9,3,4,6,4,3,6,6,5,2,0,3,7,5,5,7,3,12,7,5,7,2,3,9,7,4,4,2,4,7,2,8,8,4,5,4,0,7,5,3,2,12,2,0,0,9,2,0,7,9,8,2,0,4,2,3,3,0,6,0,0,5,6,8,11,2,7
chr7:24623666-24668660,8,8,0,8,13,11,5,8,8,4,6,11,3,6,4,3,9,12,3,5,9,8,2,2,10,12,7,4,10,9,3,7,4,4,5,14,8,4,6,7,7,14,4,8,11,0,2,3,6,3,6,2,5,0,9,11,15,4,9,3,8,17,38,29,12,11,4,8,2,18,10,11,3,26,8,3,18,13,13,3,5,3,8,2,17,9,7,11,6,13
chr1:213117317-213129889,0,2,2,2,3,2,5,3,2,0,0,0,4,0,2,3,0,0,0,0,2,3,0,0,0,4,3,2,0,3,0,2,4,0,0,4,2,0,0,5,0,0,3,4,0,0,0,3,0,0,0,2,2,0,0,2,2,0,3,0,2,2,0,0,0,0,0,0,3,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
chr8:43059092-43064215,3,4,0,0,2,4,3,4,0,4,3,5,3,2,2,0,4,2,2,4,0,0,4,3,4,6,0,2,7,4,2,0,0,0,3,3,2,0,4,4,6,8,0,5,0,0,5,0,3,4,0,0,9,0,2,2,4,6,4,0,2,6,3,4,4,3,0,0,3,0,0,3,3,3,0,6,7,2,5,2,0,0,0,0,4,4,2,2,6,7
chr12:70278132-70311017,3,4,2,2,4,3,4,0,2,2,3,11,2,2,0,4,0,7,3,4,0,5,4,3,6,6,6,2,2,9,4,2,4,3,3,13,4,12,6,0,9,4,3,4,3,2,3,4,4,3,4,0,6,6,3,3,5,0,0,5,3,0,0,0,3,2,0,9,0,2,7,2,0,0,4,2,3,5,4,5,0,0,0,0,2,3,2,4,3,2
chr8:43069555-43072307,4,3,0,2,4,4,3,3,0,0,5,5,0,2,0,3,6,3,2,4,0,5,0,0,6,0,4,2,2,9,2,2,2,2,0,4,4,4,0,3,2,7,0,8,0,0,0,2,0,0,2,0,2,0,3,3,0,2,3,2,2,0,4,4,2,0,2,2,6,2,0,3,4,7,0,3,5,0,0,0,0,0,4,0,0,4,0,2,7,0
chr2:168691034-168717978,3,5,5,0,2,7,8,3,0,0,6,5,3,3,3,3,0,4,4,11,2,0,0,4,0,5,0,3,3,4,7,5,5,2,3,8,3,4,3,5,8,5,6,12,0,2,5,3,7,6,4,5,3,4,3,0,4,4,4,10,0,5,3,2,2,0,3,2,3,4,2,3,4,3,0,0,5,2,0,0,0,3,3,0,3,0,0,3,0,6
chr5:109713520-109716264,13,14,7,2,10,19,13,6,9,8,10,10,9,14,3,12,6,6,9,8,4,7,9,12,4,14,9,6,7,13,7,7,7,6,12,16,18,11,5,13,18,11,11,26,5,8,7,10,6,6,10,11,22,11,16,11,9,10,16,14,12,0,4,9,5,10,5,3,13,2,6,3,4,9,0,3,13,3,8,0,0,6,7,3,5,4,3,5,3,5
chr1:21715389-21724095,0,0,0,0,0,0,2,2,2,0,2,2,0,2,0,4,3,2,2,0,0,0,5,0,2,2,0,3,0,3,3,0,0,2,2,0,2,0,2,3,2,0,2,0,0,0,2,2,2,2,0,2,4,0,0,4,4,4,2,2,0,2,0,0,0,3,0,2,0,0,0,0,0,0,0,3,3,0,0,2,2,2,0,0,0,0,2,3,0,0
chr11:86011030-86031611,4,6,2,0,5,11,7,4,13,5,5,15,7,7,4,7,7,4,4,11,11,9,5,3,6,16,6,4,6,14,7,16,3,2,7,10,15,7,4,10,13,5,4,15,6,0,7,4,3,3,7,6,12,5,12,8,7,5,4,11,9,2,5,5,10,7,2,2,2,7,3,2,5,9,5,5,5,0,3,5,7,4,7,2,6,4,2,10,5,4
chr2:214767482-214781509,7,0,0,4,6,4,5,2,0,2,4,2,0,0,3,2,3,4,4,3,4,2,8,6,5,5,4,7,3,8,3,3,7,5,0,4,6,0,10,2,6,3,3,9,4,3,3,3,3,0,2,3,5,2,5,3,6,4,2,4,5,3,10,6,8,12,4,5,4,2,10,4,3,14,2,4,14,6,5,2,4,6,8,2,3,8,2,13,6,8
chr1:22078429-22086866,2,0,0,6,0,7,4,2,3,0,0,4,4,4,0,3,0,0,3,0,0,2,3,3,2,2,2,0,2,3,0,3,2,0,2,6,6,0,4,0,3,4,4,4,4,5,3,2,0,2,6,3,0,2,4,3,3,4,2,5,4,0,0,5,5,8,0,7,2,3,3,2,0,9,2,5,3,3,3,7,5,2,0,0,0,5,0,7,5,2
chr1:161778244-161784096,3,3,0,0,2,0,2,2,0,0,0,2,2,2,2,3,3,3,0,0,0,0,0,0,0,4,3,0,3,4,2,3,0,0,0,0,2,0,3,0,0,3,2,3,0,2,2,3,2,0,2,4,3,0,0,2,2,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,0,0,2,0,0,0,3
chr1:100424222-100442996,0,3,0,0,3,0,0,2,3,0,3,6,2,3,2,2,0,2,2,4,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,6,3,3,2,0,2,4,0,0,2,0,2,4,0,0,0,2,2,3,0,0,4,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr15:98707562-98708107,2,0,5,0,5,3,6,4,5,8,4,9,5,2,0,2,8,4,4,0,2,0,5,0,0,7,9,2,2,2,5,0,4,6,3,5,0,6,5,4,6,4,5,5,4,0,4,6,3,0,5,0,2,5,3,3,9,0,7,2,10,0,2,3,2,9,2,2,9,6,5,15,5,13,3,2,6,0,0,3,0,0,0,0,4,3,3,7,4,2
chr17:27303367-27309272,4,8,0,3,0,2,2,3,3,0,3,3,0,2,0,0,2,0,5,4,0,2,2,0,0,2,0,0,2,5,2,0,0,3,2,0,3,0,5,0,0,2,3,4,2,0,2,0,2,0,2,2,0,2,3,3,7,0,0,4,0,0,2,4,3,3,0,0,2,0,2,2,2,3,0,2,2,3,2,0,0,0,3,3,0,2,0,5,3,4
chr14:96555847-96556413,5,3,0,0,6,2,7,4,0,0,2,4,0,0,0,2,0,4,4,4,4,5,3,0,4,5,3,0,5,3,0,3,3,2,0,7,5,3,3,5,5,8,2,6,2,0,4,4,2,0,0,5,4,4,0,6,4,4,3,4,3,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,3,0,2,0,0,0,0,0,0
chr4:145845956-145849561,4,3,6,0,2,3,2,3,5,0,4,0,2,0,3,0,4,2,0,0,2,2,6,2,2,6,6,4,0,4,5,3,4,0,0,2,10,3,0,2,4,4,5,7,3,0,3,0,8,0,0,0,3,0,4,3,6,3,2,0,6,0,0,0,5,2,3,3,3,3,0,0,3,7,0,0,2,4,3,3,0,0,2,0,2,4,0,4,6,2
chr13:50927407-50949505,14,9,4,5,10,26,21,6,20,6,21,13,10,7,5,14,15,7,14,15,7,8,26,9,9,7,8,10,8,16,10,9,8,8,10,25,22,10,16,12,21,12,13,26,14,10,5,5,10,7,6,7,16,8,20,11,11,12,15,10,14,4,13,7,3,10,3,3,9,6,11,0,6,12,3,7,5,5,6,7,4,4,11,4,14,0,5,10,3,7
chr19:47264603-47264946,8,9,3,2,7,0,10,7,4,5,10,9,3,5,6,2,5,5,4,8,0,4,4,5,6,11,4,7,10,12,8,6,2,4,3,3,5,3,6,8,9,10,5,7,8,5,4,3,9,5,2,4,4,0,4,10,6,10,6,5,6,5,3,5,0,5,4,5,5,2,6,3,0,3,2,0,2,2,3,3,0,2,0,7,8,12,6,5,4,2
chr12:82369387-82403130,10,8,3,6,7,10,17,3,7,3,6,0,6,4,5,11,3,3,8,5,6,2,5,8,5,8,9,2,8,5,2,4,8,3,11,5,5,6,8,6,11,6,4,16,5,8,4,6,4,8,4,0,5,2,4,6,7,5,4,0,0,2,2,3,2,2,0,3,5,3,2,0,2,3,0,0,3,3,4,2,0,5,0,0,0,0,0,3,0,4
chr8:99274198-99275254,2,4,2,0,0,3,2,4,0,4,5,0,0,2,0,7,0,4,2,0,2,2,0,0,3,0,2,0,2,2,0,0,4,2,4,0,0,4,0,3,0,0,0,4,0,0,0,0,0,2,0,4,0,0,2,4,3,0,0,3,0,0,0,4,3,3,2,3,2,0,4,0,0,6,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0
chr12:120782655-120791557,3,3,4,3,4,8,7,7,3,6,7,12,7,6,0,6,5,3,0,7,2,4,6,2,5,8,0,0,3,7,5,2,2,5,3,7,3,5,3,4,10,6,3,6,6,3,9,3,4,7,8,4,5,0,11,7,4,5,4,5,0,2,4,4,5,2,0,0,5,0,4,6,2,5,2,0,4,4,0,2,0,4,3,0,2,2,3,0,0,3
chr1:35358925-35361789,8,11,10,0,12,10,10,12,7,9,7,15,6,13,3,11,8,4,9,10,9,7,18,7,8,12,7,11,10,13,13,9,5,9,12,8,9,11,4,14,10,10,10,15,5,6,8,7,6,6,7,9,13,7,13,16,6,10,13,5,4,3,4,3,10,4,4,3,5,5,9,2,6,3,0,3,4,5,7,0,9,7,5,3,4,6,3,6,7,6
chr19:48913011-48913564,0,0,2,2,3,3,3,0,0,0,3,0,0,2,0,2,3,4,2,2,2,6,2,0,0,0,0,2,0,2,3,0,0,0,2,0,3,2,5,0,7,0,0,4,2,0,0,0,0,0,0,2,0,0,0,4,3,3,0,2,2,0,0,2,5,4,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,3,0,2,0,2,4,4,0,0
chr2:44502689-44505730,0,3,6,0,0,5,5,0,0,0,2,0,0,0,3,2,0,0,2,3,0,3,3,0,3,3,0,0,3,4,0,0,2,0,0,5,5,2,0,0,7,0,0,4,5,0,0,2,2,0,0,0,5,0,0,3,0,0,0,2,0,2,0,0,2,0,0,0,0,0,2,0,2,0,2,0,0,2,3,0,0,3,4,0,0,2,0,0,2,0
chr19:5653115-5654456,0,2,2,0,4,3,2,0,3,0,4,0,0,0,2,3,3,0,5,0,2,3,3,0,2,6,6,4,0,3,2,0,0,0,2,0,2,0,2,0,5,6,0,2,0,3,3,0,4,0,4,0,2,0,2,0,2,0,3,0,3,3,2,0,3,3,0,0,3,0,3,2,0,0,0,3,3,2,2,0,0,0,0,0,0,5,3,2,0,2
chr4:1900626-1939778,3,8,0,0,0,6,11,0,4,0,3,4,4,4,3,2,5,2,5,5,2,0,5,3,3,6,4,3,3,2,0,3,3,3,0,2,2,3,3,2,4,0,0,2,3,0,3,0,2,3,3,0,4,0,4,5,4,3,0,0,2,8,0,2,7,0,2,2,3,0,0,2,10,5,0,5,3,0,2,0,3,3,0,3,0,0,0,0,3,3
chr10:68459104-68470163,2,2,3,0,4,4,5,3,2,0,0,2,3,2,2,3,2,2,0,2,0,8,4,4,0,5,3,2,0,3,0,0,6,2,3,0,0,2,0,0,4,5,3,5,0,0,0,3,0,2,0,2,3,2,0,4,0,0,2,2,3,3,0,2,6,0,0,0,3,2,0,7,5,3,0,4,5,0,0,0,3,0,2,3,0,3,3,3,0,0
chr14:67685015-67690421,2,0,3,0,4,2,7,0,0,0,2,2,0,3,2,0,0,0,5,0,2,3,2,0,0,0,2,3,0,2,0,0,0,0,3,2,6,2,0,4,4,0,5,0,4,3,0,5,2,0,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,2,5,0,0,0,0,2,0,0,2,0,2,3,3,0
chr12:104927973-104931791,2,4,0,3,4,0,3,2,3,0,2,2,2,0,4,0,5,0,4,0,0,2,3,3,0,2,0,0,2,7,0,3,0,0,0,3,0,3,0,0,2,2,2,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chr14:75046376-75049718,5,11,3,3,9,16,16,6,9,6,7,8,11,3,12,6,9,2,12,5,6,3,7,5,8,9,10,7,10,9,5,2,2,6,10,16,7,3,7,4,18,8,11,10,4,10,4,4,7,10,6,4,6,5,13,11,4,6,10,11,11,6,2,4,7,8,4,2,9,9,8,12,3,16,4,7,4,3,6,8,0,11,6,9,2,14,5,24,9,8
chr20:35716740-35725155,9,5,6,4,4,9,9,9,8,0,6,10,10,8,0,5,0,8,8,9,0,3,4,5,0,14,6,9,11,6,8,8,8,6,4,11,7,5,14,9,4,7,13,6,5,5,11,3,6,8,5,7,13,7,10,13,5,6,10,8,5,3,4,5,7,6,0,5,4,11,8,13,4,4,0,0,7,0,7,7,2,3,7,0,7,0,7,10,8,0
chr8:130152736-130180880,4,0,3,2,3,5,15,7,2,0,4,5,10,7,9,5,5,6,7,6,4,6,4,3,9,7,4,5,5,5,6,4,0,0,6,5,6,4,6,7,9,6,9,11,2,3,4,3,4,3,6,5,0,3,6,8,11,12,14,0,5,2,5,2,6,7,2,2,5,3,9,0,0,3,0,4,8,0,6,3,0,6,5,0,2,7,0,4,4,5
chr3:53290791-53292827,0,2,4,0,3,3,4,0,2,0,0,4,2,0,0,3,2,2,3,3,4,2,4,0,0,0,0,3,3,0,0,3,0,0,0,3,2,0,0,2,0,0,0,0,3,0,3,0,0,0,5,0,2,2,3,3,2,0,0,0,3,2,3,2,3,0,0,0,0,0,3,0,3,3,0,0,0,0,2,0,0,0,0,2,0,0,0,5,2,2
chr20:33619517-33629914,2,3,2,0,0,2,0,2,0,0,0,4,0,3,0,0,0,0,0,4,0,2,3,2,3,0,2,2,2,2,0,0,0,0,0,2,0,0,2,3,7,0,0,2,0,0,0,0,4,4,2,0,2,0,3,4,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,2,0,0,2,0,3,0,0,0
chr4:82871944-82875822,6,11,3,4,5,8,8,0,7,5,2,13,7,9,0,5,8,7,9,11,8,9,9,5,8,11,7,8,6,18,7,13,6,2,10,8,7,10,7,3,13,3,6,5,10,5,8,6,11,10,2,6,12,2,8,7,6,7,7,5,2,6,4,6,6,5,0,4,4,5,8,10,3,3,10,3,3,3,4,7,2,3,3,3,5,3,0,4,2,4
chr5:137952628-137954376,0,7,2,4,2,2,5,2,6,3,6,5,2,0,0,6,4,4,6,3,3,2,4,7,0,3,2,2,7,3,0,0,2,4,6,11,6,2,5,6,0,2,6,11,2,4,0,2,2,0,5,0,4,0,5,4,3,4,8,3,5,0,6,0,4,3,2,0,2,0,0,5,4,0,0,0,0,5,0,2,0,2,3,0,2,0,0,4,0,3
chr7:105073619-105078963,0,2,4,0,2,2,4,4,0,4,0,3,3,0,3,2,0,2,2,3,0,2,3,2,5,0,0,3,2,0,0,3,0,2,2,2,2,2,3,5,0,3,5,2,3,2,0,3,0,3,2,5,2,0,0,0,0,2,3,0,2,2,0,2,3,2,0,0,2,0,3,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
chr16:88018428-88038011,5,2,2,0,0,2,9,0,0,0,3,2,0,2,0,2,5,2,3,0,0,4,3,0,2,2,7,0,0,3,0,0,5,0,2,0,3,6,2,0,0,3,2,0,2,2,2,4,4,3,3,2,3,0,0,3,0,0,3,3,0,4,0,0,3,0,0,0,6,0,2,3,2,4,3,0,4,9,2,2,0,0,2,0,4,2,3,8,3,2
chr2:135748267-135772547,6,6,3,0,4,2,2,3,3,0,3,4,6,3,0,3,0,4,5,2,0,2,3,2,4,2,3,5,0,2,3,2,2,3,2,0,0,2,2,2,4,3,0,6,2,0,4,3,3,0,2,3,0,0,4,3,5,3,4,2,0,0,2,0,0,0,0,0,0,3,2,0,0,0,2,2,2,0,0,2,0,0,2,0,0,3,2,5,0,6
chr14:88416711-88437903,0,2,0,0,4,2,2,2,4,2,0,5,4,3,3,2,2,0,0,8,0,2,0,0,3,3,3,0,2,5,0,0,0,2,4,0,0,0,2,2,4,4,5,5,0,0,2,2,3,2,0,2,3,2,5,4,0,3,4,0,0,0,0,0,3,3,0,0,4,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,2
chr20:10556231-10560820,7,9,3,5,11,7,11,6,0,4,5,5,6,9,0,4,5,8,0,9,7,0,13,3,3,3,4,7,6,9,6,5,5,2,12,5,5,9,10,7,7,6,5,13,4,8,5,4,4,2,6,3,8,3,0,5,11,5,6,10,8,4,10,8,4,5,2,3,4,7,6,3,2,5,8,5,11,3,0,6,0,3,2,4,4,0,5,8,7,4
chr4:150735258-150808398,5,4,3,0,6,7,5,0,5,4,2,4,3,0,0,6,2,2,2,8,0,4,6,3,5,6,4,3,2,7,3,2,6,4,2,3,9,3,0,4,9,5,7,8,3,3,2,3,2,0,0,0,7,7,5,5,5,0,3,3,2,0,6,2,10,3,4,4,2,3,9,5,0,4,4,0,6,0,2,3,0,2,3,2,16,0,4,3,4,5
chr2:24556015-24584560,4,3,0,0,0,5,5,0,5,0,5,2,4,4,3,3,3,4,3,6,2,0,5,2,4,4,7,4,5,3,4,2,0,2,2,5,2,0,3,2,5,4,3,13,4,2,0,0,2,2,6,0,5,6,2,9,3,5,2,2,3,2,3,0,3,2,0,2,3,0,2,2,0,2,0,0,2,0,0,3,0,2,0,0,0,2,0,0,3,3
chr2:62979188-62996766,5,6,2,0,6,5,9,5,0,4,5,5,4,6,2,4,13,2,4,10,5,4,4,4,12,5,7,11,4,7,5,3,2,2,2,9,8,5,4,3,11,4,2,12,7,6,3,6,8,9,5,5,5,2,3,7,6,3,3,5,3,0,2,3,0,2,2,3,2,0,2,3,3,0,0,4,0,0,0,0,0,3,0,2,4,0,2,4,0,0
