ID,1032245.P,1039868.P,1042353.P,1042745.P,1043773.P,1045386.P,1045549.P,1046191.P,1046287.P,1046349.P,1046499.P,1047291.P,1047831.P,1047912.P,1048720.P,1049983.P,1050700.P,1051316.P,1054390.P,1056166.P,272577.P,451368.P,477022.P,515975.P,522638.P,548142.P,649867.P,685749.P,843725.P,99272.P,1032245.T,1039868.T,1042353.T,1042745.T,1043773.T,1045386.T,1045549.T,1046191.T,1046287.T,1046349.T,1046499.T,1047291.T,1047831.T,1047912.T,1048720.T,1049983.T,1050700.T,1051316.T,1054390.T,1056166.T,272577.T,451368.T,477022.T,515975.T,522638.T,548142.T,649867.T,685749.T,843725.T,99272.T
chr18:42027443-42049605,5,6,4,10,4,12,5,2,0,7,3,3,3,12,3,0,3,0,4,5,2,2,4,4,7,2,8,5,4,2,3,0,0,0,5,6,0,0,0,2,3,2,4,2,0,4,3,3,0,2,0,2,0,2,0,2,4,6,0,3
chr4:6994184-7001251,3,2,3,4,3,5,5,4,6,7,4,3,2,7,2,2,4,0,6,3,8,7,2,2,5,0,0,3,0,2,3,0,3,5,5,6,4,0,4,4,5,0,0,4,5,0,5,0,4,3,2,4,0,0,3,0,0,7,2,2
chr1:160323431-160332557,6,2,2,0,9,6,10,8,13,10,14,9,12,9,3,5,4,7,9,6,4,6,13,4,5,4,9,5,5,3,4,2,0,0,4,0,4,4,5,3,5,5,3,6,6,3,5,2,4,5,0,8,6,3,7,6,0,6,7,4
chr7:16258390-16278226,12,9,4,8,13,13,12,17,17,21,27,14,10,20,13,9,14,6,9,7,10,10,10,8,25,9,15,5,13,6,11,3,4,2,3,3,0,4,3,3,5,2,5,4,4,2,2,3,6,4,2,4,5,6,3,9,3,3,9,5
chr6:154773989-154795139,3,0,4,5,2,6,3,6,7,3,2,4,7,5,5,4,6,0,6,0,3,2,10,0,2,3,2,3,2,3,7,2,2,10,3,2,4,0,2,0,0,3,0,5,4,6,3,2,2,0,0,3,3,2,4,0,3,3,0,4
chr8:18867674-18872733,5,9,4,5,5,4,9,11,5,8,7,6,3,6,7,4,2,2,3,6,8,7,12,4,7,2,11,3,2,0,4,3,4,0,3,5,4,2,5,5,11,0,3,9,3,4,0,4,2,6,3,12,2,0,0,3,3,0,2,0
chr1:112653598-112659779,4,7,0,3,11,8,5,0,4,6,9,5,0,8,5,6,6,0,3,0,4,4,0,4,7,2,3,0,0,2,2,0,0,2,7,0,0,2,2,5,2,2,0,0,3,3,0,2,5,0,0,0,2,0,0,5,2,0,0,4
chr2:32607455-32611582,3,3,0,2,2,0,3,3,2,0,2,2,2,0,2,0,2,0,3,0,4,0,2,2,4,4,5,3,2,2,3,0,3,0,3,0,0,0,0,2,0,3,0,0,2,3,3,0,0,0,0,3,2,0,0,2,3,2,2,0
chr14:73147795-73148106,2,4,3,2,3,0,3,0,4,3,3,2,5,6,3,4,0,0,0,2,0,0,3,2,2,4,2,5,0,2,0,0,0,0,6,2,0,0,2,2,4,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,5,0,0,2
chr10:95381685-95410777,3,2,2,6,3,8,8,2,3,3,6,9,5,2,2,0,0,0,3,0,6,6,4,3,5,5,6,0,2,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
chr10:84417771-84425893,14,22,10,8,8,22,19,8,12,15,29,21,12,24,7,9,9,6,9,8,12,8,11,7,10,12,19,6,11,18,8,4,22,14,19,14,6,7,19,4,15,15,14,18,4,6,13,14,9,12,5,11,5,3,10,9,11,11,12,16
chr11:57491224-57491862,6,3,4,6,6,5,11,6,2,4,4,5,8,8,2,6,0,4,8,3,6,3,4,3,15,6,7,5,3,3,11,0,5,4,0,10,2,4,3,5,2,6,2,2,0,3,12,2,5,7,0,4,2,8,5,3,0,10,4,2
chr19:8455405-8463686,4,8,7,3,2,3,11,6,10,9,12,10,4,13,6,4,9,5,5,5,6,9,8,6,6,3,6,13,6,2,3,2,2,2,7,0,0,4,8,0,7,8,5,0,2,0,5,4,6,0,2,0,3,0,3,7,0,12,0,2
chr8:70213903-70216764,14,8,5,8,9,13,9,22,9,17,16,21,10,18,5,2,7,8,14,10,14,10,6,7,16,24,25,9,12,9,8,5,15,15,14,8,0,4,0,6,10,5,6,15,3,3,5,4,13,12,3,4,5,7,6,11,3,9,11,7
chr19:40583398-40583717,0,0,0,0,2,5,4,8,2,3,4,11,4,6,3,3,2,2,3,0,0,2,4,2,6,3,6,3,4,0,0,0,0,2,3,0,0,0,3,0,2,4,0,2,0,0,2,0,0,0,0,3,2,0,0,3,4,3,2,0
chr2:226864604-226914351,13,11,7,12,14,21,15,10,18,8,14,13,13,16,8,8,9,6,15,14,8,8,9,8,11,8,13,13,11,7,4,6,6,0,16,6,3,3,10,3,14,3,2,8,7,2,5,7,7,5,3,6,6,5,4,12,3,13,7,8
chr1:15937163-15938006,7,2,0,2,2,4,5,0,0,3,8,2,2,5,2,4,3,2,2,4,2,4,4,0,9,7,5,3,2,0,4,0,3,0,2,2,0,0,3,0,3,0,0,2,2,0,2,0,0,2,2,3,0,0,0,2,2,11,2,0
chr15:101235082-101235577,0,0,4,6,5,5,3,3,3,0,2,4,0,8,2,4,4,0,4,0,8,4,3,0,3,7,7,9,6,3,5,0,0,10,0,4,0,3,0,2,0,3,6,4,0,4,5,0,3,3,0,0,5,2,2,9,0,4,0,3
chr16:66730112-66732505,6,0,2,4,2,4,4,7,2,4,4,2,4,5,0,0,4,2,4,3,2,0,4,2,0,0,4,0,2,0,0,2,0,2,0,2,0,0,2,2,0,0,3,5,2,0,3,2,0,0,0,2,0,0,0,2,0,6,0,0
chr5:109713520-109716264,7,7,7,6,12,16,18,11,5,13,18,11,11,26,5,8,7,10,6,6,10,11,22,11,16,11,9,10,16,14,12,0,4,9,5,10,5,3,13,2,6,3,4,9,0,3,13,3,8,0,0,6,7,3,5,4,3,5,3,5
chr6:42592151-42594304,4,5,3,2,2,19,10,5,4,7,7,9,4,6,6,6,4,5,11,5,15,0,6,5,14,9,2,2,4,3,11,3,0,0,5,12,4,3,0,2,8,0,0,4,3,2,6,0,2,2,8,3,2,2,5,7,0,4,5,3
chr6:100798713-100805880,2,2,0,3,4,3,3,2,3,0,3,0,3,5,0,2,3,0,0,0,5,0,3,0,2,6,2,3,2,5,2,3,0,7,2,0,0,2,0,3,2,0,2,5,0,0,4,2,4,2,0,5,0,0,2,0,0,4,2,2
chr19:23831597-23833521,4,10,16,20,9,10,21,13,11,17,10,12,27,5,16,5,12,6,13,11,15,6,19,15,23,7,11,3,12,16,8,0,0,2,17,3,2,9,2,0,6,8,0,0,3,2,0,0,10,0,14,15,0,15,0,0,0,25,8,6
chr22:41125864-41140257,4,3,0,0,4,6,2,3,2,3,11,5,3,7,5,3,0,2,4,3,6,4,2,4,6,2,10,2,4,0,0,0,0,4,0,0,5,0,2,0,2,3,0,4,0,3,0,4,3,0,0,5,6,2,2,2,3,4,3,3
chr10:96944113-96952196,4,5,5,2,3,5,5,4,0,5,7,4,4,5,3,0,3,4,4,0,2,5,4,0,3,4,0,4,4,5,2,0,5,4,2,3,0,2,2,6,4,2,0,5,0,0,4,0,0,3,0,4,2,0,0,0,2,2,0,2
chr3:61622463-61623555,2,0,0,0,0,4,3,4,0,3,6,8,3,7,0,0,3,5,2,0,2,0,5,2,2,7,3,2,2,3,2,0,0,0,17,6,4,4,4,2,8,4,7,13,0,5,6,0,2,0,3,3,4,0,3,2,0,3,3,2
chr11:118786052-118786518,9,3,3,6,5,7,4,5,11,4,12,7,5,15,2,5,4,8,10,5,8,13,15,0,8,5,10,11,8,7,4,3,2,4,4,4,2,5,9,2,6,8,3,5,4,3,4,7,4,5,2,7,6,0,2,3,2,9,9,3
chr7:83134250-83135656,2,0,3,3,0,2,6,3,3,5,8,4,3,0,4,0,2,0,4,2,0,0,2,0,0,7,3,0,3,0,5,0,3,0,5,7,0,4,0,3,0,5,2,0,0,0,10,2,5,2,0,2,0,0,2,0,3,4,0,0
chr5:151790323-151791062,0,0,0,2,0,5,2,5,0,9,8,3,0,3,2,6,2,3,3,4,0,0,3,2,5,3,2,5,4,5,3,0,0,4,6,2,2,0,2,3,2,3,0,6,0,2,0,2,3,2,0,3,3,0,0,3,0,2,2,2
chr10:68487144-68493570,7,3,0,0,4,8,8,4,4,8,6,8,7,8,0,4,3,3,4,0,2,0,10,4,6,3,2,6,10,3,4,0,7,2,2,3,0,3,3,0,2,7,3,3,4,3,2,0,3,0,0,0,3,0,6,0,5,6,0,0
chr9:37126312-37147445,12,7,6,9,10,23,11,12,14,13,22,18,10,23,8,18,8,4,11,11,10,4,15,7,8,9,15,16,11,6,5,2,9,3,7,8,4,5,4,0,8,0,5,6,5,0,5,4,5,10,3,5,9,7,0,7,2,5,4,8
chr1:155853276-155853806,7,16,14,5,11,17,13,12,14,13,16,18,13,19,4,9,7,6,10,9,9,7,18,10,19,9,12,20,5,2,6,9,10,13,5,4,5,3,4,4,7,16,9,8,7,3,7,5,8,10,7,9,8,7,6,6,7,7,4,8
chr9:83679775-83686155,2,5,6,7,8,11,8,2,2,11,6,7,9,11,2,3,8,3,7,6,4,8,7,5,8,9,4,11,4,2,3,3,11,5,2,5,0,2,5,0,3,4,3,3,7,0,6,2,0,4,2,3,4,2,0,2,7,7,4,2
chr2:47373463-47374048,13,4,2,4,0,2,4,10,8,6,4,11,5,5,4,5,4,6,8,4,2,0,3,5,5,5,13,4,0,5,2,0,5,4,3,3,4,4,4,5,10,8,4,14,2,0,20,4,8,2,0,8,5,2,8,7,4,10,3,5
chr16:29833733-29834066,2,0,4,7,5,5,5,4,6,2,6,4,4,6,0,5,2,2,3,0,5,4,3,4,4,2,4,2,5,3,15,0,4,0,4,0,2,3,5,0,2,3,0,0,2,2,2,0,2,8,2,3,0,5,11,13,2,9,4,3
chr4:153292982-153296036,2,2,2,6,3,4,3,3,2,2,4,4,2,0,3,0,2,3,3,0,2,0,6,0,2,0,3,0,2,4,4,0,0,2,4,2,0,0,0,0,0,0,2,3,0,0,2,0,3,3,3,5,0,2,5,2,2,0,4,4
chr10:31373018-31461237,2,2,2,0,2,6,3,0,0,0,0,0,6,4,0,2,2,3,0,3,8,0,2,3,6,3,0,5,7,5,5,0,0,0,2,3,0,2,7,0,4,0,0,0,3,0,5,0,0,0,3,3,0,0,3,4,0,5,4,3
chr4:147857553-147881932,9,0,3,2,5,8,9,5,7,11,8,8,10,8,0,2,4,3,3,5,8,9,6,3,11,5,5,5,5,3,0,2,0,2,0,2,0,4,3,0,3,0,0,4,2,0,0,0,2,0,0,0,2,0,0,0,0,3,4,0
chr15:98707562-98708107,5,0,4,6,3,5,0,6,5,4,6,4,5,5,4,0,4,6,3,0,5,0,2,5,3,3,9,0,7,2,10,0,2,3,2,9,2,2,9,6,5,15,5,13,3,2,6,0,0,3,0,0,0,0,4,3,3,7,4,2
chr17:12054889-12113360,0,0,4,0,6,29,0,2,3,5,4,0,4,0,4,0,3,2,0,5,0,4,0,0,6,6,6,0,0,0,0,0,3,0,3,4,0,0,0,0,3,2,3,4,2,0,3,0,3,0,0,5,0,0,3,0,0,3,4,3
chr2:88801099-88804880,11,16,16,16,28,29,28,18,20,25,28,40,38,30,16,12,20,12,12,22,14,10,22,15,36,37,47,37,27,34,7,6,8,6,4,6,2,5,13,5,7,2,0,10,3,2,3,2,5,17,0,3,11,0,0,10,8,8,3,6
chr10:72708283-72715902,0,6,5,4,3,6,6,6,4,2,6,5,4,4,6,4,0,2,4,0,3,2,5,4,3,10,11,8,3,3,0,3,0,0,0,0,0,3,0,0,4,0,5,0,0,7,0,0,3,4,2,6,0,0,2,0,2,3,2,4
chr1:42773563-42775479,0,5,0,3,4,3,0,5,4,3,3,5,4,3,5,0,0,0,2,0,6,3,6,0,3,0,3,0,2,0,6,2,3,3,3,0,0,0,4,2,2,0,0,0,2,0,5,0,0,2,0,3,4,0,0,0,0,0,3,2
chr12:120782655-120791557,5,2,2,5,3,7,3,5,3,4,10,6,3,6,6,3,9,3,4,7,8,4,5,0,11,7,4,5,4,5,0,2,4,4,5,2,0,0,5,0,4,6,2,5,2,0,4,4,0,2,0,4,3,0,2,2,3,0,0,3
chr9:135881633-135883078,15,24,24,24,36,34,47,29,31,28,46,30,22,44,24,26,19,28,24,31,27,17,37,28,30,42,37,29,27,17,60,26,30,38,26,69,37,70,65,44,79,34,31,89,38,52,96,22,33,48,21,33,37,27,38,30,55,80,42,30
chr10:72715111-72715902,4,0,2,2,2,8,11,2,0,2,4,3,3,3,0,5,4,3,3,3,0,5,2,6,2,5,7,0,3,2,2,4,0,4,4,0,0,0,0,2,0,2,2,3,2,4,0,2,3,0,0,0,0,0,0,4,0,0,2,3
chr6:144487548-144493456,0,3,2,0,0,7,4,5,4,2,11,2,3,7,3,5,0,2,2,2,9,3,0,0,5,0,3,5,3,3,3,0,0,0,0,2,2,0,3,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,4,2,0,2,4
chr19:5047476-5082504,10,8,3,4,9,9,5,3,10,5,4,5,6,11,5,3,3,7,6,6,5,4,9,2,3,7,6,10,4,4,10,9,3,3,7,4,6,7,7,7,6,2,6,4,0,5,3,8,2,3,3,6,5,4,9,4,6,4,5,3
chr12:82369387-82456820,4,5,3,3,6,4,3,0,0,5,4,3,3,6,2,6,3,0,3,0,6,2,0,3,2,5,4,4,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,2,0,2,2,0
chr6:57193842-57210445,5,2,2,0,0,5,2,4,3,10,10,0,3,4,0,0,2,3,3,0,6,5,8,3,10,3,3,3,4,5,7,0,0,0,3,0,0,3,7,2,2,2,3,0,0,0,5,0,0,2,0,0,0,0,3,2,0,5,2,0
chr10:92531748-92537550,0,3,3,0,0,2,4,3,0,2,4,2,4,4,0,2,2,0,2,0,0,3,0,3,4,2,4,2,0,5,0,3,2,2,0,0,2,0,0,0,3,3,2,2,0,0,3,0,0,0,0,2,0,0,2,0,0,2,0,3
chr4:38790070-38791231,0,0,5,6,6,10,5,0,8,4,8,5,5,16,2,4,0,0,0,0,4,0,7,3,0,2,4,0,4,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,3,2
chr12:6510279-6510532,7,5,0,5,0,6,3,6,0,4,17,2,7,8,2,3,6,2,4,5,2,4,2,0,3,0,2,3,0,4,4,0,0,5,2,3,0,3,4,0,7,0,0,4,0,0,3,5,3,3,0,4,0,3,2,0,6,0,5,4
chr14:32090502-32117287,6,9,7,5,9,16,13,11,9,15,25,10,10,16,2,12,5,6,11,6,11,8,14,7,18,5,17,7,4,16,21,3,26,12,22,24,19,15,8,15,20,12,31,35,8,9,22,22,11,16,7,18,11,4,13,8,7,19,7,26
chr4:105424196-105456745,9,12,3,0,7,16,13,8,3,4,22,13,13,13,8,3,9,4,7,4,6,4,17,6,10,9,13,5,14,3,5,2,8,5,4,2,4,2,2,6,7,2,4,7,4,5,4,0,7,7,4,5,2,3,4,4,3,8,4,9
chr3:197866112-197871462,3,0,0,0,2,7,6,0,3,3,3,4,5,0,2,0,3,3,7,2,3,4,7,0,3,5,4,3,2,0,4,0,0,0,2,0,0,0,0,2,0,2,0,0,2,0,3,0,0,0,2,3,0,0,0,0,0,2,0,2
chr2:214767482-214797117,5,0,4,0,0,7,4,5,5,6,8,5,3,9,3,4,0,5,4,4,4,6,3,3,6,3,5,2,4,2,5,3,5,5,6,4,2,2,3,6,3,0,3,6,3,5,17,2,2,0,0,0,3,0,5,0,3,9,5,0
chr1:247157000-247159813,4,10,2,0,5,3,2,4,5,2,6,2,3,7,0,5,2,3,4,2,7,3,6,0,3,5,4,5,0,4,3,3,2,8,2,2,0,0,0,6,4,9,0,6,4,2,3,3,2,3,0,4,4,0,5,2,3,2,0,0
chr17:77402059-77402703,2,0,0,3,8,4,2,6,0,4,8,2,5,0,0,2,7,0,0,5,2,2,3,3,7,4,2,5,2,0,12,3,0,4,5,4,0,3,0,3,6,4,7,0,3,0,4,5,3,3,0,0,5,0,3,7,0,4,3,2
chr4:148152469-148154901,5,0,3,2,0,6,0,6,3,3,4,0,3,4,2,2,3,0,4,0,3,0,0,2,6,3,0,2,3,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
chr14:96555847-96556413,0,3,3,2,0,7,5,3,3,5,5,8,2,6,2,0,4,4,2,0,0,5,4,4,0,6,4,4,3,4,3,0,4,0,0,4,0,0,0,0,0,0,2,0,0,0,3,0,3,0,0,3,0,2,0,0,0,0,0,0
chr8:18799295-18804898,0,13,21,0,9,17,35,15,21,23,30,15,21,46,22,17,12,17,13,10,32,27,39,14,0,15,20,16,15,20,0,3,7,0,18,11,0,10,20,4,17,8,9,27,8,13,8,15,12,9,9,26,7,6,0,10,9,10,5,14
chr20:38057532-38066256,0,4,4,6,6,6,3,0,4,3,8,4,2,6,5,6,4,4,7,6,2,3,3,2,9,5,7,2,2,2,3,2,5,8,9,15,4,6,3,13,12,6,3,12,6,3,16,0,15,0,3,3,4,2,4,5,8,9,2,4
chr5:108348399-108367953,2,4,3,3,6,3,5,0,5,3,2,2,3,5,0,5,5,3,5,3,0,2,4,3,2,2,3,3,0,5,2,2,0,2,5,0,3,0,4,2,3,0,0,7,2,4,2,3,2,0,2,0,0,2,0,2,3,8,6,0
chr7:35667434-35673278,8,16,3,9,10,11,17,10,6,11,20,8,14,14,3,5,5,11,10,6,8,6,14,4,10,10,19,13,13,6,10,0,10,9,8,6,4,12,8,3,4,4,7,2,6,5,8,7,5,6,8,3,6,0,5,5,3,2,5,4
chr14:61721509-61721823,0,6,2,2,0,4,5,2,2,0,4,3,3,5,0,0,0,0,3,0,6,4,2,0,3,3,5,2,6,3,0,4,0,4,2,0,2,0,4,0,2,4,0,0,0,2,3,0,2,3,0,2,2,0,0,0,0,2,0,3
chrX:44524002-44527365,5,3,7,3,2,11,8,10,0,7,7,5,4,9,0,5,8,0,5,3,2,5,8,6,4,3,0,3,4,4,3,2,9,9,2,7,3,2,5,0,0,10,7,10,2,3,11,3,2,2,2,5,8,3,0,6,0,4,10,6
chr2:99186177-99195756,3,5,0,3,3,3,2,2,9,12,6,3,6,6,0,0,2,0,5,5,4,2,4,0,7,0,8,2,2,3,3,2,2,0,0,2,3,0,2,3,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0
chr11:120473050-120477526,4,2,4,2,5,0,6,0,0,3,3,0,3,3,0,0,2,0,4,6,0,0,2,2,5,5,0,0,3,5,3,0,0,0,0,0,2,0,3,3,0,3,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0
chr10:110124017-110130486,4,6,3,4,7,8,10,2,9,4,6,8,5,11,2,5,2,3,9,0,3,5,4,5,0,2,11,4,4,6,2,2,3,0,2,2,3,0,3,3,3,6,0,13,4,0,0,2,0,0,0,2,9,6,8,0,3,12,2,3
chr1:15717893-15721388,11,9,7,18,14,11,9,9,8,9,19,7,7,15,7,11,6,5,3,8,9,7,14,2,7,14,2,12,2,9,12,6,4,4,11,6,4,2,8,4,7,5,2,4,4,0,5,2,5,3,0,7,3,5,0,4,8,2,5,5
chr2:172558708-172596023,6,4,0,3,3,2,3,0,2,3,3,4,0,2,0,0,3,0,0,3,4,0,3,0,2,2,5,12,3,0,0,6,3,5,4,0,0,2,5,0,0,0,0,4,0,0,0,0,0,8,0,0,9,2,0,4,3,2,7,0
chr10:48401612-48410168,5,5,4,2,10,15,6,4,9,12,15,5,10,18,10,7,7,3,6,4,5,6,11,12,9,3,10,4,7,13,4,0,0,5,6,6,0,2,3,0,5,0,2,9,2,0,3,0,0,0,0,0,0,2,0,0,0,3,4,3
chr6:87210451-87218731,7,5,7,7,11,14,15,3,3,12,16,5,9,12,9,6,7,5,7,10,12,9,11,11,16,3,10,11,12,7,9,5,5,8,4,4,0,9,4,4,12,12,9,7,3,8,11,3,8,4,3,7,9,9,7,4,3,14,10,5
chr16:1809238-1809833,2,2,3,2,3,7,2,2,3,0,7,7,2,3,0,0,2,4,4,2,7,2,4,0,6,5,4,2,3,4,4,2,0,0,2,7,0,4,0,0,3,3,0,0,0,2,2,4,3,2,0,0,0,6,3,6,0,4,5,3
chr5:137952628-137954376,0,0,2,4,6,11,6,2,5,6,0,2,6,11,2,4,0,2,2,0,5,0,4,0,5,4,3,4,8,3,5,0,6,0,4,3,2,0,2,0,0,5,4,0,0,0,0,5,0,2,0,2,3,0,2,0,0,4,0,3
chr6:136694140-136698682,2,7,6,3,3,12,7,6,7,6,12,6,0,11,4,8,7,4,4,2,0,0,8,0,9,6,7,5,3,4,3,3,2,4,3,8,2,5,4,13,5,7,0,6,4,4,8,0,4,3,0,6,3,3,3,3,3,5,5,0
chr1:31915895-31919658,17,26,14,17,21,33,26,26,30,35,34,32,30,52,16,12,11,10,22,16,19,5,22,10,29,22,21,20,22,7,18,8,8,13,26,8,21,18,17,15,23,5,13,15,4,17,18,7,6,7,13,20,15,10,21,12,12,13,23,19
chr11:6941571-6955782,0,5,2,0,3,0,11,3,0,2,7,6,6,5,0,0,2,8,2,10,2,0,3,0,4,3,3,9,0,0,0,0,5,0,0,0,0,3,4,0,4,0,2,4,0,4,4,3,0,5,0,2,2,0,7,5,2,0,4,2
chr10:103622470-103661114,3,5,3,4,4,2,6,9,3,4,4,0,5,4,7,3,2,0,4,2,5,0,5,0,5,2,6,4,6,0,0,0,0,2,0,3,0,2,8,0,2,3,0,0,0,0,0,0,0,3,2,0,0,4,2,2,3,3,4,0
chr10:7243558-7285954,4,5,5,0,11,16,7,10,5,7,9,6,5,7,5,3,3,4,5,5,13,0,13,4,9,6,8,12,8,6,6,3,4,0,6,3,3,0,7,5,3,0,0,5,3,5,0,0,0,2,0,0,7,3,0,5,0,0,4,0
chr15:50300789-50309798,5,5,3,3,0,3,6,0,2,7,2,5,6,2,5,2,2,0,3,0,2,5,4,4,3,3,2,2,0,0,0,0,4,6,2,2,0,4,3,0,0,0,0,2,2,0,7,0,2,0,0,3,2,0,0,0,0,6,3,0
chr6:18236452-18258405,7,2,0,2,0,7,3,0,5,7,5,10,4,9,2,7,8,8,5,3,4,3,4,0,6,5,4,5,3,3,3,0,2,2,5,9,0,3,3,2,4,7,5,9,3,0,15,5,2,5,2,7,3,0,6,10,10,0,3,4
chr14:103778745-103797518,6,7,7,7,7,8,9,9,4,8,11,8,8,7,9,6,9,7,10,5,6,4,8,11,9,17,10,6,10,5,8,7,6,12,14,0,8,3,4,7,3,5,7,5,3,8,8,9,10,7,3,0,6,3,0,5,3,4,5,4
chr4:78826037-78851056,5,2,7,4,6,12,8,6,2,6,10,5,4,9,8,6,3,3,6,7,0,3,6,9,8,6,5,3,5,8,5,8,2,2,2,0,0,0,0,0,0,5,0,3,4,0,4,2,3,2,0,5,0,6,0,0,0,2,0,2
chr6:149378018-149379518,2,5,4,0,3,5,0,2,3,2,5,0,0,4,0,3,0,0,4,0,4,0,8,0,4,3,4,0,3,2,5,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,2,2,3,3,0,6,0,0
chr11:34957384-34978182,7,12,5,5,3,6,11,8,8,8,13,6,7,10,5,6,8,10,5,9,6,5,6,11,13,3,7,3,8,7,6,10,4,9,4,9,0,3,5,2,3,7,9,14,7,4,4,4,3,4,8,5,4,0,9,2,3,9,8,3
chr19:45263113-45263367,6,4,2,4,4,7,8,5,5,5,7,9,4,13,4,7,0,3,7,5,11,7,4,0,5,6,3,8,7,4,8,5,4,5,5,3,2,2,9,3,4,5,2,2,0,3,4,6,4,3,0,5,0,2,3,14,5,8,5,5
chr5:79439010-79457018,0,4,2,3,2,7,0,2,5,0,7,3,3,4,2,0,3,6,2,0,3,3,3,2,2,2,4,0,3,2,8,0,4,2,8,5,0,3,7,0,5,0,0,6,0,2,0,2,3,0,0,0,0,0,0,4,0,6,8,4
chr3:129827803-129832826,0,3,2,3,2,0,6,5,6,3,7,2,2,4,2,2,3,2,5,3,5,0,5,0,4,2,11,3,2,3,6,3,3,4,0,3,0,9,3,3,6,6,8,3,0,2,7,2,6,0,2,2,4,2,2,7,7,8,6,3
chr1:233198939-233208689,0,2,0,0,0,2,4,3,3,0,2,0,0,7,2,0,2,4,4,0,0,2,4,0,0,2,3,4,0,0,2,2,2,2,0,3,0,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,2,0,0,3,0,3,0,2
chr17:67945409-67975958,48,27,29,25,30,55,0,40,37,33,75,60,53,50,33,36,47,29,58,45,38,34,61,16,51,43,43,49,45,33,26,12,29,19,30,37,13,20,35,18,57,22,18,8,25,6,49,21,34,21,15,27,49,15,28,17,20,52,46,29
chr20:63775678-63790790,2,9,2,4,6,4,6,5,6,8,5,5,5,8,6,25,2,4,12,5,10,3,5,4,41,41,9,3,4,4,6,3,4,4,6,6,6,3,14,2,6,0,3,2,3,8,9,2,9,4,7,6,5,3,14,13,5,10,6,2
chr2:45546732-45553730,2,4,2,0,6,7,4,6,3,5,9,7,5,6,5,6,4,0,2,0,10,5,9,3,4,3,7,8,6,7,5,0,9,11,4,11,4,8,7,0,6,6,4,7,6,2,5,0,0,2,0,3,8,0,3,8,3,5,3,4
chr19:18537601-18538436,11,16,12,11,7,17,13,22,15,14,27,16,11,18,5,7,13,15,11,12,10,13,17,5,13,8,14,11,9,9,13,0,5,9,19,11,5,8,14,11,26,4,16,9,12,8,9,0,9,6,3,8,11,3,11,10,10,12,12,0
chr4:87195324-87195690,32,33,34,23,28,32,61,33,26,44,35,40,42,61,22,25,22,13,27,20,40,29,38,25,46,39,32,29,24,32,16,6,12,13,33,29,8,17,21,10,11,15,18,21,10,8,11,6,16,21,25,16,15,15,20,16,6,25,13,14
chr1:236806144-236816543,0,0,8,3,4,9,6,2,5,0,5,5,9,6,3,4,3,6,2,3,0,3,10,0,9,10,0,5,8,14,6,2,4,2,2,10,3,2,0,5,0,6,3,6,0,2,5,4,3,2,6,0,2,0,3,8,0,5,4,6
chr8:140846260-140890769,6,7,6,4,4,11,8,3,7,12,10,10,15,11,3,5,2,4,8,5,8,8,9,4,11,6,6,5,8,5,11,0,14,16,9,15,8,4,5,11,8,12,0,12,4,6,11,2,9,2,4,2,5,0,11,4,0,8,15,9
chr1:28742403-28743986,4,2,3,0,3,2,2,5,0,0,3,0,0,4,5,3,0,2,5,0,3,2,7,5,0,0,2,2,3,0,4,7,0,3,3,3,2,2,5,2,0,0,6,5,3,4,0,3,5,0,0,5,0,7,0,3,0,3,4,2
chr6:5404542-5431172,2,3,0,3,0,4,4,4,0,3,8,4,3,4,4,0,0,0,4,4,0,2,2,2,3,0,0,4,2,0,0,0,3,4,2,6,2,2,3,0,0,3,0,3,3,0,0,0,5,3,0,2,2,0,3,0,4,0,4,2
chr16:53873786-53888951,13,17,10,8,8,14,12,14,6,15,22,22,11,32,10,11,6,8,13,7,14,17,13,11,13,15,18,17,22,18,15,3,17,5,5,13,2,5,7,5,7,7,7,10,4,4,8,2,7,10,2,3,5,3,7,7,5,8,10,4
chrX:10566888-10567603,6,3,0,0,2,3,0,2,2,3,3,2,5,0,0,0,4,3,3,4,5,2,3,2,5,2,3,0,3,0,0,0,2,3,0,3,3,2,7,0,2,2,0,8,3,4,3,0,2,3,0,0,2,2,0,3,0,0,0,0
chr1:113829592-113834439,14,23,19,6,16,30,26,29,21,23,37,26,25,48,16,22,15,12,19,17,17,21,37,21,29,14,27,10,23,13,6,7,12,0,13,7,2,3,12,12,4,6,0,8,9,4,4,2,10,5,0,5,12,6,5,9,10,20,4,8
