ID,CircRNACount-1032245-P,CircRNACount-1039868-P,CircRNACount-1042353-P,CircRNACount-1042745-P,CircRNACount-1043773-P,CircRNACount-1045386-P,CircRNACount-1045549-P,CircRNACount-1046191-P,CircRNACount-1046287-P,CircRNACount-1046349-P,CircRNACount-1046499-P,CircRNACount-1047291-P,CircRNACount-1047831-P,CircRNACount-1047912-P,CircRNACount-1048720-P,CircRNACount-1049983-P,CircRNACount-1050700-P,CircRNACount-1051316-P,CircRNACount-1054390-P,CircRNACount-1056166-P,CircRNACount-272577-P,CircRNACount-451368-P,CircRNACount-477022-P,CircRNACount-515975-P,CircRNACount-522638-P,CircRNACount-548142-P,CircRNACount-649867-P,CircRNACount-685749-P,CircRNACount-843725-P,CircRNACount-99272-P
chr14:49586741-49862825,7,4,0,5,1,5,7,4,2,4,8,6,5,13,8,4,3,10,12,9,12,2,0,3,2,7,5,12,2,2
chr12:28305649-28307749,2,7,7,3,2,4,5,4,7,8,10,3,6,11,2,6,9,3,2,5,4,5,8,2,11,2,4,6,5,5
chr9:85618983-85633374,1,4,2,4,3,4,2,5,2,7,7,2,2,4,0,3,2,2,5,2,0,3,3,2,1,4,3,3,1,1
chr7:100991668-100991820,7,4,1,2,5,0,0,1,5,10,11,3,1,3,7,0,4,1,7,1,2,2,0,2,5,13,2,0,11,0
chr4:169155480-169156679,2,2,3,2,3,5,0,6,0,4,12,0,9,8,1,2,2,0,3,2,3,4,1,2,1,1,5,1,4,1
chr13:100301460-100340259,1,2,1,4,1,4,3,3,3,2,3,3,4,4,2,3,4,2,1,1,3,1,6,1,0,1,0,1,1,2
chr4:30920153-30950215,2,1,0,1,1,4,3,4,4,0,3,1,2,0,2,0,0,1,2,1,2,0,1,0,2,0,2,2,4,4
KN538369.1:213260-213653,5,4,1,5,3,7,16,5,2,12,16,7,5,13,8,4,5,2,2,7,4,8,7,4,5,4,5,4,4,1
chr1:207076630-207076661,6,8,2,1,6,3,9,3,8,8,18,14,10,13,14,2,6,1,5,15,3,5,3,9,11,10,4,1,17,4
chr5:43675511-43677806,2,1,1,3,2,3,4,2,2,4,3,4,0,4,3,1,1,0,3,5,0,2,0,0,2,2,2,3,0,1
chr10:34269657-34284245,2,0,3,0,4,4,4,4,2,6,4,5,4,4,2,1,3,2,1,4,0,2,5,1,3,1,5,3,4,1
chr1:9931891-9934860,14,11,7,19,9,22,26,10,19,21,30,14,14,25,15,13,14,13,10,8,11,16,15,6,23,19,21,10,8,10
chr5:134741063-134744052,2,4,6,3,2,3,8,6,7,4,1,3,5,11,3,3,6,1,1,4,5,3,1,2,3,10,2,2,3,6
chrM:14136-14215,4,3,0,1,0,0,3,3,1,3,1,3,2,2,3,0,3,5,2,6,4,2,0,1,1,2,11,1,3,3
chr1:117402186-117420649,1,1,29,2,1,51,60,40,37,1,3,56,3,51,3,29,62,4,1,2,2,3,45,16,1,42,1,2,1,56
chr11:65504097-65504274,2,3,5,3,2,2,4,2,1,5,5,1,4,4,2,2,2,2,6,4,3,2,1,5,3,3,10,0,2,4
chr4:127669036-127687867,1,2,1,1,3,7,0,3,5,4,6,4,3,4,5,1,2,4,3,2,2,3,1,4,5,4,4,4,2,1
chr20:10556231-10560820,5,4,3,0,10,5,2,8,8,4,8,5,5,10,3,8,3,2,3,1,4,3,7,3,1,5,9,5,4,10
chr14:49586739-49586870,8,11,6,9,11,12,17,10,12,17,32,18,10,8,9,2,9,13,17,11,6,8,15,4,11,2,11,12,6,8
chr4:9005264-9536809,1,3,4,2,3,7,5,3,3,3,8,2,1,0,1,2,5,1,2,1,6,3,2,5,7,5,3,2,0,1
chr18:49363161-49379758,3,4,3,1,4,4,7,2,1,4,9,1,2,5,4,3,5,1,1,2,0,4,7,4,5,3,2,1,6,5
chr11:65500500-65500694,0,1,0,2,1,2,2,2,3,2,2,1,3,7,1,3,0,0,0,0,4,1,1,1,1,2,2,2,3,1
chr9:131436620-131439061,3,0,0,1,0,2,1,3,1,3,6,1,0,1,0,1,0,0,2,2,2,2,2,1,3,3,2,2,3,2
chr2:135748267-135761911,5,3,1,1,5,1,4,3,3,2,5,1,2,3,1,1,1,0,0,0,4,1,6,1,2,2,5,3,1,3
chr3:172251260-172307501,2,2,0,4,2,1,0,3,4,1,7,4,2,1,0,0,0,2,2,1,2,0,0,2,4,1,0,0,1,2
chr12:6967345-6967556,1,0,0,2,3,2,1,2,2,1,4,4,0,6,2,0,1,0,5,3,3,0,4,1,0,2,5,2,1,2
chr5:57246300-57249576,1,4,2,3,1,5,6,3,5,9,7,4,5,5,2,4,4,3,2,2,5,4,4,2,5,3,5,7,8,0
chr1:13715541-13749487,2,2,2,3,3,2,5,4,1,2,3,3,3,2,1,2,1,2,2,2,2,1,2,2,4,1,0,0,2,0
chr11:65500559-65500650,3,6,4,4,5,1,10,4,2,7,1,1,7,3,3,3,1,1,8,4,2,2,1,1,6,8,1,8,1,1
chr14:105741444-105769207,0,52,10,60,0,25,13,8,28,7,0,29,27,36,41,22,35,12,0,4,30,9,46,10,0,52,12,302,117,8
chr14:49586806-49862645,1,4,0,4,0,4,4,4,1,4,0,1,3,2,0,3,1,2,1,0,2,5,7,5,4,2,1,3,2,5
chr22:50372020-50394135,3,13,7,4,4,13,9,7,10,8,14,12,6,8,3,3,2,3,2,3,8,8,8,5,9,7,7,17,9,4
chr7:22976210-22984045,0,2,3,1,2,3,1,1,5,2,3,2,4,5,0,2,2,1,1,1,1,2,2,1,4,3,0,1,2,0
chr11:65499726-65499826,4,2,3,4,4,6,4,6,10,6,11,6,7,8,2,3,3,2,8,3,4,1,0,4,9,4,8,4,5,3
chr1:20770930-20773610,4,9,2,8,8,11,7,11,7,8,19,13,8,14,9,9,3,4,13,6,4,12,7,10,7,11,9,7,10,7
chr7:139715932-139717015,3,2,1,4,8,4,4,11,4,5,11,6,2,8,7,9,4,2,6,8,7,6,9,1,6,8,6,10,2,5
chr10:70152263-70161931,2,4,1,0,7,5,2,1,0,3,3,4,2,2,1,3,0,1,1,2,1,2,1,0,1,1,2,0,4,3
chr11:65499781-65499835,10,8,2,7,3,7,13,4,6,9,12,2,10,14,5,7,5,5,14,6,4,3,7,4,1,9,4,7,3,5
chr11:85974708-85983973,1,2,4,2,0,3,2,4,3,2,3,1,5,6,2,1,2,2,0,5,3,2,7,1,4,0,1,3,1,1
chr1:113829592-113834439,8,18,18,2,12,26,22,19,14,14,36,21,19,36,11,18,12,11,16,10,11,17,28,17,22,11,22,8,18,10
chr16:31722626-31723353,9,5,2,4,6,9,7,9,8,13,12,7,12,8,4,6,5,6,7,10,8,6,6,6,9,3,7,1,5,7
chr2:120127688-120175000,4,1,5,5,5,7,5,1,2,8,11,5,6,6,2,4,3,0,3,0,1,2,1,5,10,1,3,5,1,2
chr5:96713414-96713669,2,1,3,1,1,4,2,2,0,1,1,2,0,2,2,2,0,0,2,0,0,0,3,2,6,3,1,0,2,3
chr15:44328685-44338317,1,1,2,0,2,3,3,1,4,3,2,3,0,3,1,0,3,0,1,3,5,0,2,1,4,1,2,2,2,0
chr11:118581246-118584644,4,4,2,2,5,4,3,5,2,1,6,4,4,7,2,0,3,1,1,1,3,1,5,0,5,1,3,5,3,4
chr5:145764931-145826200,7,2,4,8,5,1,4,12,4,4,10,3,3,3,5,9,1,5,7,4,6,3,7,4,4,3,4,6,0,5
chr12:70278132-70319364,2,2,0,2,2,3,1,2,1,3,7,2,0,5,3,2,3,0,1,1,2,0,1,3,1,3,5,2,1,3
chr11:65500017-65500111,0,4,1,0,2,3,7,1,1,2,5,1,3,1,3,2,0,2,3,5,1,0,2,0,2,2,1,0,0,1
chr5:38990949-39021136,3,2,2,2,1,2,3,2,1,5,2,1,3,4,2,1,1,0,1,1,0,1,3,3,2,1,0,1,2,2
chr4:139889357-139890967,11,1,4,2,6,10,5,8,8,12,6,13,3,10,12,3,12,4,9,1,7,2,7,5,10,12,7,3,8,8
chr2:206127797-206130242,7,9,3,1,12,8,12,7,2,11,20,7,8,10,3,7,4,10,8,4,9,6,12,5,4,5,10,6,4,9
chr12:111552280-111555919,6,7,3,2,2,6,6,3,4,10,11,4,8,6,5,9,3,0,4,3,6,4,3,1,11,5,7,3,7,5
chr1:632618-632688,2,0,3,0,0,4,1,1,5,5,1,3,3,2,0,1,2,2,0,0,2,1,5,2,2,0,1,0,0,3
chr1:35470863-35479212,1,1,1,1,1,3,2,3,3,3,1,7,0,2,1,0,3,2,4,0,1,0,4,1,0,3,2,4,0,2
chr2:26263380-26277160,1,3,2,1,2,0,3,3,2,1,4,0,2,1,4,3,1,1,2,0,2,2,2,1,1,5,2,1,3,0
chrM:15433-15492,0,2,1,3,1,2,4,4,0,1,6,2,3,2,0,3,1,1,2,3,2,1,1,0,1,3,1,1,2,2
chr11:65500511-65500593,5,6,6,9,4,8,8,7,7,8,3,0,7,7,6,4,6,4,11,8,10,4,4,3,5,10,9,7,8,2
chr11:65501623-65501838,6,1,2,6,5,10,3,3,4,7,7,5,0,4,6,4,2,2,3,6,1,2,4,3,4,6,6,3,1,3
chr3:149895473-149921227,1,0,1,4,3,0,5,0,1,4,4,3,1,7,2,3,2,1,3,3,3,4,6,0,7,3,3,4,4,1
chr4:38790070-38791231,1,0,5,6,7,9,4,0,7,4,9,5,5,15,1,4,1,0,0,0,3,0,4,3,1,2,3,1,4,1
chr12:95208843-95211267,7,2,5,3,9,15,10,1,10,8,20,3,4,10,5,4,8,4,8,5,10,1,8,6,6,8,10,7,3,3
chr1:220006106-220007338,1,2,4,2,2,4,5,2,2,2,7,2,4,9,1,3,0,1,4,2,4,4,7,1,7,4,1,3,4,5
chr4:177353308-177360677,2,9,5,5,3,2,11,10,4,13,13,8,8,7,2,1,1,7,12,1,5,4,6,10,7,7,8,5,3,6
chr19:23831597-23833521,2,7,11,13,5,6,11,10,9,12,8,9,13,5,12,4,7,3,11,8,10,3,12,14,18,3,5,2,10,13
chr9:6420912-6434173,3,0,3,5,3,4,6,3,3,4,6,5,6,3,2,4,2,0,1,2,3,5,8,4,4,1,3,2,4,2
chr4:107682015-107694006,1,3,1,3,2,1,0,1,2,3,5,1,3,0,1,3,2,1,2,1,2,3,3,0,3,1,2,1,1,0
chr22:29978442-29998857,3,2,3,0,1,2,3,2,4,1,3,2,1,3,0,2,1,1,0,0,2,1,3,0,1,1,3,1,2,1
chr11:65499651-65499901,3,3,1,3,3,1,1,2,0,2,4,6,2,4,4,4,3,1,4,2,1,3,4,6,7,3,3,4,1,3
chrX:150592605-150619139,3,8,3,2,3,7,2,1,1,4,1,2,2,4,4,1,2,2,3,2,0,0,2,6,2,6,2,4,1,3
chr11:65505006-65505227,3,1,2,1,3,1,2,3,4,1,3,4,2,4,2,0,3,2,3,0,0,1,2,2,2,4,4,2,1,2
chrM:8966-9155,5,1,1,1,2,1,2,3,3,1,4,0,2,1,5,0,1,5,2,7,5,2,1,2,0,7,7,3,3,1
chr3:15411245-15415942,1,3,0,1,2,7,2,2,5,3,6,1,1,3,3,2,1,1,1,1,2,1,3,2,9,2,3,1,3,5
chr11:65499695-65499836,1,2,2,1,1,1,2,0,1,3,3,2,2,1,1,3,1,1,3,3,1,3,1,2,1,2,2,0,2,0
chr5:171183195-171205612,8,5,1,4,1,5,3,2,4,0,9,4,5,5,2,2,5,4,5,0,1,4,4,1,3,4,8,1,6,2
chrM:6583-6768,0,1,0,1,2,2,2,2,0,2,7,2,0,2,1,2,1,2,2,1,3,2,1,0,4,1,4,2,2,1
chr6:30650994-30651466,24,17,7,4,6,16,17,2,18,11,36,20,10,21,15,4,9,10,13,14,15,7,14,7,18,1,1,8,15,11
chr5:65567513-65572286,9,7,3,0,10,16,2,7,8,1,15,2,1,17,1,4,0,1,7,0,9,0,3,1,0,2,4,4,1,0
chr14:105741507-105769270,36,0,27,2,39,106,0,0,0,45,176,0,0,110,0,63,6,0,39,62,0,0,0,0,73,176,7,2,3,1
chr4:25333183-25333988,3,5,2,2,2,3,4,6,12,3,10,5,5,6,4,3,2,1,5,2,7,2,2,4,11,0,3,6,5,2
chr11:65500471-65500597,1,0,0,0,0,0,3,0,5,3,5,1,3,2,2,3,2,3,2,1,4,2,4,1,2,2,1,1,1,0
chr19:29985223-29986417,1,2,0,2,2,4,2,0,2,0,7,3,4,5,4,2,2,0,1,0,4,3,2,3,2,3,1,4,2,2
chr17:48112031-48113401,2,1,3,1,3,2,1,1,2,1,6,1,2,4,2,3,1,1,3,2,4,2,5,2,0,5,4,1,3,2
chr9:83679775-83686155,2,3,4,7,8,8,7,2,1,8,15,6,6,9,1,3,7,2,3,3,2,7,6,5,7,7,4,10,3,2
chr14:34586230-34609742,1,1,5,0,2,4,2,2,2,2,4,3,2,3,3,0,0,0,2,0,2,4,2,3,2,2,0,2,1,0
chr4:3086939-3107423,7,5,14,4,7,11,13,4,7,8,1,2,12,18,6,4,3,4,3,1,6,6,7,2,10,6,6,5,5,12
chrM:9064-9199,14,3,8,4,4,7,16,2,6,2,15,5,8,5,4,2,2,3,16,12,3,12,9,8,6,9,22,1,8,5
chr8:140347757-140360193,1,2,3,1,2,4,1,5,1,3,3,3,3,0,0,2,2,0,1,1,2,0,3,1,5,1,2,0,2,0
chr8:134812610-134813169,2,0,1,2,2,6,9,1,1,2,7,3,1,6,1,2,1,1,1,3,2,1,3,1,2,2,1,4,1,5
chr11:72984088-72989097,4,2,0,7,9,12,8,6,8,5,19,9,11,17,7,6,6,3,6,6,5,6,15,1,5,8,8,14,5,3
chr11:65499823-65499932,1,1,1,2,0,0,2,2,2,4,11,2,2,1,2,0,0,1,3,1,4,5,1,0,3,3,9,0,1,0
chr10:126970702-127061776,0,2,2,0,2,3,1,6,2,4,5,0,0,2,2,0,3,0,5,0,0,0,1,2,3,0,1,2,5,0
chr17:50736960-50741731,2,3,2,1,4,5,2,0,3,2,9,3,3,0,2,1,0,1,6,0,6,2,2,2,4,1,3,2,3,3
chr7:101000813-101004640,34,16,7,10,21,0,12,7,28,33,59,0,0,15,46,0,45,0,20,23,0,4,6,7,30,93,17,0,39,10
chr3:71015549-71053773,8,6,0,4,11,9,5,4,3,12,16,7,4,5,10,4,5,9,15,3,2,4,6,2,9,7,7,2,7,7
chr10:68644698-68647005,2,2,2,2,4,4,3,0,2,2,6,1,2,3,4,1,2,1,3,3,2,3,1,2,4,2,2,1,2,1
chr17:1079330-1100735,0,1,5,2,0,2,1,1,2,1,4,0,2,4,2,3,2,0,2,1,0,2,4,2,1,3,1,2,3,2
chr9:111574734-111586165,1,0,0,2,1,3,2,1,0,5,4,2,8,1,2,1,2,0,1,2,2,5,7,3,3,2,2,3,3,0
chr11:65500458-65500584,3,2,0,1,1,0,2,2,2,3,2,0,1,3,2,1,2,2,4,2,1,0,0,0,1,3,2,1,0,0
chrM:10571-10732,7,3,3,2,4,4,4,5,2,8,9,2,3,1,4,4,1,5,3,3,4,1,2,3,1,5,4,1,6,0
chr21:36247517-36251284,2,1,0,1,0,1,3,1,2,2,5,4,2,2,1,2,1,1,1,0,4,2,6,0,2,3,1,2,3,1
chr16:85633914-85634132,11,5,2,6,6,9,1,9,5,5,13,9,6,9,11,5,7,10,11,11,15,3,7,3,9,20,1,11,10,5
chr11:121045674-121060085,10,6,10,8,10,10,12,11,4,11,35,18,14,21,6,12,6,4,7,6,10,6,14,9,21,11,14,10,13,8
chr1:12275825-12278038,7,2,0,0,4,1,3,3,3,3,11,4,3,3,4,3,2,2,4,2,1,2,3,1,4,1,3,3,4,0
chr11:124647365-124648175,3,2,0,3,4,3,2,1,4,2,9,3,3,4,1,2,1,1,6,5,2,3,2,3,3,5,6,1,6,2
chrM:12580-12693,0,0,3,2,5,1,1,2,3,4,3,6,4,7,3,0,5,1,0,5,7,2,2,0,0,1,8,3,6,1
chr4:25847294-25847864,4,3,3,2,5,4,4,2,4,6,4,2,4,8,1,2,4,3,6,4,2,1,7,0,7,4,4,6,1,3
chr11:73707420-73718718,4,8,3,5,12,10,16,15,13,7,23,12,19,19,8,7,7,10,11,11,7,8,12,8,15,14,14,19,18,10
chr1:155676548-155679512,23,11,23,8,15,30,16,22,13,26,52,38,31,20,14,7,11,14,30,13,15,25,5,14,16,22,39,9,19,21
chr9:123757703-123879021,4,2,0,2,7,5,0,2,8,8,7,4,4,8,4,3,3,5,2,1,0,1,2,1,7,7,5,1,3,3
chr14:49853846-49862780,30,54,28,29,27,42,86,7,64,66,41,81,58,91,24,28,60,35,53,28,29,24,52,17,66,26,39,88,38,29
chr2:230878892-230879120,1,2,2,3,1,1,4,3,2,1,4,6,2,3,2,1,0,1,7,0,3,2,0,0,5,4,2,1,2,1
chr8:100709133-100713181,1,2,4,1,2,2,1,1,1,3,4,1,3,5,0,0,2,3,3,2,2,2,3,3,0,0,0,0,1,3
chr9:37126312-37127263,3,5,1,4,2,4,2,1,7,5,8,4,2,11,3,0,1,2,3,0,5,6,4,0,3,4,3,3,4,2
chr11:18291442-18292019,1,3,2,1,4,7,7,0,5,1,6,1,7,5,1,2,1,4,0,1,1,0,4,2,4,2,1,4,3,7
chr2:23823258-23823569,9,6,3,3,1,6,5,7,6,12,12,1,0,9,3,0,4,3,3,5,2,1,2,2,2,5,5,3,4,3
chr11:65500421-65500513,3,0,1,1,0,2,4,1,3,3,4,1,1,1,2,0,0,6,3,1,1,3,5,0,2,4,7,2,1,1
chr15:75411492-75413045,5,3,8,3,5,6,2,4,4,3,12,5,2,5,6,3,3,3,3,4,4,1,5,3,2,5,5,6,6,4
chr15:49235851-49239367,4,0,4,1,5,5,2,5,4,2,7,3,3,5,6,2,5,6,0,1,4,0,4,3,3,5,5,2,3,2
chr1:153614326-153614582,3,5,2,3,4,3,3,3,2,5,4,3,2,3,2,2,1,2,2,4,1,0,4,3,3,4,3,2,1,3
chr2:15488894-15511350,0,1,1,0,3,4,2,2,2,2,2,6,3,1,3,5,1,3,2,1,2,0,1,1,3,5,2,1,2,1
chr2:196912882-196923125,2,1,4,0,0,3,1,4,3,3,9,2,2,5,3,6,0,3,5,1,0,0,6,7,1,3,3,0,1,1
chr7:92294889-92327900,10,8,9,10,10,8,14,14,10,16,36,13,1,20,13,5,16,5,11,12,11,15,11,8,13,10,20,5,12,14
chr7:158759486-158764853,33,17,26,22,32,51,48,33,37,45,89,28,35,59,11,26,20,15,25,28,25,33,31,19,41,20,24,26,31,22
chr17:12054889-12113360,1,1,2,0,3,14,2,0,2,2,4,0,2,0,1,2,1,1,3,2,2,2,2,1,1,4,3,0,0,2
chr22:43039780-43046573,3,0,2,1,2,4,1,4,1,2,8,0,1,3,3,1,5,0,4,2,1,3,1,3,2,1,1,3,1,1
chr8:70213903-70216764,14,8,4,6,9,11,7,21,8,17,23,14,7,17,4,2,7,7,14,10,11,9,4,6,15,20,18,9,11,9
chr22:20933779-20934244,8,9,7,7,6,1,11,7,2,7,16,8,1,1,2,8,6,3,8,8,5,1,16,2,1,6,1,7,5,6
chr2:8939821-8958642,2,1,2,3,2,2,3,1,3,3,3,0,1,5,3,1,4,0,2,2,1,2,2,2,4,1,1,1,3,1
chr11:77619606-77625818,5,4,5,6,6,9,9,9,6,6,25,7,11,18,3,9,5,7,6,1,5,8,10,5,12,5,9,10,7,9
chr10:97436417-97437750,6,4,2,2,4,9,12,5,6,5,15,7,4,9,7,7,3,9,4,2,5,5,3,2,7,5,6,4,4,1
chr2:109564366-109593119,5,0,5,3,3,7,10,2,2,4,5,3,3,7,1,3,1,3,5,0,4,1,1,2,5,2,7,0,5,3
chr12:68650400-68654252,1,1,1,1,1,2,2,4,2,2,6,3,2,6,0,2,0,3,3,1,1,5,3,1,3,3,2,1,6,1
chr4:90308244-90313047,6,1,0,3,4,6,2,4,5,6,8,8,5,5,4,6,4,3,7,2,4,4,4,3,3,3,6,4,2,3
chr16:19616114-19647882,2,4,7,2,3,4,3,1,5,2,2,2,1,2,1,4,4,2,2,3,1,1,2,1,1,4,0,1,4,2
chr7:75188075-75189256,3,2,1,1,2,0,2,2,0,2,8,4,4,4,4,1,0,5,1,1,1,4,4,1,3,4,3,5,1,3
chr12:120557282-120557682,6,2,4,5,8,7,5,4,4,4,20,6,5,13,4,5,7,2,7,5,1,1,6,0,7,7,6,10,5,3
chr4:55411614-55417985,1,15,2,1,14,22,1,1,1,3,8,4,3,3,2,16,17,3,12,4,3,4,2,5,3,7,5,12,9,1
chr1:805799-810170,2,4,3,5,4,5,9,7,3,8,14,11,5,15,3,1,4,3,23,3,7,9,6,3,7,6,3,7,6,4
chr11:34957384-34978182,4,7,3,3,3,5,5,6,3,5,9,3,5,5,4,3,6,5,2,3,4,5,5,4,4,2,1,2,4,3
chr17:4066447-4072756,2,2,2,2,4,8,8,5,2,5,5,2,3,8,5,0,4,0,2,2,8,4,3,2,8,0,3,8,1,7
KI270936.1:104236-105141,3,1,4,2,7,4,2,2,5,4,12,7,2,5,4,3,5,2,10,2,7,7,12,5,6,7,6,2,5,2
chrM:11280-11499,24,17,7,18,14,12,26,27,8,11,44,15,17,17,14,16,19,12,23,15,16,21,14,5,11,27,21,10,22,12
chr12:89459638-89472275,2,0,2,1,2,7,6,6,1,4,7,2,1,3,0,4,2,1,0,0,0,1,2,6,0,2,2,1,3,0
chr14:71413948-71529370,2,5,1,4,4,5,4,2,7,2,8,3,8,7,1,4,1,4,3,4,2,2,6,4,5,3,5,3,11,2
chrM:10510-10603,2,1,2,2,2,0,3,1,4,2,4,3,0,2,3,1,2,2,2,0,2,2,0,0,1,3,0,0,0,0
chr10:50433476-50590247,2,5,1,0,6,1,1,1,3,5,3,2,4,1,1,2,0,1,3,0,1,3,4,0,2,3,4,1,2,2
chr5:109713520-109729513,7,9,1,8,16,34,12,6,14,22,1,2,2,2,11,1,14,2,1,12,16,1,1,12,22,1,1,14,4,9
chrM:5901-6057,7,9,0,2,3,4,1,9,4,6,11,9,4,0,0,2,1,9,9,0,9,9,3,6,8,9,14,3,7,4
KI270908.1:872960-874337,1,3,1,4,2,3,2,2,3,0,2,2,1,1,3,3,1,1,2,3,1,1,1,2,2,3,1,1,2,1
chrM:6483-6679,3,0,2,4,1,2,3,2,2,2,9,2,1,2,2,2,8,5,2,0,3,1,2,5,3,2,5,3,5,0
chrM:14758-14943,0,2,1,2,2,1,2,3,0,0,2,0,2,2,0,2,1,1,3,0,6,2,3,2,0,1,6,1,0,0
chr4:82871944-82875822,5,12,5,2,8,8,5,8,6,3,12,3,6,3,7,3,7,4,8,7,1,6,12,2,4,6,2,5,5,2
chr11:65499967-65500162,3,1,1,2,0,2,1,2,2,0,2,0,3,2,0,3,0,2,3,1,1,1,3,1,4,2,4,2,3,0
chr6:158583954-158589782,3,1,2,3,7,7,9,4,6,5,16,2,5,1,6,4,3,1,1,3,5,6,11,7,9,1,3,8,6,2
chr1:1815756-1839238,1,1,2,2,0,5,2,0,1,0,4,3,4,3,3,2,2,1,0,3,2,1,1,3,0,3,0,2,1,1
chr17:82900651-82911789,4,4,1,2,4,2,3,4,2,1,7,1,1,1,2,4,3,1,4,0,0,2,3,0,2,1,1,3,2,2
chr6:47503280-47554766,2,1,2,1,1,3,6,2,2,2,2,3,4,1,0,3,3,1,3,0,0,0,3,1,3,2,5,0,1,1
chr1:206928692-206928820,0,1,1,2,2,0,2,1,1,0,4,4,0,2,3,0,1,1,4,3,3,1,2,3,1,2,2,1,2,0
chrM:5602-5890,9,2,5,2,5,5,11,5,5,14,10,2,5,7,5,2,9,2,7,4,6,4,13,3,4,8,0,5,6,16
chr2:40428473-40430304,11,15,17,29,7,25,28,11,18,31,45,23,21,28,16,14,9,10,14,22,31,13,14,8,20,14,21,25,16,20
chr15:43400044-43401850,3,2,3,2,1,1,5,2,1,2,8,8,0,5,2,1,2,2,2,1,2,1,3,0,1,2,6,1,1,4
chr7:102757854-102761411,2,1,1,2,2,2,3,3,1,7,4,4,0,4,0,2,2,3,0,3,1,2,2,1,1,1,2,2,9,4
chr11:76463821-76472840,1,1,1,1,1,2,5,2,0,3,6,2,3,3,3,0,3,1,9,1,4,4,3,0,2,4,2,1,3,0
chr14:22926133-22927660,10,8,3,2,6,7,6,5,10,3,15,6,4,9,1,6,4,1,6,5,7,3,11,4,6,7,11,6,7,4
chr16:53155926-53157541,8,2,3,3,3,12,7,4,5,4,1,1,4,6,2,3,2,4,3,3,3,2,7,2,5,5,4,2,5,1
chr1:145839890-145842477,2,7,6,3,3,5,5,4,1,1,9,3,3,7,3,2,4,2,3,0,2,2,5,3,2,4,5,4,5,1
chr16:68266593-68266721,2,7,4,4,7,4,1,3,4,2,9,6,5,4,1,3,1,3,1,5,2,2,4,2,3,3,1,2,2,5
chr11:119273868-119274953,1,2,0,1,1,1,3,4,2,2,6,2,3,1,2,2,0,0,3,2,1,3,3,1,5,1,4,0,0,1
chr11:65500460-65500624,25,1,19,15,1,11,26,26,28,21,37,16,18,34,18,16,1,1,1,27,2,13,12,11,16,1,32,16,9,14
chrM:11534-11644,1,3,2,1,2,0,7,1,0,2,1,3,1,1,2,2,0,1,2,6,4,2,1,1,4,2,4,0,0,1
chr20:56381433-56386533,0,1,3,2,1,4,4,2,2,2,3,0,4,5,0,2,0,2,0,0,1,1,2,1,3,0,0,2,1,0
chr14:76166663-76195972,1,1,2,1,2,2,2,3,3,1,10,1,1,2,0,2,0,3,1,3,5,4,2,1,3,1,0,1,3,1
chr12:69589485-69592159,8,9,5,5,6,9,5,8,2,4,17,6,4,5,6,9,2,3,6,3,4,6,9,1,7,7,5,4,5,9
chr6:5404542-5431172,2,2,1,2,0,3,4,3,0,1,8,4,2,1,1,1,1,1,2,2,0,1,2,2,2,2,0,3,2,0
chr12:32598497-32611283,13,12,10,13,8,10,18,3,11,24,1,22,11,18,15,7,14,4,24,7,1,8,10,10,23,18,17,11,2,5
chr12:6510279-6510532,5,5,0,5,0,3,2,5,0,3,21,2,6,6,2,2,4,1,4,5,2,2,1,0,0,1,2,3,0,4
chr12:120782655-120791557,5,2,1,4,3,7,2,3,2,4,10,5,3,6,5,3,6,2,4,7,6,4,3,1,10,7,3,5,3,4
chr2:199308760-199328910,12,9,10,6,8,18,15,19,9,5,26,12,10,6,19,7,1,1,13,3,7,3,14,13,16,9,5,4,7,8
chr14:49586788-49862627,0,4,1,5,0,5,4,4,1,4,0,1,3,2,0,1,1,2,1,0,3,5,7,3,4,2,1,3,2,5
chr12:31442775-31447769,1,2,1,3,1,0,3,2,1,2,6,6,5,6,2,1,0,0,1,3,0,2,5,1,1,4,5,5,2,1
chr3:183643480-183651276,0,1,5,6,7,6,6,0,2,5,3,3,3,13,3,2,2,4,2,5,5,2,2,1,7,1,2,2,3,0
chr17:62033787-62035608,7,3,3,2,3,5,10,7,8,7,13,2,8,12,2,8,5,5,6,9,12,5,7,6,4,4,11,4,5,6
chr11:65501768-65501957,2,7,3,4,10,7,7,4,3,14,11,5,8,12,4,2,1,5,9,7,7,8,1,5,3,6,9,1,4,4
chr4:82878730-82881940,7,8,2,5,7,3,8,2,6,9,15,4,2,11,5,3,1,4,5,2,11,2,4,2,6,4,5,6,8,2
chr3:3137260-3144710,1,4,3,0,5,3,1,1,1,2,5,3,0,2,1,4,1,3,2,2,2,2,2,1,4,2,5,5,3,2
chr2:15488894-15534641,0,4,0,3,2,2,3,2,0,0,1,3,2,3,0,0,1,0,3,1,1,2,3,1,2,1,0,0,2,4
chr7:76517465-77007289,0,5,4,1,2,0,3,3,0,2,1,1,0,2,1,2,4,2,0,0,2,1,0,1,2,2,3,0,6,2
chr1:206928687-206928815,0,1,1,2,2,0,2,1,2,0,4,4,0,2,3,0,2,1,4,3,3,1,2,3,1,2,4,1,2,1
chr3:128806372-128807671,2,3,3,1,3,2,1,2,0,1,1,2,1,3,3,2,1,1,2,0,2,2,3,2,2,3,0,0,2,0
