ID,CircRNACount-1032245-T,CircRNACount-1039868-T,CircRNACount-1042353-T,CircRNACount-1042745-T,CircRNACount-1043773-T,CircRNACount-1045386-T,CircRNACount-1045549-T,CircRNACount-1046191-T,CircRNACount-1046287-T,CircRNACount-1046349-T,CircRNACount-1046499-T,CircRNACount-1047291-T,CircRNACount-1047831-T,CircRNACount-1047912-T,CircRNACount-1048720-T,CircRNACount-1049983-T,CircRNACount-1050700-T,CircRNACount-1051316-T,CircRNACount-1054390-T,CircRNACount-1056166-T,CircRNACount-272577-T,CircRNACount-451368-T,CircRNACount-477022-T,CircRNACount-515975-T,CircRNACount-522638-T,CircRNACount-548142-T,CircRNACount-649867-T,CircRNACount-685749-T,CircRNACount-843725-T,CircRNACount-99272-T
chr3:195688533-195689438,7,0,0,1,16,4,4,7,14,1,6,11,6,4,10,6,5,4,11,7,3,6,12,7,6,4,1,6,6,3
chrM:11872-12020,7,1,5,4,3,2,2,7,3,1,4,1,4,1,1,4,6,4,2,6,2,5,5,5,5,1,1,7,8,2
chr11:65504693-65504913,4,0,1,4,4,1,1,2,0,0,2,1,1,1,4,2,1,2,2,2,2,0,0,1,1,2,2,1,6,2
chr11:62638983-62639731,3,0,5,6,3,1,2,4,3,7,4,5,5,8,2,2,7,1,3,1,0,3,0,3,0,3,1,8,1,0
chr1:95143891-95173889,2,4,3,2,6,2,0,2,4,1,1,1,1,6,1,1,2,1,1,0,2,5,6,1,2,1,0,3,1,3
chr16:68266593-68275249,2,3,0,6,5,2,2,3,4,1,4,5,0,3,0,1,5,3,1,1,0,2,0,0,3,2,2,7,1,0
chr9:16727797-16738485,2,0,0,1,0,3,0,2,7,3,1,2,0,3,0,1,3,2,0,2,2,1,1,3,0,2,1,3,4,0
chr4:39913611-39925933,1,2,4,4,10,2,1,2,3,2,2,12,7,1,4,2,3,4,0,1,0,2,3,5,2,1,7,3,6,0
chrM:3814-4007,3,1,1,2,2,1,2,4,13,7,1,2,4,2,5,1,4,1,4,1,2,2,7,2,9,8,0,2,0,8
chr4:73090667-73092300,9,11,5,10,11,13,10,10,9,11,12,9,6,7,9,12,10,5,18,7,10,19,9,7,11,20,11,12,15,12
chr11:34071726-34076642,6,1,2,3,3,4,4,3,1,5,1,4,2,4,1,1,4,4,1,2,1,2,5,0,2,2,2,5,3,2
chr2:147896301-147899898,11,2,8,16,1,19,6,8,15,17,1,14,10,1,11,1,15,9,1,9,3,4,3,2,1,4,3,3,12,1
chr15:49235851-49292537,1,3,4,10,7,9,6,2,8,4,0,2,2,4,6,3,4,2,3,3,4,3,7,1,3,1,2,16,3,9
chrX:119871899-119872000,0,1,4,4,3,0,2,3,2,0,7,2,1,7,3,2,0,7,4,1,0,1,3,2,3,1,2,0,1,2
chr1:58506060-58539310,7,7,8,5,12,15,4,6,8,8,6,7,9,16,6,7,11,5,8,7,7,14,10,10,11,5,6,13,17,15
chr11:118786052-118786518,3,3,2,1,3,4,2,4,7,2,4,8,3,5,4,2,4,6,4,3,2,4,6,0,1,3,2,7,5,3
chr12:120782655-120784593,6,8,12,1,16,7,4,3,10,6,6,11,4,8,8,5,9,7,11,7,3,9,7,4,11,11,6,14,5,13
chr4:177353308-177353728,2,2,3,0,3,3,0,2,2,3,2,2,1,0,3,0,3,3,7,5,1,0,2,3,2,9,0,4,0,0
chr17:281768-327579,2,0,1,2,0,5,3,0,5,0,0,2,1,2,3,2,1,2,1,0,4,7,1,0,0,5,2,2,2,1
chr15:63532647-63563008,6,5,3,8,4,2,4,3,4,7,3,5,6,2,4,2,14,6,3,5,2,7,4,6,3,3,2,4,2,6
chr8:17743604-17755961,4,6,5,4,6,8,3,1,5,7,9,4,7,12,3,6,7,4,2,3,2,8,7,5,4,1,6,9,6,3
chrM:14907-15068,3,2,0,4,2,2,0,0,0,3,1,6,7,6,1,0,2,0,2,3,0,4,3,6,5,0,4,1,1,1
chr3:195959183-195960086,2,2,15,0,1,8,0,3,15,2,5,7,5,6,3,8,8,6,5,10,11,8,5,1,5,5,4,13,2,5
chr3:134175609-134195182,2,1,4,5,0,1,1,0,2,1,2,4,6,5,3,2,7,2,4,4,2,0,3,4,1,1,3,3,2,1
chr1:117402186-117414831,7,8,3,7,9,10,3,5,10,1,5,9,8,20,12,6,11,1,8,1,1,9,2,1,1,2,3,22,6,9
chr1:58506060-58536741,3,2,3,3,5,6,1,4,1,0,2,0,3,5,2,3,2,3,6,5,0,2,0,2,3,0,4,3,3,8
chrX:119871907-119872008,0,1,4,4,3,0,2,3,2,0,7,2,1,7,2,2,0,6,4,2,0,1,2,2,4,1,2,0,1,2
chr10:96544076-96576829,1,3,0,6,1,0,2,1,2,1,2,2,5,5,3,0,1,0,1,0,1,4,2,1,6,1,0,4,3,6
chr1:35358925-35361789,4,1,2,1,8,4,3,2,5,3,1,2,4,1,1,1,4,4,5,0,7,4,3,2,4,6,3,5,6,5
chr3:33684359-33696933,2,4,6,2,3,6,1,1,1,3,2,1,6,6,1,2,7,1,1,1,2,3,2,0,4,1,1,3,4,2
chr14:49586604-49862779,7,8,6,12,10,3,4,6,8,5,11,0,6,2,6,1,4,10,7,4,5,8,11,5,6,6,0,6,12,11
chr8:140846260-140890769,5,1,9,9,2,7,7,4,3,7,5,6,1,5,3,4,5,1,4,1,1,1,5,0,5,1,0,5,11,6
chr17:29684563-29703062,2,0,1,3,3,3,2,2,4,1,2,1,1,1,2,0,1,4,1,4,0,5,1,2,1,5,0,6,4,3
chrM:7690-7797,5,3,6,6,4,2,3,8,4,2,10,5,7,6,6,0,3,9,11,2,3,7,1,8,18,10,4,3,8,1
chr5:109713520-109729513,5,5,10,10,8,3,1,2,1,1,3,6,1,6,1,5,6,4,4,2,0,8,4,1,3,4,3,1,6,1
chr11:65499659-65499766,1,1,0,2,12,2,4,1,2,5,0,3,2,3,1,0,1,1,3,3,4,1,4,4,2,7,1,1,6,5
chrX:19965044-19970298,3,0,1,0,2,2,0,1,0,1,2,5,3,2,0,1,2,2,0,1,2,1,3,0,3,0,3,2,2,0
chr7:23611171-23611553,6,3,9,4,4,7,0,12,9,6,5,3,8,10,3,3,3,6,2,3,7,5,5,2,5,2,2,13,4,14
chr6:31269966-31354665,0,1,3,0,7,0,12,0,3,0,0,3,2,0,3,5,4,0,0,5,0,11,3,5,1,6,1,0,5,2
chrM:5901-6119,3,3,1,0,2,1,0,7,0,0,5,3,4,0,4,0,4,8,2,5,0,1,4,3,4,5,2,0,1,0
chr8:130358017-130361771,3,0,1,0,0,3,2,2,4,2,5,2,0,0,2,2,8,0,4,3,2,0,1,4,0,2,0,4,2,0
chr12:128814775-128815070,1,0,3,1,2,1,2,1,4,1,4,0,0,3,4,3,2,0,2,3,1,1,2,1,0,4,3,1,2,1
chr20:62139075-62140944,7,2,10,4,9,11,2,4,7,8,7,11,4,6,9,3,15,1,13,2,2,2,3,1,2,7,8,4,12,4
chr11:65501321-65501542,0,2,1,0,11,3,2,0,1,4,3,1,3,2,1,11,3,1,3,0,2,3,0,0,2,4,0,4,9,2
chr11:65430769-65437657,2,1,1,0,2,0,1,0,2,3,2,2,3,2,1,0,4,0,0,1,2,2,4,3,0,3,1,2,5,1
chr11:65502168-65502332,2,2,6,10,6,5,4,4,3,4,3,1,2,6,2,3,1,8,9,6,2,5,3,4,5,9,5,5,19,2
chr11:65499285-65499483,0,3,4,0,10,1,2,2,2,0,3,2,1,0,5,3,2,1,1,1,2,3,1,0,0,1,1,2,5,0
chr8:131940499-131946633,0,1,2,2,2,6,1,2,0,2,2,1,0,2,3,2,0,1,3,3,0,3,3,0,1,2,1,2,2,0
chr8:18765449-18804898,7,1,2,3,2,1,0,0,7,5,3,4,1,7,2,3,1,6,2,2,0,6,0,1,4,0,2,3,3,3
chr1:44308310-44339322,2,4,1,3,1,6,6,2,4,5,6,1,5,3,4,2,1,1,0,2,3,4,6,0,5,1,1,3,1,0
chr1:213077696-213117410,2,1,3,3,6,1,2,1,1,1,2,3,3,3,0,2,3,1,1,0,1,0,1,0,2,3,0,0,2,6
chr11:65499775-65499928,0,2,0,0,3,1,3,2,2,0,6,1,0,2,1,1,2,2,2,3,0,2,0,2,0,4,4,2,6,2
chr3:8935871-8941804,2,1,2,2,4,3,2,1,4,1,6,2,1,2,2,1,3,2,3,0,1,0,1,3,1,4,1,2,2,1
chr4:87046166-87047594,12,11,1,5,1,11,7,8,13,4,11,8,6,5,4,1,14,3,16,4,9,6,4,5,6,4,8,2,15,5
chr1:112653598-112659779,2,2,2,1,7,4,1,2,0,4,5,1,1,1,1,2,0,1,5,3,1,2,1,2,1,6,1,6,2,3
chr3:150544381-150545737,0,7,3,2,3,0,3,2,1,1,4,1,2,2,1,2,4,5,3,4,1,1,1,5,5,1,0,0,2,0
chr13:75560753-75569507,4,3,7,5,1,7,2,1,2,9,20,6,4,9,3,4,5,6,4,9,6,4,8,0,4,4,0,8,1,3
chrM:11203-11530,5,2,4,0,5,0,1,4,0,0,1,2,0,2,0,0,5,2,6,3,1,2,2,0,3,2,0,0,4,1
chr3:172247533-172251541,18,3,9,5,6,13,6,21,17,10,8,17,4,7,10,4,21,7,14,13,8,1,10,3,11,1,22,12,10,4
chr10:126970702-127000307,7,2,0,4,2,1,2,5,0,2,4,1,0,3,7,0,2,0,1,2,4,2,3,1,1,1,2,5,3,3
chr16:3850297-3851009,14,4,4,12,10,17,3,3,10,8,8,9,4,4,3,11,12,2,5,13,10,7,7,8,5,5,2,14,8,8
chr1:113829592-113834439,5,7,9,1,8,6,1,2,11,8,4,3,0,7,7,2,3,2,6,4,1,2,8,4,2,5,7,15,3,7
chr10:126970702-127257429,7,1,0,3,2,1,2,2,2,2,1,0,7,4,4,4,4,3,7,1,1,14,8,1,1,0,0,1,5,1
chr20:21365421-21368590,3,1,5,3,1,5,1,0,2,5,1,2,3,5,1,1,3,2,0,0,0,6,4,1,3,4,0,3,4,1
chrM:11869-12017,6,1,5,4,3,2,2,7,3,1,4,1,4,1,1,4,6,4,2,5,2,5,3,4,5,1,1,7,8,2
chr7:35667434-35673278,7,1,10,7,6,6,4,10,6,3,3,3,5,1,6,5,6,5,2,5,6,3,5,2,4,4,3,1,4,2
chr2:30525587-30533314,4,2,0,6,3,2,5,2,1,3,7,1,2,4,6,2,1,0,2,2,1,4,1,0,5,1,2,1,3,6
chr11:73707420-73720899,2,4,2,2,10,4,2,3,2,2,3,2,3,0,2,0,2,3,2,0,0,7,2,0,2,0,5,1,5,2
chr7:677229-711527,16,1,3,5,2,0,1,9,3,9,5,7,4,7,5,3,6,2,2,4,2,4,2,1,5,1,9,1,6,1
chr15:60442416-60445791,6,3,6,2,3,1,0,0,4,0,3,2,1,0,1,0,2,1,3,5,1,3,4,8,2,5,2,4,2,0
chr15:44717718-44718023,0,8,2,0,7,2,3,2,0,2,2,0,0,1,1,5,3,2,2,0,1,6,4,1,1,2,0,5,5,2
chr12:49097566-49098105,6,2,3,1,1,5,0,0,5,1,5,6,3,0,4,3,1,1,2,3,0,0,3,0,3,4,1,16,3,0
chr11:34957384-34978182,3,5,1,6,4,7,0,2,2,1,2,4,4,6,6,1,3,3,1,3,5,1,3,0,5,1,1,4,5,1
chr9:6880012-6893232,10,7,8,12,1,20,3,5,8,6,12,6,9,8,5,6,10,6,8,8,1,7,3,1,6,8,7,19,4,5
chr16:57164001-57173869,2,0,2,3,4,0,1,3,3,0,3,1,3,2,3,0,0,0,1,0,3,2,1,1,0,1,2,2,3,2
chr3:197865423-197875775,6,3,9,4,1,7,2,3,5,3,8,1,5,3,5,0,17,2,8,10,5,3,6,2,7,2,0,5,13,10
chr17:64821767-64822393,3,3,3,1,5,2,1,0,2,2,8,3,3,3,5,4,3,4,2,0,2,1,3,3,5,3,2,3,2,7
chr18:9524594-9525851,1,2,4,3,1,2,2,2,2,4,3,2,6,1,4,3,6,6,4,4,1,6,1,1,0,3,5,12,4,2
chr5:77046347-77048272,0,1,2,4,4,3,0,2,2,2,3,2,1,0,0,2,2,2,1,1,2,1,2,0,1,2,3,3,0,1
chr11:77619606-77625818,5,1,0,3,4,16,1,2,3,1,2,10,6,7,3,4,5,0,3,6,1,8,1,2,8,0,2,3,5,3
chr10:101792839-101810314,9,1,3,2,18,5,3,3,1,2,4,4,3,3,5,2,2,1,3,5,1,10,1,3,0,2,2,6,4,6
chr11:65501623-65501838,1,5,0,3,3,2,1,1,2,1,4,2,1,0,0,5,2,5,3,4,4,3,1,2,2,2,2,1,11,2
chr19:35116757-35116809,3,3,0,3,2,0,1,2,1,0,2,2,2,0,2,1,1,2,6,1,0,1,0,1,1,8,6,0,6,5
chr10:112415414-112416263,1,1,2,0,7,2,0,3,3,2,1,3,2,0,1,1,2,1,4,2,0,2,2,0,0,1,6,0,3,1
chr14:102194938-102209862,1,0,2,1,1,6,1,1,5,2,4,2,3,1,1,1,5,0,4,4,3,4,5,2,2,3,2,1,6,1
chr11:65500064-65500227,3,4,2,3,4,3,1,5,2,8,3,1,1,0,3,3,1,0,1,2,0,2,1,2,2,2,3,0,8,2
chr2:226906793-226914351,7,0,2,5,3,4,0,2,4,1,1,2,2,1,2,2,6,2,1,7,0,1,7,2,6,4,1,1,2,1
chr18:8718424-8720496,4,5,1,6,2,1,3,4,13,3,1,5,5,7,1,2,3,6,3,2,1,2,1,1,4,3,0,9,1,0
chr19:3660966-3662001,2,5,2,1,6,2,1,2,7,1,2,6,4,4,0,4,2,1,1,4,1,3,8,1,2,7,5,5,2,4
chr12:49763732-49763922,1,2,3,2,4,0,2,2,0,2,5,2,2,2,2,0,1,3,3,3,2,4,2,0,3,1,5,2,2,1
chr1:117402186-117442325,12,5,8,19,2,7,4,7,13,9,17,14,9,11,8,5,12,14,4,9,10,5,6,2,17,6,6,16,9,19
chr11:65499243-65499354,2,1,1,2,4,5,2,3,1,2,1,2,1,1,1,0,3,2,3,1,2,4,3,0,0,0,0,3,4,1
chr3:56592970-56594028,2,2,5,2,6,1,2,4,5,5,9,6,4,5,4,6,10,3,8,11,4,0,4,2,7,4,0,5,7,13
chr7:6463136-6466242,4,3,0,2,0,2,1,4,0,0,4,11,2,6,0,0,2,5,2,1,1,4,1,4,2,2,10,1,1,0
chr13:49451553-49451909,3,2,1,1,2,0,0,4,1,1,3,0,0,1,2,0,1,1,3,2,4,3,4,2,1,2,1,2,2,1
chr12:116236821-116237705,3,3,1,4,1,3,0,1,4,4,1,0,1,1,3,1,5,0,2,3,2,0,3,4,1,2,3,0,1,1
chr15:62007308-62013992,4,1,0,0,2,2,1,4,4,0,5,1,2,4,0,0,2,1,4,3,3,2,4,4,2,3,2,6,6,4
chrM:10537-10598,3,1,1,2,2,0,0,3,4,0,1,2,5,3,2,0,1,1,3,1,0,6,3,3,4,1,2,1,4,1
chrM:9063-9198,10,1,3,0,10,8,9,1,2,4,9,3,11,9,1,7,3,5,3,12,2,5,6,2,17,11,1,2,8,3
chr15:98707562-98708107,7,1,1,3,2,8,2,2,8,4,5,13,4,8,1,1,4,0,1,1,1,0,1,1,3,1,2,6,3,1
chr6:145864388-145894977,2,2,1,1,0,1,0,1,1,1,2,0,0,3,4,0,0,2,2,0,1,2,1,4,4,5,5,3,2,3
chr18:2890561-2892486,3,3,2,2,0,2,0,4,2,1,1,1,0,2,4,4,2,0,2,2,0,0,0,1,1,3,0,0,3,3
chr2:61485768-61490776,3,0,0,3,3,3,1,3,0,0,3,5,1,5,3,4,3,1,1,3,1,1,3,0,1,2,0,2,0,1
chr21:39206108-39212707,2,2,4,5,3,3,2,2,1,2,8,1,4,2,5,5,5,2,1,1,0,2,1,1,2,2,0,2,6,3
chr9:20819796-20823115,3,3,3,6,1,11,4,1,7,1,1,2,2,2,2,2,8,4,3,2,4,7,4,1,4,3,7,4,4,4
chr1:1815756-1839238,3,2,0,1,4,1,5,1,3,2,2,0,0,2,2,3,2,3,5,3,3,0,0,0,2,1,0,1,2,5
chr11:65499236-65499347,1,1,1,4,4,5,2,3,2,2,1,2,1,1,1,0,3,2,3,1,2,4,3,0,0,0,0,3,5,1
chr4:105424196-105456745,3,2,5,4,2,2,4,1,1,4,7,0,3,4,2,3,3,1,4,4,2,4,1,3,3,2,3,5,3,4
chr13:42953948-42970670,10,3,8,1,2,4,1,1,4,6,6,2,0,4,2,0,4,1,8,2,4,2,5,1,6,5,2,3,5,3
chr2:39112534-39112833,2,1,3,1,2,3,0,0,1,0,4,0,0,2,2,3,2,2,3,0,1,0,3,2,1,1,1,3,3,6
chr6:7181124-7189322,5,2,3,3,5,1,1,3,1,1,4,3,7,5,2,1,3,4,2,2,0,3,3,1,0,1,1,1,1,1
chr16:69370483-69372355,1,1,5,0,4,3,1,0,1,1,4,3,3,1,2,1,1,1,3,3,1,6,0,2,4,5,4,8,4,2
chr4:90308244-90313047,5,3,5,13,11,7,0,3,3,7,5,4,3,11,3,0,1,2,3,6,1,4,1,4,7,1,7,2,8,5
chr12:116230433-116237705,2,0,3,0,4,3,2,1,5,1,4,0,3,4,2,1,2,2,2,0,2,3,4,0,2,3,0,3,0,1
chr11:68347847-68365702,2,2,1,2,2,0,2,3,2,4,2,1,4,6,2,1,6,3,1,1,2,4,2,0,0,1,2,1,0,1
chr11:65499651-65499869,5,2,4,4,1,3,0,5,5,6,2,4,3,4,2,1,5,1,10,4,2,1,4,5,1,6,2,1,10,3
chr1:8655973-8656441,1,0,0,1,4,4,3,2,3,4,2,5,3,3,1,0,5,5,4,0,1,1,0,1,4,3,3,2,0,3
chr7:70762870-70771644,2,1,6,0,0,4,0,2,3,2,0,3,2,5,1,0,5,2,2,2,1,2,0,0,0,2,2,1,0,0
chr19:18539371-18539720,4,4,1,1,1,0,0,4,4,2,4,8,2,3,3,3,4,1,6,5,2,1,2,4,6,2,3,6,3,2
chr1:153614326-153614582,6,5,2,1,0,1,2,0,0,2,3,3,7,5,3,2,3,9,3,5,0,6,1,1,7,0,0,0,0,3
chr11:65500559-65500598,1,5,2,2,4,1,1,6,3,7,4,1,1,0,2,0,2,0,3,1,2,4,1,2,0,2,2,2,8,1
chr15:65178934-65180204,2,3,0,0,2,2,0,0,1,1,1,0,0,2,2,1,4,0,3,3,1,1,2,2,2,4,0,7,3,1
chr7:16258390-16278226,8,3,3,1,3,2,0,4,1,3,4,1,4,4,4,2,1,2,5,4,2,3,4,5,2,5,2,2,6,5
chrX:53645311-53654131,2,1,1,4,5,7,0,1,4,2,3,4,0,6,1,2,2,1,2,3,1,4,1,0,4,1,5,2,0,2
chr11:65499691-65499837,1,1,2,4,8,5,1,2,1,3,0,4,1,2,3,2,2,2,2,4,5,1,4,5,1,3,3,0,7,3
chr7:43639449-43640649,7,3,21,11,5,5,3,12,5,5,6,6,12,7,7,2,6,3,4,3,5,9,2,2,9,5,3,6,1,5
chrM:6931-7119,19,24,16,10,44,20,15,47,13,26,36,15,28,63,17,24,26,39,31,22,24,37,30,31,48,13,14,16,50,15
chrM:11868-12017,2,2,1,1,2,0,0,2,1,0,1,1,0,2,0,1,0,4,3,2,2,2,3,0,3,3,0,3,7,0
chr1:70292388-70315566,2,2,0,3,5,2,1,1,3,1,1,2,2,0,0,1,1,2,3,1,3,1,2,1,1,4,1,6,3,5
chr1:42265115-42278672,10,2,1,2,2,1,4,3,8,2,7,3,3,6,6,2,4,0,5,2,1,2,8,0,7,3,1,8,10,4
chrM:7139-7278,1,1,2,1,1,1,3,2,2,2,2,2,1,6,1,3,0,1,2,1,3,4,2,2,3,3,3,4,5,0
chr6:158583954-158589782,3,4,7,11,7,8,2,5,8,1,1,13,5,3,13,2,10,3,2,8,2,4,7,6,5,6,7,2,7,1
chr4:151174670-151187463,5,2,4,1,2,0,2,0,2,0,3,4,1,1,1,0,3,2,2,1,0,1,0,0,3,0,0,2,2,3
chr5:65988635-65994864,8,4,4,5,1,7,4,4,5,3,13,1,3,9,6,3,6,8,5,2,4,4,5,4,2,5,3,8,3,7
chr1:41070595-41075451,18,3,4,3,3,5,2,7,14,5,4,4,1,0,3,1,11,4,7,3,3,5,6,2,9,12,10,8,9,6
chrX:2953143-2955537,2,0,5,1,2,2,0,0,1,0,0,4,2,3,1,4,2,3,2,1,1,1,5,3,2,5,3,4,1,1
chr7:73686636-73687095,1,0,5,3,2,3,0,2,3,2,4,3,1,2,2,2,4,2,4,1,0,3,2,2,5,5,5,4,1,1
chr7:64543707-64544432,2,1,3,1,0,2,0,2,4,0,2,3,3,2,0,1,0,1,2,2,1,1,1,2,0,2,1,2,6,2
chr21:36247517-36248568,11,6,4,2,1,6,7,5,7,7,8,1,10,6,5,0,6,5,10,5,2,14,3,1,4,9,3,13,9,5
chr21:8396032-8440803,2,3,2,3,1,2,1,1,1,2,2,1,8,2,0,5,2,1,2,2,1,3,8,0,2,2,0,5,1,5
chr7:24623663-24668660,6,5,10,9,0,3,2,7,1,4,7,5,5,13,2,2,7,5,6,0,2,1,0,1,6,6,1,2,5,5
chr7:22308339-22318037,8,4,20,15,14,10,2,5,4,20,6,9,5,14,7,7,6,3,14,3,4,7,1,1,7,3,9,10,8,7
chr1:9931891-9934860,13,9,8,4,11,7,6,5,13,5,5,8,3,8,2,9,3,11,11,7,6,11,3,3,10,10,8,16,11,7
chr3:119500695-119513719,5,0,2,0,2,1,0,2,4,0,2,2,1,5,0,0,3,4,1,2,2,0,4,1,2,4,3,2,1,1
chr2:207976651-207977586,10,2,1,4,5,6,1,2,8,2,1,1,2,1,4,4,4,3,3,1,4,3,0,2,5,4,5,6,5,4
chr16:18839698-18842454,0,2,2,0,4,1,1,0,0,1,3,5,2,2,2,2,1,0,0,2,1,2,0,0,2,0,0,2,2,2
chr17:59731421-59738947,3,4,6,6,8,9,2,10,11,5,7,10,2,8,7,4,7,0,5,2,4,3,10,5,8,5,6,11,5,6
chrM:8134-8275,2,2,1,3,2,0,1,3,3,3,3,1,3,0,0,2,0,1,0,1,2,6,1,4,1,2,0,2,2,1
chr14:20343317-20343399,1,1,4,3,5,1,2,5,0,0,3,1,1,2,0,1,2,2,2,5,3,2,2,0,0,1,0,4,2,0
chr15:80120328-80122800,14,1,6,6,1,10,4,11,20,7,12,9,10,7,8,11,12,8,14,9,7,16,14,9,6,11,14,15,3,15
chr8:123077111-123105464,4,3,1,4,5,1,0,0,2,7,1,3,2,2,1,2,4,0,2,3,1,3,0,1,3,1,1,0,0,1
chrM:11525-11635,3,1,1,2,1,3,2,5,1,1,1,4,1,3,3,0,4,2,4,2,2,3,2,1,5,2,1,0,3,0
chr19:12524796-12528696,2,2,3,2,4,1,0,0,2,0,6,4,3,5,3,1,1,2,1,1,0,0,1,1,1,1,3,2,0,3
chr14:71400794-71418196,2,2,1,2,2,0,1,1,1,0,1,0,2,2,2,3,2,0,4,3,3,3,1,0,0,3,0,3,3,2
chr7:8218305-8236005,5,4,1,2,11,5,2,3,2,0,3,2,9,2,2,3,2,2,0,3,1,11,1,4,6,2,0,1,5,3
chr11:65502716-65502915,4,6,4,5,2,1,3,1,4,7,1,2,2,7,3,5,1,1,6,1,2,9,4,2,7,4,2,3,10,6
chr3:120056642-120056873,7,3,0,2,1,4,2,1,5,2,4,7,5,5,1,0,5,2,6,5,1,3,2,8,4,2,8,1,12,4
chr11:65500883-65501205,2,4,7,1,6,8,1,2,3,3,8,4,2,3,1,3,3,3,5,3,4,0,2,1,0,1,1,6,8,0
chr11:65499716-65499831,3,5,5,8,6,7,4,3,2,7,5,8,2,5,3,1,1,5,10,10,6,2,4,9,3,7,4,2,9,3
chr7:66127704-66134374,0,1,2,0,5,0,1,1,2,0,2,3,3,1,0,3,5,4,2,3,1,6,0,2,0,3,2,2,3,1
chr11:65499697-65499840,1,3,0,6,2,0,3,0,5,3,1,2,2,3,1,1,1,5,4,4,5,1,3,5,4,4,7,1,11,0
chr11:85974708-85983973,3,0,1,4,2,8,1,4,3,1,1,0,1,0,1,3,2,3,2,1,2,2,0,0,1,1,0,3,3,3
chr5:10415488-10417404,5,1,6,6,6,4,1,2,10,2,3,7,3,4,6,3,3,1,1,4,3,2,8,4,1,4,0,6,3,3
chr20:35858302-35871829,3,0,5,3,5,3,0,3,5,2,5,3,1,3,1,1,3,2,5,0,0,2,0,0,1,1,1,2,2,2
chrM:9719-9989,2,0,3,3,5,3,2,3,2,1,1,2,0,1,5,1,8,1,1,0,3,5,9,0,3,1,1,1,6,2
chr3:158122103-158123991,5,0,2,4,1,5,1,2,4,2,5,4,3,5,0,5,9,6,1,4,5,2,4,0,4,2,3,6,2,1
chr7:158759486-158764853,22,7,15,15,24,32,8,18,38,18,22,13,10,9,10,16,21,8,18,17,3,15,19,12,17,21,8,18,23,18
chr11:65500057-65500207,3,1,2,3,7,1,2,1,5,3,1,0,1,3,2,1,0,1,4,4,5,4,2,1,4,5,2,1,7,2
chr2:202464809-202467689,10,3,2,3,13,5,0,5,7,5,2,6,1,5,10,2,6,2,7,4,1,4,6,5,3,7,1,7,8,9
chr11:62559820-62560423,1,4,2,5,2,2,3,2,0,6,3,0,8,11,2,0,2,0,3,2,0,7,2,4,3,1,0,1,2,7
chrM:7208-7392,10,6,12,10,9,1,7,13,8,14,9,7,12,7,7,9,21,16,6,8,15,23,12,3,22,8,9,30,14,6
chr5:145817894-145826200,3,6,4,6,21,12,1,6,5,10,11,8,10,17,7,7,11,20,11,3,6,17,9,6,9,3,8,6,11,7
chr12:124913340-124913567,1,3,2,4,3,4,1,4,4,5,2,2,2,2,6,6,5,5,2,3,1,2,2,1,0,1,0,1,4,2
chr10:94441896-94474783,3,2,5,0,3,4,2,3,4,1,5,8,3,1,2,1,2,6,3,5,2,2,1,2,4,0,3,1,5,1
chr2:120127688-120175000,5,3,3,2,4,1,1,1,0,4,6,0,1,7,5,4,3,2,1,1,2,2,3,3,5,1,1,0,5,5
chr15:76292431-76295737,3,3,2,0,3,2,1,1,5,2,3,4,0,3,2,1,2,2,1,2,0,1,1,1,0,4,4,3,2,2
chr11:65499046-65499270,7,4,5,2,8,4,0,3,8,10,4,11,4,2,1,2,6,4,8,4,0,4,4,8,5,4,9,0,13,6
chr4:73085249-73092300,12,11,18,10,19,14,8,11,10,7,15,10,16,17,13,9,10,11,11,12,3,24,13,16,14,21,13,22,19,22
chrM:8927-9189,20,0,2,2,2,1,5,10,3,0,3,2,2,6,0,0,7,10,4,2,0,4,5,3,7,1,5,2,3,2
chr11:65499648-65499756,1,1,2,2,2,6,2,1,1,2,1,5,3,3,4,1,0,2,3,1,0,2,3,5,4,1,1,1,13,0
chr2:172558708-172566933,2,1,3,1,1,2,1,0,1,3,3,0,0,3,2,3,0,2,2,0,2,3,1,1,2,0,4,6,9,3
chrX:44524002-44527365,2,1,8,8,2,3,3,2,4,1,0,8,6,9,2,2,12,3,1,1,2,4,7,3,0,5,1,1,8,4
chr2:10419734-10420135,6,6,3,13,2,5,3,4,6,9,5,11,6,4,1,2,17,0,3,1,0,1,3,3,3,1,6,1,4,8
chr6:30650994-30651466,8,11,7,1,7,2,5,7,6,2,7,3,9,8,5,4,6,3,6,11,3,14,4,6,4,10,4,1,4,5
chr1:220006106-220007338,2,2,1,1,3,2,0,1,1,2,2,2,1,1,2,1,2,1,2,0,1,3,0,0,2,3,3,5,2,0
chrM:9061-9174,14,15,17,3,55,21,8,12,11,7,40,2,13,41,12,17,10,39,15,23,0,15,25,11,66,17,0,20,22,7
chr2:200856682-200856985,2,2,2,3,4,1,2,3,3,0,4,1,0,9,2,0,1,3,5,1,2,1,0,1,2,1,1,3,2,2
chr3:61622463-61623555,2,0,0,0,1,6,3,4,3,1,4,3,7,7,0,5,5,1,2,1,3,2,3,1,3,1,0,3,2,2
chr4:48369849-48383784,7,5,13,4,14,4,1,1,7,4,14,13,7,6,2,4,13,7,10,4,4,7,4,7,8,1,10,13,7,12
