ID,CircRNACount-1032245-N,CircRNACount-1039868-N,CircRNACount-1042353-N,CircRNACount-1042745-N,CircRNACount-1043773-N,CircRNACount-1045386-N,CircRNACount-1045549-N,CircRNACount-1046191-N,CircRNACount-1046287-N,CircRNACount-1046349-N,CircRNACount-1046499-N,CircRNACount-1047291-N,CircRNACount-1047831-N,CircRNACount-1047912-N,CircRNACount-1048720-N,CircRNACount-1049983-N,CircRNACount-1050700-N,CircRNACount-1051316-N,CircRNACount-1054390-N,CircRNACount-1056166-N,CircRNACount-272577-N,CircRNACount-451368-N,CircRNACount-477022-N,CircRNACount-515975-N,CircRNACount-522638-N,CircRNACount-548142-N,CircRNACount-649867-N,CircRNACount-685749-N,CircRNACount-843725-N,CircRNACount-99272-N
chr16:88027483-88038011,4,11,2,3,3,0,16,5,8,1,4,5,5,4,1,1,1,5,9,5,1,4,7,7,3,13,6,12,9,15
chr11:65499660-65499713,1,1,1,8,2,0,4,0,1,5,0,4,2,1,0,3,3,2,0,0,3,1,3,2,3,1,0,5,7,3
chr11:65499715-65499840,1,3,0,9,0,3,3,1,2,1,1,2,3,5,1,3,1,3,2,1,3,3,2,1,1,1,1,3,1,1
chr9:18336332-18362182,3,2,0,5,0,0,0,2,2,3,1,1,2,1,1,1,2,2,5,1,1,0,2,6,1,2,0,2,4,1
chr1:42265115-42311110,5,5,2,3,4,14,4,3,2,2,4,1,1,3,0,8,3,4,2,7,0,1,2,3,3,7,1,2,0,8
chr11:32927157-32935435,11,9,9,6,17,13,10,14,16,7,14,6,8,17,3,9,7,2,19,8,6,9,10,17,11,17,19,11,12,10
chr11:65499721-65499847,17,18,14,21,10,19,30,7,13,12,18,11,9,21,10,11,17,7,15,20,7,17,25,6,7,28,19,10,17,23
chr14:20343176-20343398,10,2,1,3,2,2,5,3,4,1,4,1,3,4,2,1,1,1,6,4,2,1,0,3,0,4,3,3,1,3
chr2:48328561-48346751,3,4,6,1,2,1,1,0,4,3,0,3,2,3,1,2,0,1,2,5,1,2,2,2,3,5,2,3,1,7
chr14:49586739-49586870,7,16,10,10,18,13,21,13,10,4,23,25,5,9,6,4,16,7,16,16,2,1,15,3,11,10,6,10,6,10
chrM:3739-3966,0,3,1,0,0,2,1,1,1,3,3,1,2,0,12,2,1,2,4,2,1,1,2,0,3,3,3,1,3,1
chr4:22401431-22402799,4,3,2,2,4,0,2,0,2,3,4,5,4,1,2,5,2,2,12,4,0,2,3,1,7,3,5,2,6,2
chr5:38523419-38530666,4,3,2,9,8,12,10,5,9,6,7,12,8,3,10,17,5,5,4,3,10,4,3,7,3,12,3,4,7,12
chr19:34430576-34438766,1,3,2,1,3,5,3,4,5,4,6,4,5,2,2,8,3,1,3,7,1,4,8,4,2,4,7,3,3,7
chr11:65499781-65499935,6,2,2,7,3,1,10,1,4,2,4,3,5,2,1,5,3,2,3,10,1,4,3,0,2,0,7,4,4,4
chrM:6585-6803,2,2,2,1,2,4,1,1,2,3,5,2,5,3,5,4,0,0,3,1,1,3,2,5,3,7,3,5,2,2
chr11:72757767-72759381,2,1,0,0,5,1,3,4,4,2,4,3,1,1,2,2,2,2,4,5,1,1,2,1,4,7,1,5,2,1
chr10:50433476-50590247,0,3,0,2,2,4,0,0,2,1,2,2,1,1,0,1,2,3,0,1,1,3,3,2,1,3,5,2,3,4
chr11:65499843-65499944,2,2,1,0,1,0,2,1,0,1,4,3,2,1,4,2,0,4,5,3,0,6,1,1,0,6,4,0,2,2
chr2:168691034-168717978,1,4,3,0,1,5,5,2,1,1,4,3,1,2,2,1,0,4,2,5,1,1,1,4,0,3,1,2,0,3
chr1:173992755-173993135,2,4,1,1,6,5,4,4,3,0,3,4,2,1,3,4,1,4,4,3,2,3,3,4,1,5,1,3,2,9
chr16:17258988-17259498,3,2,1,0,0,2,2,4,2,2,10,2,1,4,0,5,4,2,3,1,1,1,5,2,0,1,2,3,1,2
chr11:65505516-65505743,1,2,3,2,3,1,3,1,0,1,2,0,0,0,1,1,3,3,2,3,0,2,0,0,3,2,4,2,1,3
chrM:10957-11075,5,2,1,3,1,0,7,0,1,2,4,1,2,4,17,0,5,1,6,1,3,1,3,0,5,0,3,8,8,1
chr1:77711747-77715868,3,5,0,2,1,4,3,2,2,2,1,3,2,0,0,3,0,3,3,2,1,3,5,2,2,3,2,1,3,3
chr7:107791192-107793869,7,4,3,5,3,1,1,3,3,2,2,1,2,2,0,2,0,1,7,1,0,4,5,0,1,3,3,4,2,6
chr22:41125864-41140257,1,2,4,1,3,6,2,0,3,2,4,4,0,5,1,2,4,2,2,0,0,0,2,1,0,4,4,1,4,0
chr11:65499228-65499340,3,4,2,3,0,2,3,1,4,2,1,2,2,2,3,2,1,1,2,5,0,2,0,1,0,1,3,2,5,1
chr4:87046166-87047594,7,12,1,7,14,17,2,14,17,1,14,13,15,15,1,1,18,7,22,18,1,1,21,2,9,1,13,1,16,21
chr11:61964779-61965081,2,2,3,5,3,3,4,1,2,0,7,2,0,3,1,5,1,2,5,1,2,2,4,2,1,11,1,3,2,4
chr19:47264603-47264946,2,5,0,2,0,0,4,4,2,2,3,1,1,2,2,0,1,0,2,4,0,1,0,2,5,4,2,4,3,5
chr1:16566408-16567351,1,1,2,1,3,1,8,6,1,2,9,7,5,5,3,8,4,2,5,2,0,0,1,2,1,0,0,4,4,3
chrM:14936-15289,1,0,2,1,2,2,3,1,5,2,2,0,1,3,0,4,2,0,0,2,3,3,2,5,2,1,0,4,4,1
chr1:30992390-31007102,2,5,4,3,2,3,2,1,8,2,3,3,2,3,4,4,1,1,7,3,5,1,7,3,4,4,3,1,2,5
chr10:4830675-4908420,0,2,2,4,2,1,6,1,2,2,0,4,1,1,1,2,0,2,0,3,1,1,2,1,1,3,3,1,1,5
chr1:8495063-8557523,2,0,0,2,1,1,2,1,1,1,4,2,2,1,1,2,5,3,2,1,1,0,2,0,4,1,2,0,3,3
chr8:18765449-18804898,2,2,7,2,5,4,10,4,3,4,5,5,9,7,9,1,4,1,5,4,4,1,9,4,2,1,5,2,2,6
chr8:668598-674047,4,7,3,1,2,4,1,0,6,4,12,6,5,10,9,2,4,9,4,3,5,0,5,1,3,5,4,9,3,0
chr15:75411492-75413045,4,6,2,1,2,1,4,2,0,3,6,1,3,3,1,3,0,0,4,3,0,4,3,2,0,5,4,3,4,5
chr1:167966629-167975015,1,5,5,1,2,2,2,0,3,1,2,1,1,1,2,3,1,1,2,2,1,0,3,2,1,5,1,3,1,1
GL000253.2:2580320-2664980,9,6,0,0,2,12,9,10,5,7,17,0,1,0,7,5,0,8,0,0,0,14,0,5,0,8,0,0,0,21
chr11:65500419-65500639,2,3,0,1,0,2,5,1,2,4,1,2,0,1,1,1,2,4,3,4,0,0,4,2,2,1,0,1,2,2
chr20:36911218-36912552,0,0,0,1,2,0,1,2,2,2,2,2,4,1,2,2,2,0,3,0,1,3,2,1,0,2,1,2,1,5
chr11:65499666-65499772,5,5,2,4,4,6,1,3,3,7,4,6,7,5,6,1,2,5,3,1,3,6,5,1,4,3,3,4,1,8
chr11:65500482-65500608,1,2,2,2,4,0,3,2,2,0,1,2,1,1,2,0,0,3,3,1,0,1,1,0,2,2,2,1,0,2
chr19:45517663-45518094,2,4,2,0,6,4,6,0,1,0,3,1,1,1,0,1,3,2,1,1,3,2,2,3,1,2,3,2,1,5
chr5:142885298-142932125,7,3,3,2,5,2,4,1,1,0,2,3,8,2,1,5,2,3,1,4,3,2,5,2,2,1,0,5,2,2
chr12:96323948-96334865,2,4,4,2,2,6,5,2,1,2,3,8,3,4,1,4,4,1,6,1,3,5,4,3,2,7,1,2,4,7
chr17:2394043-2395454,2,6,2,0,1,1,4,2,2,1,0,1,0,1,3,3,2,2,5,2,3,3,1,1,2,2,2,2,2,1
chrM:8975-9189,3,3,1,0,2,1,2,5,0,0,3,0,3,0,9,2,1,0,3,1,0,2,3,0,1,9,2,5,2,0
chr14:49853846-49862780,77,74,60,37,53,41,52,11,65,31,28,132,33,58,13,20,62,15,31,55,33,21,86,65,43,35,37,68,62,87
chr22:20933779-20934244,7,10,14,4,13,18,1,6,2,10,8,2,8,11,4,12,13,11,1,7,6,7,16,1,12,15,9,8,9,12
chr1:634148-634207,2,0,3,0,1,1,1,0,3,3,3,1,0,0,4,2,2,1,2,2,0,0,3,3,0,2,3,0,5,4
chr17:12054889-12081530,7,5,3,2,1,18,2,0,0,0,6,4,1,4,1,4,0,6,4,4,1,4,7,8,5,4,5,1,8,5
chr6:158312051-158314268,1,15,8,28,16,26,23,1,14,10,16,15,2,21,1,29,15,1,23,15,1,12,19,1,16,22,22,26,13,26
chr22:40881770-40882177,0,0,1,0,0,4,2,2,2,1,1,1,2,0,0,5,3,2,2,3,3,5,2,0,1,5,4,0,0,8
chr11:65499691-65499834,5,2,1,0,2,2,1,0,1,4,4,1,0,1,2,2,2,1,1,0,3,0,4,2,3,3,4,1,1,5
chr3:114350274-114351878,11,16,12,9,14,13,25,9,7,11,20,22,14,11,9,21,11,9,13,18,6,14,16,9,13,24,18,14,9,12
chr14:73147795-73148094,6,0,3,2,3,3,6,0,5,2,0,6,3,7,1,3,7,1,3,6,0,2,10,2,5,4,4,1,3,6
chr10:112415414-112416263,1,2,2,0,0,2,3,3,0,3,0,1,0,0,1,1,2,3,4,0,1,2,3,0,1,4,2,3,1,2
chr3:56627037-56628614,0,3,6,7,9,6,9,4,3,4,7,6,3,1,4,7,2,2,0,3,3,1,8,4,3,4,1,1,7,5
chr14:102081061-102081179,2,3,1,3,2,3,6,0,1,2,4,3,0,4,1,3,4,2,4,0,0,3,2,1,0,4,2,3,3,7
chr1:632618-632688,5,3,3,1,1,0,3,4,2,0,2,0,4,3,2,2,0,1,0,1,1,0,5,2,2,0,2,2,0,7
chr4:53425872-53444103,2,2,3,0,3,3,7,2,0,0,4,2,1,5,0,4,2,3,2,3,4,4,6,4,2,6,2,2,0,4
chr1:59339958-59346398,1,4,2,1,2,4,2,3,3,1,1,3,2,3,0,1,2,3,2,2,0,3,2,3,2,6,1,0,2,10
chr2:40428473-40430301,1,0,2,1,2,2,5,0,2,1,2,2,1,1,6,2,2,2,1,0,1,3,4,2,1,2,2,1,4,4
chr8:67105905-67116122,1,1,0,3,1,2,9,3,6,2,6,0,3,2,1,4,4,3,6,1,2,2,4,1,3,6,1,2,0,1
chr1:20749723-20773610,5,6,2,5,4,4,7,4,2,3,3,0,5,0,3,5,2,2,2,5,2,3,6,4,6,2,5,3,4,8
chr10:113876521-113884380,1,1,3,2,2,5,2,1,5,0,1,3,2,2,2,0,3,1,0,2,2,2,4,0,1,2,0,1,3,1
chr9:112250929-112252788,2,0,0,1,2,1,3,0,1,3,2,3,2,1,1,2,3,1,0,2,1,0,2,0,3,2,1,3,0,3
chr17:75611659-75611865,50,32,30,35,41,22,104,20,25,20,28,59,44,27,60,22,29,38,32,37,46,34,43,20,14,60,25,20,31,50
chr13:41252645-41260915,1,4,1,4,2,2,3,2,4,2,0,1,2,0,2,4,1,2,4,2,3,1,3,1,4,8,2,2,3,5
chr1:42773563-42775479,2,3,1,2,3,2,3,1,5,2,1,3,0,4,0,3,3,0,3,4,1,2,3,2,2,4,3,2,1,4
chr5:69174877-69175537,0,6,4,7,5,4,8,2,2,2,7,2,3,1,1,7,4,3,11,3,4,2,9,2,3,8,5,9,5,13
chr2:201145378-201149835,4,2,6,6,3,4,7,9,6,2,6,6,3,5,2,3,2,5,9,5,3,10,1,3,4,8,1,7,5,10
chr11:65499810-65499913,3,7,6,0,2,3,5,4,5,0,5,4,4,2,4,3,4,4,8,4,3,3,11,1,6,6,9,2,4,6
chr11:65500529-65500611,7,1,5,2,3,2,3,4,4,8,5,5,2,11,7,1,4,4,8,2,1,4,4,1,1,1,14,1,7,1
chr7:107773920-107774872,6,7,4,5,3,6,3,2,4,5,4,4,3,3,2,1,1,2,3,3,0,1,3,2,2,5,2,3,2,2
chr6:13639563-13644729,3,2,0,0,2,2,2,2,2,2,2,2,1,3,0,7,2,0,1,2,0,1,2,3,2,1,1,2,0,4
chr22:46176753-46198591,1,2,3,2,0,3,1,1,2,0,3,1,1,0,2,3,0,0,3,2,1,0,2,3,3,2,2,0,0,2
chr11:65500135-65500213,2,2,3,2,0,2,5,0,1,0,3,3,0,2,3,3,2,3,0,1,0,2,2,0,0,4,0,2,0,1
chr1:243545510-243573048,1,1,1,0,2,3,4,2,3,2,1,6,3,2,2,6,2,4,2,3,1,1,6,3,3,3,2,2,5,1
chr11:65504865-65505057,3,4,3,2,1,2,8,2,2,0,2,1,2,4,3,5,4,4,3,2,1,0,1,3,2,0,5,3,1,6
chr11:74789626-74817714,2,2,1,1,3,0,4,3,2,3,3,3,1,0,2,3,3,1,0,0,1,3,1,1,2,2,0,3,1,2
chr11:65500542-65500630,1,1,1,25,13,9,2,21,7,13,13,1,13,15,1,1,5,19,19,24,6,1,1,8,18,16,16,10,1,1
chrM:7690-7797,10,4,4,0,3,3,13,11,3,5,8,3,5,2,8,1,7,7,6,17,1,8,1,0,5,6,6,2,3,1
chr1:151315573-151316509,4,1,0,3,2,3,3,1,6,4,2,1,1,0,1,3,2,1,2,1,2,1,9,1,0,1,3,2,1,5
chr1:51402435-51408332,8,4,1,5,5,9,17,5,4,3,3,6,7,4,2,6,2,4,4,6,3,1,7,3,5,5,4,3,2,11
chr3:57242856-57248351,2,1,0,1,4,3,1,0,4,2,0,2,3,3,2,5,1,2,1,2,2,2,4,3,1,4,1,5,4,1
chr7:156966270-156967092,3,4,0,2,2,4,11,3,5,0,4,4,2,2,0,2,2,1,5,1,0,2,4,2,0,0,1,0,1,3
chr11:85996826-86031611,12,15,9,5,11,11,17,6,9,5,12,11,9,13,7,11,12,6,10,7,6,6,12,3,8,19,11,11,10,18
chr13:49168613-49178654,2,7,0,3,0,0,1,2,2,0,2,2,2,0,0,1,1,0,2,2,1,1,2,2,2,1,2,1,3,0
chr3:169975608-169988359,2,2,0,3,1,6,1,2,1,1,1,1,0,3,3,2,0,1,2,3,2,2,2,0,0,1,1,0,3,2
chr17:81855142-81855586,2,2,4,2,0,1,3,3,1,2,2,8,1,4,1,0,2,0,3,1,1,2,1,1,0,1,3,4,0,1
chr11:14771937-14789242,2,2,1,3,1,1,5,2,7,4,1,3,1,1,1,9,2,1,1,3,3,1,4,2,1,1,3,0,3,5
chr20:32316218-32316874,4,4,2,3,3,5,5,2,4,6,1,3,0,3,1,5,2,3,3,2,4,0,3,0,1,3,2,3,1,1
chrM:9060-9172,14,13,1,0,4,2,1,2,5,4,6,5,6,8,12,5,11,2,7,2,1,6,10,1,9,13,23,8,11,12
chr11:68759569-68761687,3,3,5,1,3,4,3,2,3,1,3,1,1,3,0,6,2,3,3,5,2,1,4,3,2,4,3,5,0,5
chr5:139600372-139623461,4,0,1,0,2,4,2,2,2,0,0,5,2,1,1,2,1,0,1,4,1,2,2,1,1,4,1,2,2,5
chrM:9719-9989,1,1,8,1,0,3,3,4,1,4,2,4,3,1,5,13,1,2,2,2,3,4,3,2,2,3,2,10,6,5
chr11:96091892-96093517,11,10,9,5,18,15,17,15,10,14,19,14,12,14,11,19,6,12,23,19,10,9,18,14,5,15,17,14,13,10
chr3:149895473-149921227,1,1,2,3,3,0,3,0,1,4,2,1,3,5,1,1,0,1,0,3,2,4,2,1,4,3,1,0,0,4
chr4:82878730-82881940,5,8,6,4,3,9,9,2,6,3,3,8,5,4,6,5,3,4,10,4,5,3,5,3,6,8,1,3,5,8
chr8:38819522-38820635,3,1,4,3,5,5,2,1,8,0,3,6,3,3,2,6,5,0,3,4,3,3,1,2,0,3,4,2,3,6
chr6:2263601-2273417,1,6,2,10,4,6,11,2,3,3,6,8,6,3,1,4,2,0,8,10,1,1,7,1,5,3,10,3,1,9
chr13:112516440-112527484,2,2,1,3,3,7,5,4,3,2,1,1,4,4,1,3,1,1,3,1,4,1,3,5,4,4,5,4,4,2
chr1:12001401-12002103,1,1,1,1,1,1,3,0,2,0,2,4,1,1,3,3,2,4,1,4,0,2,3,3,1,3,1,7,3,1
chr10:5709530-5714207,1,2,0,5,5,2,4,0,1,1,3,2,3,1,2,2,2,1,6,5,5,1,4,3,2,2,2,1,2,1
chr16:58559804-58560362,3,6,9,3,6,5,5,6,5,3,3,6,1,11,3,8,4,6,5,7,3,6,11,5,0,16,2,4,3,7
chr4:169002071-169007756,2,3,0,0,3,3,3,1,1,3,1,2,2,1,3,2,1,3,2,1,0,1,3,1,1,4,1,1,2,4
chr3:172251260-172310881,1,0,2,1,0,4,4,4,2,3,5,9,2,1,3,3,6,2,2,6,2,2,4,2,1,1,2,3,3,1
chr14:20343317-20343399,5,3,1,4,1,2,2,2,3,0,3,2,0,5,4,0,0,1,3,1,1,0,1,0,2,1,1,1,3,6
chr1:629306-629417,4,4,3,6,4,1,4,20,4,6,5,3,2,4,29,4,6,0,18,10,1,11,8,0,4,2,6,13,5,2
chrM:5602-5890,2,6,3,1,4,6,9,3,8,13,2,8,5,2,5,5,7,2,4,9,5,4,15,5,3,8,12,12,8,16
chr21:33432177-33432871,2,3,6,2,5,7,1,3,1,2,6,4,6,2,2,2,6,3,6,3,3,4,6,1,4,7,2,4,3,5
chrM:6932-7153,10,6,1,4,3,4,2,3,4,7,4,8,3,3,11,3,3,2,4,1,1,3,1,1,2,6,1,1,2,5
chr4:109491327-109494856,6,3,4,2,5,6,9,5,1,3,8,8,3,3,4,6,1,4,5,4,3,7,5,3,7,6,4,7,2,7
chr1:231795242-231818517,2,1,1,1,2,5,3,2,6,1,3,1,9,2,5,3,5,4,0,6,2,4,7,4,2,4,1,1,1,1
chr11:65499781-65499892,8,7,5,12,7,7,9,1,5,6,7,3,4,6,6,10,4,4,7,15,3,5,8,0,1,9,8,7,8,8
chr10:69483691-69485215,4,1,4,0,1,2,3,1,1,1,1,5,4,2,2,1,3,2,3,1,6,3,4,2,2,1,2,3,1,4
chr4:42543917-42556040,5,2,2,0,2,0,2,5,2,4,1,0,4,1,1,0,1,1,5,1,2,4,3,0,3,5,1,2,1,1
chr4:73090667-73092300,15,19,14,14,20,24,33,11,18,13,21,21,9,10,10,17,15,15,24,18,17,8,18,8,17,31,20,13,25,25
chr4:127669036-127687867,3,1,3,1,1,7,5,1,2,4,3,5,2,6,8,4,0,0,1,4,0,1,1,2,5,6,3,2,3,5
chr11:62638983-62639731,2,1,2,1,3,1,3,2,5,1,2,1,6,1,1,4,3,3,5,3,2,2,10,2,5,1,1,0,2,0
chr6:108663455-108664889,4,3,1,0,4,5,1,5,4,1,1,7,1,2,0,6,5,2,5,5,5,3,8,0,0,3,3,2,2,4
chr2:61522611-61533903,41,19,24,18,37,38,41,34,27,20,37,51,31,22,13,17,30,28,25,21,18,27,38,16,18,42,33,26,36,43
chrM:11874-12019,8,5,3,1,3,8,6,16,6,2,12,8,5,10,26,3,2,8,7,4,13,8,8,12,5,19,16,5,13,10
chr21:15762891-15766141,5,1,3,1,5,3,6,8,1,0,6,5,5,3,4,3,6,8,10,3,1,9,3,4,2,15,3,6,4,13
chr14:49586706-49586872,10,4,3,4,3,2,15,1,2,3,4,3,3,2,5,1,2,3,6,2,5,4,3,3,2,6,2,1,1,5
chr3:111112030-111126335,4,3,2,3,3,3,1,3,3,4,3,6,2,1,0,3,3,3,5,4,1,0,3,2,3,1,2,2,2,1
chr18:21765772-21779685,27,41,24,1,1,34,22,37,27,1,32,49,23,35,16,37,28,18,1,14,22,28,43,2,16,1,32,28,17,52
chrM:13978-14149,0,1,1,1,4,1,2,2,3,2,2,2,1,3,7,0,2,0,6,3,0,1,5,0,1,5,3,4,6,4
chr12:70278132-70319364,1,1,2,2,1,1,1,3,2,0,3,2,1,3,1,4,2,0,3,0,2,1,1,2,1,3,2,2,2,1
chr6:111262257-111263946,2,2,5,2,5,3,3,5,2,3,4,4,2,3,0,2,1,2,4,0,2,0,3,0,5,4,2,1,0,5
chr6:27867302-27867588,3,5,2,0,2,4,5,6,3,2,2,1,2,2,0,2,4,5,15,3,0,5,10,1,2,14,5,6,5,3
chr11:65499719-65499844,1,4,1,9,2,3,4,1,3,1,3,4,3,4,1,3,2,4,2,1,4,3,3,1,1,1,3,3,2,2
chr2:205440370-205440672,3,1,3,0,3,7,3,0,1,0,4,4,4,3,3,4,2,0,3,1,2,2,2,2,2,1,1,1,4,2
chrX:119871907-119872008,4,5,4,3,3,3,5,1,1,1,4,15,2,9,0,3,1,2,3,1,0,2,6,1,0,0,1,1,3,6
chr17:1072614-1100735,3,2,2,1,2,1,7,7,2,1,4,1,4,2,0,2,4,1,2,5,2,4,6,2,0,2,3,2,2,4
chr3:71015549-71053773,15,9,4,3,9,5,5,9,7,8,10,13,4,3,7,6,4,6,10,11,5,3,5,1,11,10,10,6,5,11
chr8:17753717-17755961,0,2,0,1,1,4,1,1,2,4,2,1,0,2,0,3,4,1,1,3,2,3,4,2,0,2,1,1,6,4
chr16:66938037-66939358,3,1,3,4,4,1,6,4,6,4,3,1,1,4,2,2,3,1,10,1,2,2,10,2,3,8,4,3,1,3
chr1:77631850-77641655,0,4,2,0,3,1,4,0,0,2,2,2,1,2,4,3,2,1,2,2,0,0,2,3,0,7,1,1,2,5
chr3:149846011-149895560,2,2,2,2,0,2,2,2,2,2,2,2,3,2,2,1,3,1,0,1,0,3,0,0,0,6,0,1,3,0
chr2:58221942-58232112,23,12,10,16,20,24,26,8,16,13,19,17,12,21,12,19,18,12,16,8,10,12,28,20,11,18,11,14,17,29
chr11:65500420-65500510,2,1,1,1,2,2,5,1,1,0,2,1,1,1,4,0,2,3,3,2,0,2,1,0,2,2,1,3,0,2
chr2:172568741-172596023,2,1,1,3,3,1,7,2,1,2,0,1,3,2,0,2,2,3,3,2,6,3,6,0,7,5,0,3,2,3
chr9:96522506-96565483,3,4,2,0,3,3,3,3,6,4,1,5,3,3,1,4,2,3,6,7,4,3,0,5,1,5,3,1,4,5
chr1:59900965-59916100,5,1,0,1,5,5,1,1,5,8,4,0,0,2,0,2,5,4,1,4,1,5,4,0,5,1,2,2,4,6
chr22:36338293-36338566,1,3,2,1,2,3,3,0,5,0,7,6,1,0,1,4,7,3,3,6,3,6,4,2,1,3,6,3,3,5
chr2:109564366-109593119,3,4,3,1,1,5,1,4,4,5,1,7,2,0,3,7,5,1,3,2,4,1,3,1,3,4,1,2,2,9
chr1:206937374-206937747,4,1,1,2,3,1,2,0,3,2,2,0,0,0,0,2,1,1,4,0,3,1,2,1,2,2,1,3,1,4
chr16:2002754-2002990,2,1,3,0,1,0,4,1,2,1,3,0,1,2,2,2,0,2,0,2,2,2,0,0,1,1,2,2,1,2
GL000253.2:2580253-2664913,9,12,0,0,20,21,27,4,9,9,21,0,14,0,14,11,0,11,0,0,0,17,0,15,0,12,0,0,0,21
chr10:110885253-110890670,1,3,1,2,1,2,4,2,8,1,4,2,2,3,4,3,3,3,3,3,1,0,1,2,1,2,4,1,0,1
chr13:49167244-49175541,2,0,0,2,2,4,2,2,3,2,1,4,4,2,3,3,2,2,5,4,5,2,5,4,1,2,5,4,2,3
chr11:65500488-65500619,2,0,2,4,0,0,5,2,2,0,3,0,2,2,4,0,1,2,3,3,0,5,2,0,0,9,4,1,4,4
chr12:45926142-45928859,4,4,2,2,3,3,6,3,3,3,5,3,2,2,1,6,3,2,2,12,3,2,7,3,2,6,3,4,3,4
chrM:6939-7160,109,74,19,40,57,56,20,44,65,67,44,59,67,34,113,37,25,16,49,29,25,19,56,23,39,54,35,38,54,74
chr17:29876603-29876849,2,2,4,0,3,1,6,6,5,1,9,5,3,3,3,2,6,7,9,6,1,5,5,3,2,9,6,6,6,6
chr14:80895718-80906081,2,0,1,0,2,2,3,2,3,2,4,0,2,0,1,0,2,1,4,1,1,2,4,0,0,1,1,0,4,2
chrX:10566888-10567603,0,2,1,1,3,3,4,2,1,4,1,5,1,0,0,1,4,0,3,2,1,3,2,2,2,3,2,1,3,3
chr15:50586392-50592626,4,2,2,0,2,3,3,3,2,2,3,3,0,1,3,2,4,1,4,1,1,1,2,1,0,3,1,0,2,3
chr11:65499693-65499836,0,6,1,3,1,3,2,0,3,2,3,1,1,2,4,2,2,0,0,6,1,0,1,0,2,4,2,2,5,3
chrM:7185-7371,0,2,0,0,4,4,2,0,4,0,2,0,2,3,3,4,1,1,0,2,2,2,1,0,0,2,1,4,1,2
chr15:44717718-44718023,3,12,2,3,9,12,4,1,9,6,1,5,0,1,2,7,4,6,7,1,1,3,5,4,4,5,3,8,6,5
chr1:35470863-35479212,4,3,0,1,2,2,2,5,0,2,2,4,4,4,3,1,1,2,0,1,2,3,2,2,0,0,2,0,2,2
chr9:5968019-5988545,1,2,2,2,1,3,3,2,5,2,5,3,2,3,4,4,3,2,0,3,6,3,2,2,2,1,3,1,2,2
chr18:13681605-13682105,3,3,3,3,3,4,3,1,1,2,2,0,3,4,0,1,3,1,4,3,1,1,8,1,1,1,3,3,3,8
chr12:66145841-66153448,2,1,1,2,4,1,3,0,2,0,1,2,4,3,2,3,1,0,0,2,4,3,2,3,1,2,0,1,2,5
chr12:46229153-46243314,11,19,15,18,25,30,25,15,14,11,20,21,10,5,4,36,6,8,15,14,16,11,22,20,17,14,17,12,18,25
chr18:76849526-76851939,11,6,3,5,12,10,13,7,11,4,9,7,8,1,3,6,9,7,13,8,9,5,10,1,3,14,6,6,9,16
chrM:7229-7394,1,0,1,1,0,0,4,5,5,5,4,2,0,5,7,7,1,7,4,4,7,4,0,12,2,4,3,11,1,3
chr5:80767933-80792844,5,1,1,1,4,2,2,5,1,3,3,4,1,0,0,1,2,0,4,0,0,3,4,1,2,1,1,3,1,3
chr1:206937385-206937740,2,1,3,1,8,2,4,1,4,4,5,3,1,5,0,10,3,2,5,5,3,4,4,4,1,3,2,2,2,3
chr3:124737568-124744203,4,2,1,2,7,3,1,0,4,2,0,0,0,4,0,1,2,0,3,2,2,0,4,1,0,1,0,3,0,4
chr2:23823258-23823569,5,6,2,2,7,6,6,5,2,4,11,7,7,7,1,5,3,3,11,8,2,6,8,6,1,13,1,3,1,9
chr22:22901239-22919801,0,0,2,0,13,2,9,1,2,2,10,1,4,2,1,0,0,6,3,4,3,2,8,0,2,4,4,1,1,2
chr8:140879471-140890769,4,2,4,2,2,3,2,4,5,3,3,5,3,4,3,7,4,3,2,5,1,1,1,3,5,3,1,6,2,7
chr3:197104903-197119530,6,4,2,2,2,6,5,1,0,2,2,6,2,3,1,5,4,4,1,1,3,3,6,1,3,7,2,2,5,4
chr12:32598497-32611283,20,8,9,11,12,13,14,5,8,23,15,18,12,13,1,14,11,9,14,14,1,7,9,11,13,1,9,10,15,27
chrM:6583-7077,2,2,0,0,1,1,1,1,5,3,2,0,1,1,2,7,0,1,0,1,5,1,4,5,3,2,3,6,7,3
chr8:27518524-27519771,6,3,1,3,2,1,4,3,1,2,5,2,4,1,1,1,0,1,2,3,1,1,2,4,1,3,1,0,1,5
chr22:50372020-50394135,1,9,7,3,10,12,10,3,10,10,6,9,4,5,6,10,3,5,10,10,5,2,1,4,5,8,6,5,5,11
chr11:65500572-65500619,2,2,1,2,1,2,3,2,1,2,3,1,2,3,2,1,1,0,1,0,1,2,1,1,1,3,3,0,0,9
chr9:130753707-130753925,3,0,4,0,1,0,0,3,3,0,2,2,2,2,0,2,0,4,1,3,0,3,3,1,0,4,0,3,3,2
chrM:5902-6119,21,13,13,2,11,11,11,21,8,8,31,17,17,0,35,14,12,18,26,19,6,29,5,7,12,19,17,11,14,25
KI270936.1:104236-105141,6,2,1,1,4,6,2,2,5,2,3,6,6,4,1,13,6,1,7,3,6,3,12,8,3,6,8,4,2,1
chr6:42603588-42606651,4,1,3,2,7,2,1,0,3,1,2,1,2,3,2,2,0,2,5,4,1,1,7,1,2,6,6,1,4,3
