ID,1032245-N_bwa.ciri2,1039868-N_bwa.ciri2,1042353-N_bwa.ciri2,1042745-N_bwa.ciri2,1043773-N_bwa.ciri2,1045386-N_bwa.ciri2,1045549-N_bwa.ciri2,1046191-N_bwa.ciri2,1046287-N_bwa.ciri2,1046349-N_bwa.ciri2,1046499-N_bwa.ciri2,1047291-N_bwa.ciri2,1047831-N_bwa.ciri2,1047912-N_bwa.ciri2,1048720-N_bwa.ciri2,1049983-N_bwa.ciri2,1050700-N_bwa.ciri2,1051316-N_bwa.ciri2,1054390-N_bwa.ciri2,1056166-N_bwa.ciri2,272577-N_bwa.ciri2,451368-N_bwa.ciri2,477022-N_bwa.ciri2,515975-N_bwa.ciri2,522638-N_bwa.ciri2,548142-N_bwa.ciri2,649867-N_bwa.ciri2,685749-N_bwa.ciri2,843725-N_bwa.ciri2,99272-N_bwa.ciri2
chr9:83679775-83686155,12,5,4,10,7,21,11,6,5,8,7,10,6,3,2,8,4,6,5,5,4,4,5,6,10,6,5,4,7,11
chr19:38119306-38119882,2,2,0,0,3,0,7,2,3,0,0,2,2,2,0,0,3,3,0,3,0,2,3,3,0,0,2,2,2,2
chr4:151352900-151353391,0,0,2,3,0,0,0,2,2,0,3,4,3,2,0,2,2,3,3,0,0,2,2,2,2,0,4,0,0,3
chr2:88801099-88804880,12,12,16,10,24,24,36,10,7,7,16,42,29,25,6,20,13,14,24,21,17,12,38,9,9,42,15,27,28,41
chr10:68487144-68506718,0,2,0,0,0,4,8,3,4,2,0,3,2,2,2,4,0,3,3,4,0,0,0,0,4,4,0,0,0,4
chr17:61776401-61780401,5,0,2,2,3,0,2,2,0,0,0,3,0,4,0,2,0,0,7,2,0,0,2,2,4,2,0,5,0,3
chr12:26996742-26999676,2,0,2,0,5,5,0,5,0,3,2,7,0,4,4,4,4,0,2,7,0,2,0,3,0,2,3,2,5,3
chr12:101714090-101716812,0,3,2,3,4,0,8,9,9,0,4,4,4,6,2,2,5,2,0,2,2,3,0,4,2,8,2,0,2,10
chr9:111574734-111586165,0,0,0,2,2,3,4,3,0,0,2,3,6,5,2,3,4,0,0,2,3,2,10,0,0,0,0,5,3,3
chr7:17890363-17897446,0,0,4,0,2,4,3,0,2,2,4,0,3,3,0,3,0,2,3,6,2,6,3,4,0,3,4,0,2,6
chr15:63696124-63716473,12,12,7,6,8,4,8,7,7,5,9,12,5,7,2,6,9,3,7,4,6,5,11,5,7,5,4,8,9,13
chr16:3979116-3983440,0,6,0,0,5,2,5,2,5,3,3,4,2,0,4,0,0,0,0,0,7,0,0,2,0,0,2,2,0,4
chr18:49929512-49937397,15,6,5,6,9,5,12,11,12,5,8,8,6,4,4,7,9,8,11,8,4,5,6,4,9,11,8,4,8,9
chr9:131436620-131439061,0,4,0,2,4,3,5,2,5,2,3,2,0,2,5,5,0,2,6,2,3,4,4,0,0,2,2,6,0,4
chrX:85303406-85308216,5,4,4,4,0,4,4,8,5,11,7,5,6,5,0,3,8,4,4,2,3,2,5,4,0,6,7,2,0,7
chr7:92457552-92492286,5,0,2,2,6,4,5,3,4,2,3,0,0,0,0,0,4,5,6,3,3,0,0,0,2,3,7,3,2,2
chr8:100220279-100233537,0,5,0,0,5,5,0,3,0,2,2,4,0,8,0,2,5,3,3,4,7,0,3,3,5,4,4,0,4,4
chr2:84870225-84870785,10,17,6,4,7,5,12,7,10,8,6,7,2,4,0,0,3,3,12,6,4,3,10,9,7,5,9,7,7,8
chr4:128074460-128091512,3,6,2,2,3,3,0,0,0,0,0,4,0,3,0,0,0,3,3,0,2,3,3,3,0,5,0,3,6,3
chr12:1027748-1028572,2,3,2,3,3,4,6,6,5,0,4,5,4,0,0,4,3,5,11,6,8,4,7,5,0,8,2,0,3,9
chr2:45546732-45562756,3,10,4,5,8,22,12,4,9,4,3,5,10,5,4,5,12,6,8,9,8,8,5,8,6,6,7,6,6,14
chr6:17665239-17669546,4,3,0,0,2,0,3,0,0,2,2,3,2,4,0,0,0,0,3,0,0,0,0,2,2,5,2,2,3,0
chr10:11997672-12014184,2,5,2,3,4,6,2,5,3,5,3,4,3,2,4,5,4,4,3,3,0,2,7,4,5,6,4,3,3,4
chr12:28305649-28391411,2,2,0,2,4,0,4,2,0,0,0,3,4,3,3,2,2,0,3,3,2,0,0,3,2,0,0,0,0,2
chr1:1804419-1817875,4,10,10,5,21,10,4,8,4,2,12,10,6,8,4,12,5,5,11,12,5,6,9,4,6,9,4,7,14,13
chr12:49097566-49098105,3,0,2,0,3,4,4,2,0,4,2,4,0,6,0,3,5,2,5,5,3,5,3,3,4,5,3,3,3,6
chr4:4648977-4649542,0,3,0,0,0,2,2,0,2,2,3,0,0,2,2,0,2,2,4,3,0,0,2,3,0,3,2,0,0,5
chr4:147857553-147881932,3,4,2,3,6,15,4,4,5,2,4,4,5,11,12,7,3,8,3,8,6,2,0,8,6,7,2,5,7,3
chr5:79618647-79620083,0,4,2,2,4,7,7,4,2,3,3,4,4,3,0,0,0,6,0,3,4,4,2,5,0,11,3,2,0,7
chr4:106171095-106212835,0,3,2,3,2,5,2,3,0,2,2,0,2,3,0,0,0,0,0,0,0,2,6,0,5,0,7,4,2,3
chr11:72757767-72759381,2,2,0,0,5,3,3,4,4,2,5,3,0,2,0,3,3,2,6,8,0,2,4,0,5,7,2,5,2,0
chr17:50736960-50741731,0,5,0,3,2,8,4,0,7,2,0,4,5,4,3,2,2,4,4,0,0,2,0,0,3,4,0,2,3,2
chr6:34606555-34606904,0,0,4,0,3,4,3,3,0,2,0,0,3,3,0,2,4,2,0,5,0,3,2,3,0,6,0,2,0,2
chr1:180984677-181005463,5,6,7,0,3,11,5,2,3,0,4,0,4,5,0,4,2,2,0,0,3,0,6,2,3,3,2,2,0,0
chr8:18765449-18804898,4,3,8,4,6,4,12,5,4,8,7,7,13,8,12,5,6,0,8,6,5,4,13,5,2,0,5,5,3,9
chr10:110964125-110985765,23,22,7,12,17,26,20,14,22,20,20,17,16,22,9,18,23,12,21,22,9,14,35,14,20,25,22,17,20,22
chr15:58912563-58913696,2,3,0,3,2,8,2,0,5,2,2,0,2,3,0,3,3,0,2,0,2,0,2,0,0,2,2,2,0,3
chr17:42498924-42501304,6,9,5,5,7,10,16,8,11,4,4,6,6,4,4,14,4,4,6,7,7,5,9,5,7,9,0,5,3,13
chr9:83678441-83683066,3,0,0,0,0,3,4,2,0,0,7,3,0,0,2,0,0,0,2,4,0,3,3,0,4,2,2,0,2,4
chr1:197642711-197658369,15,12,10,8,17,17,11,22,13,5,18,19,22,19,9,30,16,5,22,18,3,12,33,10,8,21,18,14,9,34
chr21:29321221-29329693,7,13,5,3,7,12,11,5,8,5,13,9,10,9,8,11,6,11,9,12,11,2,7,8,9,9,3,4,9,15
chr16:11120615-11126146,4,3,0,0,3,2,0,0,0,0,3,4,5,4,0,3,0,2,4,3,0,0,5,3,0,6,3,2,2,4
chr6:70475410-70502791,0,2,0,0,4,6,0,0,0,0,4,5,0,0,3,4,0,0,2,3,3,2,2,0,0,4,2,3,4,0
chr8:94537103-94538346,0,0,2,0,2,4,3,0,3,0,0,0,4,2,0,0,0,2,2,0,0,3,3,3,0,3,2,0,2,2
chr21:15833348-15842540,0,3,0,0,0,2,2,0,0,2,2,2,0,0,0,5,3,4,3,3,3,4,2,5,0,2,0,2,5,0
chr11:22203804-22227586,0,2,0,0,0,4,4,0,0,0,3,2,2,0,0,3,4,2,2,0,3,2,0,2,0,3,0,0,2,4
chr19:5604583-5604936,14,5,9,3,11,7,27,7,6,2,12,9,3,3,4,9,4,10,9,2,6,10,7,4,4,12,7,4,5,14
chr1:245915530-245929937,2,2,2,0,5,2,0,5,2,0,5,3,0,4,0,4,0,0,5,5,0,2,0,0,3,3,2,0,3,4
chr2:168161787-168167407,2,0,2,2,2,3,8,4,0,0,2,2,0,2,0,0,2,2,4,2,0,0,3,4,0,2,0,5,0,2
chr19:34430576-34438766,3,2,3,0,3,7,3,6,5,6,8,4,4,2,3,7,4,0,4,7,4,5,9,4,2,5,8,3,3,8
chr3:149846011-149912083,6,3,0,2,5,6,0,2,0,0,3,4,6,0,0,2,3,0,2,3,4,3,0,0,3,2,2,2,4,0
chr20:41533050-41551360,2,0,3,0,3,4,4,0,3,2,5,4,6,0,0,4,6,3,2,0,4,2,4,5,6,2,3,6,4,4
chr16:67628370-67629533,3,2,4,0,3,7,2,0,5,3,2,4,0,0,2,5,4,5,8,3,5,0,5,0,2,4,0,7,3,7
chr6:43055545-43056445,2,5,4,2,4,2,11,2,7,0,5,3,0,5,2,6,2,6,2,5,2,4,5,7,3,3,2,7,4,7
chr12:108652272-108654410,29,22,24,23,33,33,43,24,25,21,32,45,37,38,37,33,31,33,35,31,23,35,40,30,22,46,34,24,20,49
chr12:19462510-19473355,2,4,3,0,4,6,5,9,4,3,7,9,0,9,4,12,5,6,5,6,0,8,6,0,3,10,2,10,6,8
chr1:155675010-155679512,13,10,10,4,12,22,25,19,5,12,10,19,20,16,16,14,17,19,15,18,7,21,17,14,10,14,16,8,14,23
chr11:118583809-118584644,8,4,3,0,2,7,5,5,3,4,4,12,3,2,0,0,0,5,3,5,5,7,2,4,3,8,0,0,3,3
chr3:171188702-171194635,3,5,3,0,6,3,13,2,4,3,10,5,3,4,0,6,3,0,9,3,2,2,7,4,0,7,5,6,3,4
chr16:27213585-27215008,5,6,8,8,15,7,18,3,5,4,11,10,7,11,4,6,3,3,7,8,3,7,13,5,7,9,4,7,4,9
chr22:45729425-45740538,8,17,13,14,23,23,15,19,15,13,24,24,23,11,14,14,9,8,14,9,11,5,20,5,13,17,13,12,13,25
chrX:135545423-135556300,5,7,6,2,7,10,7,0,5,10,4,3,5,4,0,5,3,5,8,6,4,2,2,3,3,6,6,5,5,12
chr20:34072066-34078553,2,3,4,0,5,0,2,2,0,2,3,2,3,4,2,2,0,3,2,0,2,5,2,5,2,4,4,5,3,4
chr16:71658233-71679535,3,2,3,2,0,4,3,5,2,0,2,4,3,0,0,2,0,0,2,4,2,0,0,0,0,6,0,0,0,4
chr1:40190772-40202614,2,0,3,2,0,0,4,0,3,0,3,0,0,0,2,4,2,0,2,2,2,0,5,0,4,4,3,4,0,3
chr3:179203544-179204588,0,0,3,3,4,4,2,4,3,0,9,4,4,5,4,3,3,0,2,4,0,0,2,2,0,0,5,2,3,3
chr17:76312870-76313891,3,0,3,2,3,3,5,4,0,3,2,2,2,4,4,5,2,0,2,0,0,2,3,2,2,4,2,2,2,2
chr12:46229153-46254936,5,5,9,4,9,8,10,0,2,7,7,4,8,2,0,10,0,8,4,6,6,0,6,3,4,6,7,13,0,6
chr19:23807826-23808814,0,5,2,2,0,0,9,6,0,0,2,0,3,0,0,3,5,0,2,0,2,2,6,6,0,0,3,0,2,2
chr10:17704431-17705741,5,0,2,2,2,3,4,3,2,0,2,5,4,0,3,0,3,5,4,2,0,5,2,2,2,6,4,3,3,7
chr10:84417771-84425893,13,16,13,16,17,21,22,9,9,6,18,24,14,13,10,7,11,9,10,12,9,19,23,7,9,17,7,7,18,14
chr21:15762891-15766141,6,3,5,0,6,6,11,12,8,0,9,7,6,6,6,7,13,8,12,5,5,15,4,6,2,20,8,11,7,17
chr5:177536358-177539147,3,7,5,5,13,7,16,9,12,7,11,8,6,7,11,16,10,7,11,17,5,11,15,7,10,12,9,17,13,13
chr10:73536269-73539593,4,2,0,0,0,0,5,2,3,0,2,3,0,0,3,0,0,0,2,0,0,3,2,0,3,2,3,3,0,4
chr3:172251260-172310881,0,0,2,2,0,7,7,5,2,6,9,10,8,3,3,7,10,3,4,9,5,3,8,4,5,2,2,4,3,7
chr7:77778338-77778814,0,2,9,0,0,2,0,4,6,3,0,3,5,2,0,0,0,2,5,3,0,0,3,3,0,4,5,5,3,4
chr6:116698704-116705160,7,8,4,2,4,8,14,3,4,0,5,6,5,7,3,5,7,9,3,4,3,3,10,2,4,4,5,8,6,8
chr4:102722871-102726683,0,0,0,2,7,2,4,2,0,0,2,2,2,2,3,2,3,2,4,0,2,5,4,0,2,6,0,3,3,4
chr1:172551512-172557794,5,2,4,4,5,9,6,5,4,4,2,8,8,6,0,6,2,3,4,0,5,2,6,3,2,10,0,0,4,7
chr20:21365421-21368590,2,0,3,2,4,0,5,5,4,0,4,2,2,2,0,0,4,7,4,2,2,5,4,0,2,3,3,0,3,5
chr5:171183195-171205612,5,6,0,0,5,2,10,3,4,5,4,8,3,3,0,0,7,3,8,5,4,5,9,4,5,8,4,2,9,8
chr10:31373018-31387266,3,0,3,0,3,4,2,3,3,2,3,0,2,0,2,3,2,0,0,6,0,2,0,2,3,3,2,0,0,4
chr5:65567513-65572286,14,10,3,2,7,30,2,8,9,0,8,3,0,9,0,17,3,8,10,3,2,0,0,0,0,0,0,6,9,0
chr3:16301626-16302748,0,3,2,0,3,4,11,0,5,3,6,0,2,2,4,0,0,0,0,0,2,2,4,0,0,0,2,4,0,9
chr2:69337898-69338565,3,0,3,0,4,4,5,2,2,0,2,8,2,2,0,0,4,0,3,2,0,4,4,2,2,2,0,4,0,3
chr12:113267843-113269845,3,5,2,5,5,7,7,4,3,0,4,13,0,5,3,8,2,0,8,3,3,4,4,0,3,11,5,3,6,5
chr7:158759486-158764853,33,46,21,22,62,79,67,38,51,24,48,47,35,38,40,51,37,32,32,55,35,32,58,25,25,55,26,34,40,67
chr11:77619606-77629899,5,5,2,6,10,6,4,4,3,4,7,8,2,5,3,8,8,4,6,4,7,2,9,5,6,6,3,9,4,14
chr8:100709133-100713181,0,4,0,0,5,3,6,0,3,4,0,4,2,4,3,0,0,3,3,0,2,2,3,2,0,3,0,3,2,0
chr12:32598497-32625779,6,2,0,2,3,2,2,0,3,2,0,0,4,2,0,4,0,3,5,0,0,0,3,2,2,2,5,0,0,0
chr15:25405461-25415842,7,3,0,0,9,11,9,3,4,4,5,5,8,4,0,9,5,4,3,7,0,2,11,4,4,10,3,7,2,15
chr18:54271360-54277855,2,4,0,0,2,4,3,0,2,0,5,4,0,6,2,0,2,0,0,2,0,4,0,0,2,0,0,3,0,2
chr4:139889357-139890967,5,7,2,8,15,10,3,6,7,4,11,8,4,5,3,5,12,9,9,10,0,4,6,5,7,8,13,7,5,11
chr14:91481576-91490802,0,2,0,2,0,5,0,2,6,0,2,7,4,3,0,0,2,0,3,4,2,2,2,2,0,4,0,0,4,5
chr11:34089395-34092056,3,3,0,0,3,3,2,0,0,0,0,6,3,3,0,0,2,0,3,3,0,2,0,0,2,2,0,0,2,3
chr3:119863419-119905852,0,2,3,0,4,2,3,0,3,0,0,2,2,0,0,0,3,0,3,0,0,0,5,2,2,5,0,0,2,5
chr9:83682951-83686155,5,6,9,2,7,5,5,7,5,2,3,4,5,7,3,6,4,7,7,3,0,2,6,0,3,11,4,5,4,9
chr13:40826506-40855815,2,2,0,3,3,7,3,3,5,3,0,3,0,0,2,0,0,3,3,2,0,0,3,5,0,3,0,0,3,0
chr14:103778745-103797518,7,10,10,3,8,7,16,8,10,7,14,15,5,12,5,9,4,9,8,9,7,4,7,10,9,24,9,6,9,8
chr16:53155926-53157541,5,7,5,0,10,12,3,5,3,6,2,4,8,5,5,8,4,3,4,5,0,6,5,8,2,6,5,4,5,12
chr1:90937485-90982370,0,7,2,2,10,5,3,4,3,0,2,0,0,4,2,0,3,2,5,2,0,0,4,3,0,6,2,2,6,6
chr1:92605307-92625934,2,0,3,0,4,4,4,0,4,0,4,9,3,2,0,3,2,2,0,0,0,0,0,0,2,3,0,3,2,2
chr2:71426460-71427414,0,0,0,2,4,6,2,0,3,0,3,0,5,2,2,0,0,0,3,0,0,2,3,0,0,6,2,0,5,6
chr2:101281859-101295181,2,0,0,2,2,3,4,4,2,0,4,2,0,0,3,2,0,4,4,4,0,5,0,0,0,2,0,0,2,0
chr15:94356137-94402019,13,5,0,7,14,9,15,3,9,9,14,12,7,8,6,11,7,8,10,17,4,3,6,6,9,11,13,9,9,15
chr10:103091564-103094455,0,3,2,0,0,3,5,2,0,0,0,2,2,3,0,6,0,0,3,3,0,0,2,0,5,2,0,2,3,0
chr21:46349012-46349820,0,3,5,6,4,3,6,2,10,2,6,3,0,3,3,5,2,4,6,0,5,2,5,8,2,3,2,3,5,0
chr12:69800209-69801721,28,36,36,24,45,21,51,35,38,15,36,60,34,44,18,34,27,20,43,31,23,27,35,30,37,32,24,23,26,61
chr15:63532647-63563008,6,15,6,9,17,13,5,12,12,10,13,17,11,5,3,9,8,7,7,7,10,4,13,7,7,12,14,3,7,17
chr15:68141946-68146700,0,0,0,0,0,3,4,0,4,2,4,0,0,0,0,4,2,3,4,3,0,5,2,0,0,2,6,4,0,4
chr1:92333391-92380873,10,12,9,7,13,13,10,8,11,6,5,13,13,9,0,19,6,7,9,9,11,2,14,11,3,16,5,7,13,15
chr5:14316513-14336727,0,6,5,3,2,4,4,4,2,0,2,0,2,2,2,3,3,2,3,2,0,0,6,0,2,2,8,3,0,4
chr9:127444029-127445249,0,2,0,0,0,3,2,2,0,4,4,2,0,2,4,0,5,0,0,3,2,3,0,2,0,2,4,2,4,0
chr1:235830226-235833667,5,2,0,2,0,2,0,5,0,0,2,3,0,3,0,0,2,2,0,0,0,2,2,0,0,5,3,0,2,4
chr9:96320998-96324169,5,2,0,2,2,3,7,2,2,0,2,5,2,0,6,2,0,0,3,3,0,0,3,5,2,2,5,3,0,0
chr3:47425485-47428670,4,7,3,5,6,7,7,3,2,3,2,4,5,5,0,6,2,0,5,2,3,4,6,3,3,3,6,7,2,4
chr13:77719532-77753358,4,0,4,3,7,2,7,0,6,4,0,14,3,5,0,4,4,9,2,4,5,0,4,0,6,4,2,3,4,3
chr14:34551714-34554912,23,20,28,4,27,19,45,86,67,14,17,90,22,34,37,54,9,21,16,24,19,13,74,35,28,16,11,46,50,59
chr17:77402059-77402703,3,0,2,0,4,4,5,0,0,10,0,5,2,3,5,0,5,2,4,7,4,0,2,0,0,4,2,4,4,5
chr14:32090502-32117287,17,9,12,5,18,13,19,8,10,12,8,12,9,12,12,12,13,5,20,14,12,10,9,13,6,17,6,14,12,25
chr15:63532647-63537156,3,5,4,0,3,6,7,0,6,0,3,5,0,4,3,5,6,2,9,2,3,4,3,3,0,8,5,0,2,6
chr4:38089932-38103157,8,3,5,13,5,10,14,2,10,0,7,12,6,4,6,2,6,4,10,4,8,5,12,4,7,7,6,11,11,10
chr4:76124649-76144473,3,3,3,0,3,0,4,0,3,0,2,3,0,0,2,2,7,0,2,4,5,0,6,0,3,4,3,0,0,2
chr19:18537601-18538433,4,3,0,6,0,5,6,3,6,4,2,5,7,0,0,6,2,0,5,4,0,4,5,4,4,3,4,4,0,2
chr5:103096541-103097781,2,3,3,3,6,10,6,2,5,0,0,7,0,9,3,4,4,2,9,6,4,4,4,7,2,6,3,4,7,5
chr13:48077153-48090418,0,3,2,0,3,4,3,2,2,0,0,0,3,5,3,2,2,0,3,5,0,2,3,3,2,3,0,3,4,3
chr1:205616478-205623891,45,59,22,22,50,51,74,39,37,26,39,58,31,29,28,51,23,34,41,52,29,32,39,26,25,49,38,32,38,53
chr2:172568741-172596023,3,0,2,3,9,3,10,2,3,3,0,5,4,2,0,2,2,5,4,3,6,7,10,0,7,5,4,6,2,6
chr4:7868622-7872080,0,0,0,0,0,3,4,2,3,2,7,0,2,2,3,0,2,4,2,0,0,6,2,0,0,4,2,0,2,7
chr19:17276495-17276909,3,4,6,6,10,5,17,4,6,6,5,5,7,7,9,5,3,2,9,8,2,5,10,4,7,11,3,5,4,12
chr18:196637-199316,6,0,0,4,2,2,6,0,6,2,3,2,0,2,0,3,0,0,3,0,2,0,3,0,0,3,2,2,2,2
chr4:76134175-76144473,10,13,7,0,13,12,11,11,10,3,13,12,7,8,4,8,13,7,16,7,8,6,12,8,6,15,9,8,8,11
chr2:69348171-69363670,2,3,4,0,2,3,2,2,2,2,0,3,0,3,0,5,0,2,0,3,2,2,2,0,2,6,2,2,4,3
chr1:77631850-77641655,0,6,2,0,4,3,5,0,0,4,2,2,2,3,6,4,3,2,3,2,0,0,2,4,0,10,2,0,3,5
chr6:107921797-107929514,0,2,0,0,3,3,6,2,0,0,3,3,3,0,0,4,4,2,4,0,3,0,4,0,0,6,0,4,2,5
chr14:76166663-76180849,0,8,2,0,5,6,7,2,2,2,4,0,0,5,4,4,2,0,3,2,0,3,2,3,0,4,4,4,0,4
chr22:43039780-43046573,3,0,2,3,3,3,3,0,0,0,5,0,5,3,2,0,3,2,2,4,0,0,2,0,0,6,2,0,0,0
chr14:22926133-22927660,6,8,10,4,5,16,12,4,6,7,6,5,10,0,4,5,0,2,6,3,2,7,8,5,4,6,0,5,5,6
chr4:17960265-17972885,2,3,0,0,0,10,0,3,2,0,3,3,0,3,0,3,2,3,6,0,0,0,5,0,0,2,0,0,2,4
chr2:47377014-47379969,15,22,8,10,10,10,14,8,13,14,8,9,6,5,0,10,12,4,13,7,9,4,11,12,15,12,13,11,13,12
chr13:24222819-24224582,3,3,3,3,3,5,10,3,6,4,3,0,0,3,0,4,2,0,5,4,3,0,4,0,2,4,3,0,2,5
chr12:47104113-47108164,0,0,0,0,0,0,4,2,2,0,5,2,2,2,0,0,0,2,2,4,0,2,4,3,0,2,0,2,0,3
chr12:28305649-28307749,2,10,4,4,5,7,11,4,9,6,6,8,6,8,5,11,12,7,8,8,3,5,6,4,7,5,2,4,5,19
chr2:224535528-224557856,5,4,0,3,5,4,10,0,8,5,3,5,4,5,5,8,3,2,3,6,6,0,6,4,2,4,4,3,2,13
chr8:108449823-108455930,3,3,4,0,12,10,10,6,10,4,9,5,3,6,8,10,6,6,11,5,7,6,5,3,7,8,8,6,8,9
chr8:47284028-47294030,0,2,8,4,2,0,9,2,9,3,6,6,4,0,2,4,2,6,7,3,4,3,0,4,2,3,6,5,5,6
chr15:74923648-74929232,0,5,0,3,4,7,5,3,0,4,4,4,2,5,0,0,2,0,4,3,0,2,2,4,3,7,6,5,0,4
chr14:80895718-80906081,2,0,0,0,2,2,4,2,4,2,6,0,4,0,0,0,2,0,6,0,2,2,4,0,0,2,0,0,4,2
chr14:34862044-34862322,12,4,4,0,5,5,7,12,11,4,8,9,3,4,6,5,3,6,11,5,3,10,7,7,4,11,4,4,3,8
chr1:20765377-20773610,4,2,0,0,2,2,4,0,2,2,2,0,0,0,0,0,3,4,0,2,2,0,3,0,0,2,5,0,4,0
chr2:109564366-109593119,3,9,4,2,2,8,5,6,6,7,5,10,4,0,6,8,9,2,6,3,7,2,3,2,5,8,2,5,3,9
chr10:60084602-60085253,0,5,3,0,2,2,6,4,3,0,2,3,0,0,0,2,4,4,4,2,2,2,0,0,0,3,3,2,0,5
chr4:90308244-90313047,4,3,2,5,6,3,8,0,6,3,2,3,10,6,0,4,13,2,0,4,6,4,4,4,3,6,6,3,3,12
chr7:92294889-92327900,16,10,9,8,18,14,14,12,7,8,20,22,18,10,6,13,13,9,9,13,14,5,13,4,12,11,16,10,12,27
chr22:28514757-28519320,0,0,3,0,2,3,3,0,3,0,2,4,0,0,2,2,2,0,0,0,2,6,2,0,0,4,0,4,4,0
chr9:128508876-128515639,3,2,0,0,0,3,2,2,0,0,0,3,2,2,0,3,2,4,4,2,0,2,0,4,0,2,0,0,0,0
chr3:138570318-138572932,0,20,0,6,20,13,16,11,0,16,0,19,16,0,14,0,10,8,0,0,10,0,32,9,13,14,0,11,14,23
chr7:8003908-8071131,0,2,0,2,4,4,5,0,2,0,4,2,0,6,0,0,0,2,5,3,2,2,3,0,0,3,0,0,3,2
chr9:76067955-76096102,2,0,3,5,4,2,6,4,4,8,2,2,0,5,0,7,3,0,3,4,4,0,5,3,2,7,4,4,0,3
chr19:21974729-21988909,9,18,10,16,17,21,25,17,13,0,16,19,36,23,62,8,22,18,7,20,12,17,14,12,10,28,13,30,17,47
chr3:71493426-71501988,2,2,3,3,0,5,0,3,0,3,3,5,0,2,0,5,0,2,0,4,0,2,3,6,2,2,0,0,2,2
chr4:120754553-120811449,7,10,0,3,5,3,8,2,6,3,3,9,0,7,8,6,5,3,5,4,7,6,4,5,2,7,8,4,4,10
chr12:56234824-56235700,0,4,2,4,3,2,2,3,0,2,0,4,5,0,0,2,2,0,2,2,2,4,4,5,0,2,0,0,3,3
chr15:74923648-74926887,4,4,2,2,4,2,6,0,5,0,5,8,2,0,2,5,2,0,2,2,0,5,6,9,0,5,4,6,0,4
chr1:31915895-31919658,32,28,21,16,27,42,22,18,21,13,13,28,24,24,16,19,20,13,23,11,10,11,27,12,16,39,16,17,28,30
chr1:28459085-28466535,0,4,2,0,4,2,6,3,0,3,3,5,2,2,8,8,2,2,2,4,2,6,6,4,2,4,0,2,5,4
chr10:110881233-110887886,5,11,6,2,5,7,7,4,4,3,7,7,5,7,0,4,6,2,4,0,0,2,2,2,0,4,7,5,5,9
chr8:94159971-94165976,4,0,2,0,0,3,4,2,3,0,2,0,4,2,2,2,2,2,3,3,0,0,3,3,3,0,0,2,0,5
chr3:155829688-155834041,0,3,4,2,3,7,7,5,3,0,3,0,4,5,5,6,0,0,7,6,2,2,9,4,3,11,3,3,2,8
chr1:45087881-45088237,5,5,0,0,7,6,5,3,4,3,0,5,7,2,4,0,5,4,5,5,0,3,3,4,5,10,3,0,2,6
chr3:67495798-67498295,3,4,0,4,5,3,9,3,3,2,5,2,4,2,0,5,3,4,0,0,2,2,6,2,0,4,0,5,4,3
chr1:113834910-113855049,4,12,3,6,7,8,8,3,8,3,6,6,4,8,3,9,6,4,4,2,6,5,6,6,2,8,6,5,4,8
chr3:57583898-57584464,3,3,3,4,6,3,4,2,5,6,3,7,2,4,0,0,5,4,2,2,3,2,11,4,3,2,4,3,7,7
chr2:189719572-189720787,3,0,0,2,6,2,0,3,2,2,3,0,4,2,5,2,2,0,0,4,0,3,3,2,0,4,0,0,0,2
chr3:169976946-169988359,16,17,17,9,13,20,26,18,18,8,16,17,8,16,4,12,13,11,15,12,5,7,23,8,5,22,12,20,10,29
chr20:35713019-35725155,3,3,0,0,5,4,13,0,0,2,2,6,4,0,2,0,4,0,5,4,2,0,5,3,0,3,4,0,0,0
chr1:111147642-111161296,2,4,0,4,4,7,3,3,4,3,0,0,0,0,3,2,5,5,5,3,0,3,4,4,2,5,3,3,8,5
chr16:72088987-72090786,0,2,0,0,5,9,14,2,4,0,8,5,4,4,0,5,2,3,5,3,3,6,6,3,2,5,0,4,5,6
chr14:49709159-49743805,2,2,0,2,3,3,3,3,0,0,5,2,6,0,4,2,4,2,4,4,2,3,2,0,3,3,2,0,2,7
chr4:38790070-38791231,0,0,7,5,5,0,5,3,3,2,0,5,2,3,2,3,5,6,0,2,3,0,11,4,0,3,5,0,5,2
chr1:110891392-110892533,2,0,0,2,0,2,5,4,3,0,4,4,0,2,0,0,0,2,0,3,0,2,4,0,0,4,0,2,0,2
chr19:19640085-19640571,9,7,10,0,2,12,10,4,5,2,6,5,0,6,4,4,4,4,6,0,2,3,6,3,3,9,6,5,6,4
chr5:139614586-139614966,2,6,0,0,0,4,4,0,3,2,2,2,2,0,2,2,4,5,0,2,2,3,6,0,3,2,0,2,0,5
chr9:111570091-111586165,2,0,0,3,3,3,10,3,0,6,8,5,7,10,4,3,3,0,3,4,0,0,5,3,4,4,2,5,5,10
chr1:59321536-59378837,2,3,0,0,2,9,13,3,7,4,9,3,10,7,0,4,2,4,2,5,0,8,4,6,5,6,6,5,0,7
chr1:24514314-24514567,7,3,4,0,3,7,21,6,4,0,17,8,6,9,5,6,7,10,7,7,5,11,7,5,6,8,5,9,11,6
chr22:45178238-45178900,3,10,5,6,6,8,8,2,6,4,4,3,13,0,3,8,5,6,3,2,4,2,8,4,3,5,3,6,5,10
chr7:105073619-105077433,3,4,4,2,5,6,8,3,7,5,12,3,4,3,0,8,2,7,4,0,5,3,6,11,3,4,4,4,2,5
