ID,1032245-P_bwa.ciri2,1039868-P_bwa.ciri2,1042353-P_bwa.ciri2,1042745-P_bwa.ciri2,1043773-P_bwa.ciri2,1045386-P_bwa.ciri2,1045549-P_bwa.ciri2,1046191-P_bwa.ciri2,1046287-P_bwa.ciri2,1046349-P_bwa.ciri2,1046499-P_bwa.ciri2,1047291-P_bwa.ciri2,1047831-P_bwa.ciri2,1047912-P_bwa.ciri2,1048720-P_bwa.ciri2,1049983-P_bwa.ciri2,1050700-P_bwa.ciri2,1051316-P_bwa.ciri2,1054390-P_bwa.ciri2,1056166-P_bwa.ciri2,272577-P_bwa.ciri2,451368-P_bwa.ciri2,477022-P_bwa.ciri2,515975-P_bwa.ciri2,522638-P_bwa.ciri2,548142-P_bwa.ciri2,649867-P_bwa.ciri2,685749-P_bwa.ciri2,843725-P_bwa.ciri2,99272-P_bwa.ciri2
chr5:124639133-124701269,0,0,3,3,0,4,7,8,0,0,5,3,4,6,0,5,0,0,5,2,4,2,5,2,4,3,4,6,2,2
chr2:172558708-172570824,0,0,0,7,0,2,0,2,0,3,3,2,5,5,0,0,0,0,0,2,2,2,2,0,3,2,4,5,0,3
chr10:126970702-127061776,2,3,3,0,3,4,0,6,2,4,4,0,0,3,2,0,3,0,7,0,0,0,0,2,6,0,0,2,5,0
chr6:43055545-43056445,0,2,3,2,0,2,6,5,6,5,13,8,3,2,0,5,4,5,6,0,3,2,0,4,6,11,4,4,2,2
chr1:45659028-45661225,0,4,0,6,3,7,0,2,3,0,3,4,2,2,0,0,4,2,0,3,3,0,2,0,2,0,2,0,3,3
chr11:68551121-68564432,7,0,0,0,2,3,6,5,3,2,5,6,0,7,3,4,7,3,4,0,5,0,0,0,3,3,4,3,3,0
chr10:91994535-92008275,0,5,2,3,3,4,5,0,2,3,6,4,5,10,3,2,4,2,3,3,2,2,7,3,10,4,4,2,4,6
chr15:89871475-89889140,2,0,11,3,4,4,7,7,6,3,11,2,9,3,3,7,4,3,5,2,5,2,6,2,5,0,5,2,2,6
chr13:40826506-40836885,0,0,0,2,0,3,3,0,3,4,5,0,7,3,0,3,4,0,5,3,0,0,5,3,2,3,3,2,2,2
chr7:140355668-140369682,4,0,0,2,0,3,4,0,4,4,2,2,0,2,3,0,0,2,0,4,3,2,0,0,0,3,2,2,0,3
chr4:102722871-102726683,0,0,0,0,3,5,5,0,3,0,2,0,7,7,0,2,2,0,4,0,4,5,2,2,2,3,2,2,0,0
chr1:13715541-13742157,2,7,0,3,2,6,2,2,3,3,2,5,6,5,0,4,6,0,0,2,2,3,3,2,4,4,2,2,7,0
chr16:31722626-31723353,14,9,5,11,13,20,10,14,12,19,20,13,21,23,5,14,8,10,16,14,13,12,12,10,15,15,11,5,10,10
chr20:56381433-56386533,0,0,4,3,0,7,5,3,2,2,4,2,4,6,0,3,0,2,0,0,0,4,2,0,3,0,0,2,0,0
chr2:24564295-24593721,6,3,0,0,0,6,7,0,6,7,4,12,0,12,3,4,6,3,2,4,0,0,2,2,7,2,8,2,4,0
chr15:58912563-58916999,16,14,8,8,8,16,15,9,10,17,18,11,14,18,6,8,12,6,19,8,17,17,12,2,14,13,21,19,14,10
chr6:154787861-154792976,0,5,0,0,3,7,7,3,4,0,6,0,2,8,0,0,3,0,6,3,2,2,5,0,2,0,0,7,2,0
chr4:4237827-4246343,0,2,2,2,0,3,4,0,0,3,3,0,3,7,0,3,0,3,0,0,2,0,5,0,0,0,3,2,0,6
chr17:47618350-47619164,5,3,3,3,0,4,4,3,8,4,9,9,6,5,0,3,5,3,4,3,3,5,3,2,5,6,9,0,0,2
chr4:177353308-177353728,3,3,3,0,0,4,6,2,2,5,0,2,8,4,0,0,3,0,3,0,2,0,3,0,2,6,0,2,0,0
chr3:43299754-43303792,3,10,3,5,0,8,9,4,9,9,9,7,10,11,3,12,0,3,6,4,8,9,4,3,5,6,9,5,10,2
chr18:31832084-31839457,5,2,2,0,0,0,5,3,0,5,2,4,2,0,0,4,3,0,0,3,0,0,2,2,6,0,5,2,2,2
chr17:48112031-48113401,3,2,4,4,4,3,3,0,3,3,9,5,3,10,2,7,2,2,7,4,6,5,7,3,0,6,7,4,4,4
chr15:85064370-85067204,0,6,3,0,0,3,4,4,2,3,5,2,4,3,4,0,2,3,5,2,0,2,0,0,2,0,2,2,0,2
chr14:102193463-102195120,2,2,0,2,0,4,7,5,2,3,4,2,0,6,0,3,0,0,3,2,0,3,2,2,4,3,0,0,0,0
chr8:100259107-100264785,2,0,3,0,5,0,5,0,2,0,2,3,0,2,0,3,3,0,2,0,0,0,0,3,2,0,0,2,2,4
chr7:99493040-99494631,7,10,7,15,22,12,12,5,23,12,25,17,12,22,10,7,10,7,13,11,9,9,10,21,13,15,13,18,9,13
chr10:93381219-93389154,7,4,3,5,2,3,6,2,4,3,8,4,3,2,0,0,6,6,4,0,4,3,2,0,6,6,2,2,6,3
chr6:130955105-130956499,16,6,14,8,10,28,16,15,15,12,23,16,19,28,8,10,10,8,16,5,12,5,12,8,13,14,15,9,13,16
chrX:73577407-73584572,0,4,2,2,3,3,4,0,2,0,4,2,2,4,0,4,2,2,2,0,2,3,0,3,4,3,0,2,0,0
chr8:38347497-38348215,0,2,0,0,4,2,2,0,3,3,6,2,0,0,0,4,0,3,2,0,0,0,2,3,0,2,6,2,4,0
chrX:107088436-107088839,0,3,6,0,0,3,2,0,2,2,9,2,0,0,0,6,3,4,2,4,0,3,2,4,0,0,5,2,0,2
chr9:37126312-37126942,5,9,9,11,10,18,16,13,18,9,31,17,17,35,7,12,8,8,9,11,9,11,7,7,16,11,25,10,11,11
chr3:138570318-138572984,0,13,0,7,4,7,15,12,0,8,0,18,15,0,4,0,4,3,0,0,4,0,15,8,15,6,0,3,11,6
chr6:7176655-7189322,20,31,12,21,17,32,29,22,19,14,37,18,26,34,17,23,23,13,22,10,9,8,23,28,26,16,20,32,11,21
chr21:39206108-39229436,2,0,0,0,2,3,2,5,0,5,6,3,5,4,3,5,0,2,2,0,4,0,5,0,3,3,0,2,2,2
chr13:60439688-60467379,17,16,16,18,26,17,19,19,20,24,21,12,28,22,11,18,11,10,9,12,15,13,22,15,23,17,20,15,19,20
chr12:29293300-29297200,4,2,7,3,0,0,4,2,4,4,3,0,2,2,0,0,2,4,3,2,0,3,7,3,6,5,4,2,6,2
chr4:42543917-42556040,0,2,0,0,0,4,0,5,0,2,4,2,2,3,2,3,0,0,3,0,5,3,0,2,0,0,3,0,4,0
chr15:42950262-42966286,4,0,2,2,0,3,0,0,0,3,4,4,3,3,3,0,0,0,3,3,2,2,2,0,4,0,3,0,3,0
chr2:61113770-61118116,2,3,0,0,2,6,4,2,0,2,3,5,3,5,3,0,2,2,0,5,2,0,2,0,3,2,7,2,0,7
chr12:66145841-66153448,5,0,3,2,2,2,7,3,0,2,9,0,4,5,0,3,0,0,2,3,5,2,0,2,5,0,3,0,2,4
chr4:4648977-4649542,3,0,0,2,0,3,0,0,4,2,4,6,0,3,0,0,0,0,0,2,5,2,4,2,0,4,2,2,2,3
chr1:8495063-8557523,2,0,0,0,2,7,2,2,3,3,8,0,2,0,0,3,2,0,4,0,0,4,4,0,2,0,0,0,2,5
chr5:14316513-14336727,0,0,3,0,7,3,3,4,4,2,9,3,2,3,2,2,3,0,3,2,0,3,5,3,4,3,3,4,0,2
chr7:39987599-40002031,10,0,3,2,9,2,12,6,10,4,12,9,5,11,5,5,9,2,12,7,3,6,7,7,8,9,2,10,7,4
chr3:141512163-141540609,2,2,0,0,0,2,4,4,3,5,5,3,4,3,0,0,2,0,3,0,4,4,3,4,4,2,3,3,2,3
chr4:145845956-145849561,5,3,4,0,0,2,10,3,0,2,4,4,5,7,3,0,3,0,8,0,0,0,3,0,4,3,6,3,2,0
chr1:185214507-185231708,6,4,0,3,8,13,8,6,7,14,10,7,9,20,2,4,3,0,4,5,6,5,13,6,10,6,4,3,7,4
chr9:93471141-93498886,21,28,15,9,16,35,23,19,16,23,29,31,23,22,9,14,21,10,17,18,16,7,27,21,36,35,25,30,9,19
chr7:105062164-105081797,0,3,0,0,3,2,0,0,3,4,7,0,5,7,0,0,2,0,2,2,4,2,5,0,0,3,2,8,2,0
chr4:122927634-122979386,2,2,4,4,3,4,3,5,4,0,5,5,6,4,2,0,0,3,5,4,0,2,0,3,5,2,2,2,3,0
chr3:196487399-196488683,0,2,2,0,0,2,6,0,4,4,4,4,3,5,2,0,2,3,0,2,0,0,3,0,3,2,3,0,3,0
chr7:92294889-92327900,11,9,9,10,11,10,14,18,11,16,27,13,16,25,15,5,17,6,13,13,12,15,12,11,14,11,23,5,14,17
chr2:106122970-106166083,6,3,0,0,0,4,3,0,3,0,2,0,2,3,0,2,2,2,4,0,0,0,0,0,3,3,3,3,0,3
chr15:65752379-65761438,0,2,6,3,0,3,3,0,2,6,5,6,7,6,3,2,0,0,6,3,3,4,0,0,9,0,3,0,4,0
chr1:13778418-13782831,2,2,4,0,3,2,2,0,0,3,3,0,2,2,4,4,2,3,4,4,3,0,3,0,3,7,3,4,5,2
chr15:74926766-74929232,6,2,2,2,4,9,6,6,3,7,6,10,10,4,3,2,3,3,0,3,0,6,6,2,8,6,8,9,6,4
chr3:16301626-16302748,0,3,0,2,2,4,5,3,2,6,9,3,5,8,6,0,0,3,2,2,4,2,3,0,5,3,5,3,4,7
chr12:50427762-50441643,0,4,0,0,0,0,0,4,7,0,0,4,0,7,0,4,7,0,0,4,3,11,4,0,9,4,8,0,0,6
chr1:77631850-77641655,4,0,0,0,4,6,0,2,2,2,4,2,2,3,0,3,5,2,0,0,0,0,5,4,5,4,2,0,6,7
chr2:15461201-15478289,2,0,7,3,3,2,3,0,0,5,4,4,6,7,3,4,3,2,2,3,2,4,5,2,8,2,3,2,2,0
chr17:31982999-31988497,3,0,2,2,0,9,5,0,0,0,3,6,0,7,3,6,3,3,5,0,2,0,3,0,6,3,4,3,6,6
chr20:56381433-56384324,0,2,5,0,4,9,8,0,0,4,0,3,0,7,0,0,2,2,2,2,0,6,9,4,6,0,11,4,0,0
chr5:128138597-128152805,0,5,5,0,0,2,9,4,2,0,6,3,3,7,6,7,0,0,6,0,0,0,10,0,7,3,3,3,5,3
chr14:49825867-49831361,7,8,4,0,2,7,4,3,3,7,5,8,7,10,0,2,0,3,0,0,4,3,2,2,7,2,6,2,8,4
chr18:58934433-58953799,5,7,2,6,0,16,5,3,7,3,5,3,9,9,6,2,7,7,5,3,8,4,6,2,6,4,7,6,7,4
chr2:61522611-61533903,50,18,32,20,33,60,57,45,45,50,75,64,44,51,21,33,36,32,32,28,35,32,53,24,61,46,48,35,35,35
chr10:68468123-68470163,5,7,7,5,9,4,2,2,7,6,7,3,7,7,4,12,3,12,5,3,5,6,16,5,9,13,5,6,5,2
chr1:59321536-59378837,4,3,4,2,4,6,3,4,12,7,12,0,14,2,3,5,3,7,2,3,2,7,3,0,2,10,10,2,6,9
chr20:35721740-35725155,0,3,4,9,5,7,3,6,11,8,6,9,10,4,3,5,5,2,5,4,6,4,6,6,6,9,7,12,9,7
chr3:111913319-111920419,4,2,0,3,2,5,4,2,2,4,14,2,5,6,4,4,0,2,3,5,3,5,4,0,7,6,4,3,2,3
chr4:109491327-109494856,10,5,2,0,5,10,6,5,3,7,5,9,6,11,6,3,3,5,11,3,5,2,3,5,7,3,11,3,2,6
chr20:47623911-47633636,0,3,0,3,3,2,7,0,0,5,3,0,3,4,0,0,0,0,0,2,3,2,2,0,5,2,3,4,2,0
chr12:32598497-32625779,5,2,2,0,2,4,0,2,3,3,3,7,6,0,3,0,0,0,3,0,0,0,4,2,3,6,2,0,0,0
chr12:51055835-51056502,0,3,3,0,0,5,5,8,3,6,4,0,2,10,5,5,0,2,4,0,3,2,5,3,3,3,4,7,6,4
chr13:100257595-100273346,2,2,2,4,0,2,3,9,2,0,9,5,5,5,2,0,2,4,3,3,0,0,0,0,2,6,9,5,3,3
chr17:62010550-62063301,2,0,0,4,2,2,2,3,2,0,5,5,2,9,6,0,2,2,0,0,0,0,0,0,3,6,3,0,2,0
chr1:180824753-180825344,2,2,2,0,0,4,2,2,3,2,2,4,0,3,0,0,0,4,3,0,3,2,0,2,0,3,3,3,2,0
chr1:171523221-171532961,0,4,0,4,2,4,6,3,2,0,5,5,2,7,2,2,2,3,3,3,2,2,3,3,3,4,2,3,0,2
chr1:197652235-197715074,2,2,2,3,0,0,7,0,0,3,2,0,0,4,0,2,0,0,2,5,2,4,3,0,2,2,6,3,0,2
chr3:47425485-47428670,5,3,7,4,7,4,7,3,3,4,2,5,9,5,3,6,4,3,5,3,5,3,6,2,10,4,4,8,0,11
chr1:40189055-40202614,4,5,2,5,3,7,7,4,3,7,6,2,0,5,3,2,5,2,0,3,2,0,6,4,6,2,11,5,2,3
chr4:76738761-76741926,2,2,0,0,2,2,2,4,2,2,2,0,3,3,2,2,2,0,0,0,0,2,0,0,2,3,3,0,3,0
chr5:77046347-77048272,2,5,3,0,6,6,6,4,0,3,7,7,5,3,3,5,2,5,4,4,7,4,12,3,9,2,8,4,7,4
chr9:74996447-75017448,0,0,2,0,2,3,4,4,3,0,4,4,0,0,0,3,3,0,0,2,0,3,0,2,0,0,8,2,0,2
chr14:88574693-88578140,6,3,5,0,3,5,6,2,0,2,6,5,2,7,2,0,3,0,3,0,3,0,2,0,2,2,6,2,5,4
chr9:33948374-33956146,0,0,0,4,3,8,12,2,4,5,8,6,6,6,6,5,4,4,4,7,2,3,10,3,10,6,4,2,3,5
chr22:45793545-45807022,6,9,9,6,6,10,12,9,8,9,11,10,10,19,7,4,0,5,6,2,2,8,16,4,8,5,8,8,8,7
chr10:88893871-88905660,4,2,3,3,0,5,5,0,5,3,7,2,4,6,3,7,0,0,2,2,2,3,7,4,5,0,8,2,4,2
chr14:73147795-73173707,6,7,12,6,12,12,8,9,5,6,13,8,5,10,6,9,4,3,9,2,4,2,7,4,2,10,15,7,6,10
chr9:33960826-33973237,5,0,0,0,3,4,2,3,4,4,5,4,7,3,5,4,2,4,5,4,0,4,0,0,7,3,7,3,3,0
chr22:21669913-21675115,0,2,2,0,0,6,0,4,2,3,5,2,3,0,4,5,2,3,0,3,0,2,2,2,3,0,4,3,5,0
chr17:2394043-2395454,0,2,5,2,0,0,3,3,0,3,6,3,0,2,0,0,3,2,2,3,0,3,4,2,2,2,0,4,2,0
chr13:49451553-49451909,3,5,2,3,2,8,5,3,4,4,4,7,5,14,4,2,8,4,5,7,9,4,4,0,7,5,4,3,7,2
chr12:40028301-40048210,3,0,0,0,0,8,0,3,5,8,3,5,3,3,0,0,0,0,0,0,2,2,2,0,3,5,0,5,3,0
chr20:51674153-51690819,4,3,4,0,4,5,6,4,2,2,9,7,8,3,0,3,0,0,7,3,0,4,3,0,8,4,5,4,3,4
chr15:50586392-50592626,2,3,2,3,3,4,2,0,2,3,5,0,3,8,0,5,3,0,0,0,2,0,3,2,5,4,3,0,3,2
chr1:231537213-231542611,2,0,4,0,0,0,0,0,5,2,0,5,2,4,0,3,0,0,2,3,2,0,0,0,3,5,4,0,2,3
chr5:58988493-58993465,4,0,2,2,4,7,4,4,5,2,2,4,6,4,0,4,3,3,3,2,0,5,2,4,6,0,4,0,4,0
chr5:140440119-140449305,3,2,4,2,0,2,9,0,0,2,3,3,2,2,3,4,3,0,2,4,3,0,9,2,0,3,2,4,4,2
chr9:83678441-83683066,0,3,2,0,0,2,3,0,0,2,2,2,4,5,6,0,3,0,0,2,2,0,6,0,2,2,2,2,0,2
chr3:111112030-111126335,2,2,2,2,4,3,3,2,3,2,6,6,0,0,0,2,3,0,3,0,0,4,3,2,2,2,3,2,0,2
chr11:34071726-34076642,5,5,7,6,3,4,5,3,5,5,5,5,3,9,5,3,3,3,4,0,3,5,10,4,6,4,8,4,0,2
chr12:94169153-94186473,12,11,11,8,10,19,15,7,17,11,30,18,17,30,12,6,14,8,12,11,13,9,18,5,14,25,17,9,5,5
chr1:65913245-65918835,0,4,4,8,2,2,14,3,0,8,2,2,6,7,0,5,0,2,0,3,2,0,3,0,7,0,4,0,5,4
chr6:138943513-138944622,39,30,29,23,19,33,42,29,35,39,60,25,36,59,26,28,27,34,27,14,22,22,46,14,30,33,46,28,27,27
chr18:47865059-47896809,5,9,3,6,5,9,8,3,0,9,7,11,3,16,8,7,9,3,11,2,6,2,6,2,6,7,8,9,11,6
chr16:48347507-48348290,0,5,2,2,0,8,3,6,3,4,11,0,2,3,6,5,6,3,5,0,6,4,6,2,3,0,8,4,6,4
chr1:42265115-42311110,6,9,4,6,0,5,9,7,4,8,13,7,11,6,5,4,3,3,5,3,9,6,6,5,9,5,7,4,6,6
chr9:33971651-33973237,7,5,4,6,7,4,10,4,7,7,12,9,4,11,3,3,5,4,2,3,5,8,8,6,11,5,3,5,4,5
chr2:235797759-235807331,4,3,0,0,0,5,2,3,2,2,2,0,2,5,2,0,0,0,4,0,0,3,0,4,3,4,5,0,2,0
chr6:73480675-73482244,2,3,0,0,3,0,4,5,2,0,3,3,0,7,2,0,0,2,3,0,4,6,0,0,7,0,3,0,3,0
chr8:100220279-100225339,2,0,0,2,2,2,0,0,0,3,2,0,2,3,3,2,0,0,3,0,2,0,0,0,2,2,2,0,0,2
chr1:20757166-20773610,2,15,10,7,6,12,11,7,9,5,18,10,11,17,8,6,8,11,5,11,9,8,11,6,16,8,8,8,8,9
chr12:109139397-109140058,4,4,0,3,5,6,10,7,6,3,9,2,4,4,0,5,4,2,3,2,2,3,3,5,6,4,3,3,6,5
chr4:71236576-71255399,8,5,0,0,0,2,3,3,0,3,3,6,0,6,0,0,4,2,2,0,0,0,3,0,4,3,2,0,3,2
chr22:38986298-39025349,3,5,15,0,3,3,12,9,0,8,0,5,5,4,0,3,3,19,0,3,5,2,3,7,6,5,7,0,0,2
chr6:154773989-154833409,4,0,0,0,2,4,0,0,0,2,5,4,2,2,2,2,3,0,2,0,0,0,0,0,2,2,5,0,0,2
chr9:75016268-75017448,3,0,4,0,0,3,2,3,4,4,6,5,5,10,3,2,2,0,7,2,8,6,6,0,5,4,2,2,4,4
chr9:83677727-83686155,4,2,5,0,0,4,2,2,0,4,3,3,2,3,3,0,0,0,4,3,0,0,3,3,3,4,2,2,5,6
chr10:32543300-32584304,3,0,5,4,5,13,8,2,12,3,10,7,2,11,0,2,0,2,8,2,8,5,5,6,14,9,9,2,7,6
chr17:60633853-60648082,2,0,2,0,2,3,3,3,3,4,3,3,2,7,2,2,2,0,2,3,0,0,5,0,2,0,3,3,7,4
chr9:33944365-33956146,2,0,0,0,0,2,4,2,7,2,6,2,3,2,2,0,0,0,4,2,3,0,0,3,2,5,2,0,0,2
chr18:12999421-13042334,0,3,2,0,2,0,3,5,0,7,2,0,5,9,0,0,2,4,2,5,2,0,6,4,5,4,4,3,0,0
chr4:25847294-25847864,4,4,4,6,7,4,4,3,4,7,4,2,5,12,0,2,4,3,6,4,4,0,8,0,8,6,8,7,0,4
chr9:110136127-110138539,0,3,2,5,3,0,0,0,0,4,2,4,2,2,2,2,5,4,0,4,4,0,3,0,4,6,0,5,3,2
chr4:30920153-30950215,3,0,0,2,0,4,4,4,6,0,5,0,2,0,3,0,0,0,4,0,3,2,2,2,3,0,3,2,7,5
chr10:101939863-101957732,2,4,0,0,2,3,6,4,4,3,3,2,0,7,4,0,5,3,0,3,0,0,4,2,3,5,5,3,7,5
chr7:100023419-100024307,68,85,54,45,48,89,100,83,67,70,108,87,53,102,53,35,45,59,66,48,45,42,71,51,89,63,95,47,62,56
chr10:15833630-15847943,0,6,0,3,5,4,8,3,4,8,7,6,2,6,5,5,0,4,4,11,0,0,5,2,5,7,8,5,3,0
chr20:21365421-21368590,2,3,4,2,2,6,7,4,5,2,10,2,6,12,4,3,0,0,0,4,6,3,4,0,5,8,9,3,2,0
chr3:183643480-183672484,3,4,2,2,4,8,0,7,3,6,3,3,7,5,0,2,4,3,6,4,3,3,2,0,5,6,3,5,2,3
chr16:30496097-30496566,5,0,2,0,0,5,0,5,0,2,2,5,2,5,2,2,2,3,0,2,2,3,3,0,2,4,0,5,0,0
chr10:92893349-92899644,0,4,0,0,4,0,3,0,5,6,6,0,5,3,0,3,4,6,2,0,2,0,3,0,0,3,6,5,4,2
chr12:113267843-113269845,0,2,2,3,5,5,4,0,2,3,9,5,7,7,5,0,6,0,5,4,0,3,0,0,3,6,2,3,8,3
chr7:117504253-117559655,0,0,2,0,0,4,0,2,0,2,4,2,6,6,2,4,0,2,4,2,0,0,5,3,4,3,5,0,4,2
chr3:170359699-170361429,2,7,3,0,0,5,9,0,6,4,4,2,0,10,0,3,0,7,2,3,7,4,7,0,12,2,4,6,9,6
chr9:19356972-19358160,6,2,3,2,0,3,8,3,0,3,9,5,4,7,3,0,0,0,3,0,2,0,7,0,4,0,2,2,3,5
chr7:33146242-33177591,0,4,0,2,0,5,2,3,0,3,0,2,2,7,0,2,2,0,0,0,5,3,0,0,2,3,3,2,0,0
chr13:21413652-21425678,0,2,0,2,0,3,0,0,5,2,2,3,0,5,0,3,2,2,2,0,0,0,2,0,2,4,8,0,5,3
chr17:55401469-55403868,0,0,2,0,0,2,3,0,5,4,3,5,2,2,6,0,2,0,0,0,0,0,4,0,5,0,2,2,2,0
chr16:68121987-68123121,20,26,20,23,22,38,22,30,24,28,44,40,23,34,18,28,18,25,36,20,35,16,23,15,33,29,40,28,31,26
chr1:23030469-23050520,12,6,6,10,4,16,12,8,12,7,26,14,20,15,7,12,4,6,14,9,6,9,25,5,11,17,15,13,11,7
chr3:149895473-149921227,0,0,0,5,4,3,6,0,0,4,4,5,6,5,3,3,0,3,4,4,3,4,6,2,7,3,5,4,4,3
chr16:30479091-30479461,0,3,0,0,2,4,2,2,3,6,3,3,0,11,4,0,2,0,2,0,4,0,2,0,6,0,7,6,0,3
chr12:111552280-111555919,13,10,8,6,6,11,12,8,10,18,15,9,12,16,12,14,6,4,8,6,10,6,5,5,17,10,14,14,18,10
chr19:18539371-18539720,6,5,4,2,5,14,5,8,5,11,10,14,4,4,5,2,6,3,8,6,4,11,6,0,8,8,12,2,4,3
chr4:128936655-129003876,4,2,2,2,2,2,2,0,3,2,2,3,0,2,0,3,0,0,2,0,3,0,2,0,3,0,3,0,0,2
chr2:8939821-8958642,2,0,3,3,3,2,5,2,3,3,4,0,4,6,3,3,5,0,3,2,4,2,2,0,4,2,0,3,4,0
chr3:56592970-56594028,15,6,10,12,13,7,12,12,13,15,15,13,14,11,8,9,11,8,11,6,16,0,17,6,19,4,14,9,19,10
chr2:20254863-20256170,7,7,0,3,0,4,0,0,2,3,5,7,3,3,2,5,2,3,5,3,3,0,0,0,0,3,6,6,0,3
chr19:14402597-14404562,3,0,3,3,3,2,0,0,0,0,2,0,3,0,2,2,2,2,4,2,0,4,3,0,0,7,2,0,0,2
chr12:56603359-56605327,0,0,2,5,3,2,3,0,2,0,0,2,3,6,0,0,2,0,3,0,2,0,3,2,2,0,2,3,3,3
chr2:172568741-172596023,3,8,4,3,6,0,3,4,9,0,8,5,4,5,6,4,8,4,6,5,5,0,10,2,7,4,4,13,2,4
chr12:14423909-14425473,0,3,2,6,3,4,4,4,0,0,3,3,3,9,0,0,2,0,0,0,5,0,0,2,0,2,3,5,0,0
chr2:120127688-120175004,0,8,7,5,5,8,11,10,6,3,12,6,16,8,0,5,2,2,7,4,0,3,6,5,7,7,9,4,2,8
chr9:19288596-19300331,0,6,4,2,5,5,2,3,4,3,2,4,4,6,4,0,2,0,2,3,3,3,8,0,5,5,5,3,2,9
chr12:47104113-47108164,0,0,0,0,4,6,4,0,0,0,3,2,4,3,0,5,0,2,5,0,2,6,0,0,3,3,0,3,2,0
chr2:173954873-173956232,0,4,2,5,3,0,0,3,4,3,3,6,4,9,5,3,2,0,2,0,3,2,4,5,5,2,2,6,0,0
chr7:77571078-77600806,2,2,0,0,0,0,3,2,2,2,3,0,3,7,0,2,3,0,2,0,2,0,0,0,3,0,2,3,4,2
chr18:62072673-62095950,4,7,0,0,3,5,3,0,7,2,4,3,6,7,3,3,2,0,3,3,0,4,2,0,9,3,4,4,2,0
chr18:9583117-9595153,0,5,3,6,9,13,7,7,6,8,9,6,7,11,5,0,3,5,8,9,7,3,9,5,5,13,13,8,13,9
chr16:68190768-68191775,3,0,3,0,0,0,2,3,0,0,2,0,2,8,5,3,4,0,2,3,2,2,2,2,0,0,3,0,0,0
chr1:35413972-35415714,0,4,2,5,3,6,7,3,3,6,8,6,3,6,4,3,4,5,7,3,5,2,7,5,8,8,2,2,3,4
chr6:149369909-149379518,0,3,2,0,3,2,2,2,2,2,3,3,4,3,3,0,0,0,0,4,2,0,2,4,4,2,0,4,3,0
chr16:18841565-18845651,0,0,6,0,2,7,11,5,2,2,5,0,0,8,3,5,3,2,0,10,4,2,6,3,6,0,0,7,5,0
chr7:24623666-24668660,3,7,4,4,5,14,8,4,6,7,7,14,4,8,11,0,2,3,6,3,6,2,5,0,9,11,15,4,9,3
chr8:101558419-101558812,7,3,7,0,3,7,11,9,3,5,9,5,4,3,6,5,2,7,8,7,5,6,5,7,5,0,5,5,5,0
chr13:41811225-41819386,3,0,5,3,3,0,3,0,0,4,8,0,3,7,2,0,3,4,4,5,0,0,3,6,4,5,3,4,2,0
chr6:145864388-145894977,3,7,3,6,4,4,3,3,10,3,5,5,6,6,2,4,0,2,3,0,3,5,2,3,5,2,6,2,0,8
chr1:45087881-45088237,8,0,2,0,0,7,3,7,0,0,6,4,0,6,0,2,5,0,5,3,3,0,4,3,0,2,5,2,0,4
chr15:32964107-32969477,5,0,0,0,0,2,2,5,0,0,3,4,2,4,2,0,0,0,3,0,2,2,3,2,0,2,3,0,0,2
chr11:13413530-13421838,3,13,10,2,4,7,12,6,11,5,12,14,5,11,5,8,7,2,7,5,5,4,4,3,10,15,12,10,11,9
chr10:12081472-12094271,2,3,0,0,3,2,2,5,3,0,3,3,3,0,0,0,7,0,2,2,0,0,0,2,4,0,2,0,0,4
chr1:42265115-42278784,4,7,4,0,4,12,5,6,8,7,4,6,14,3,3,2,7,4,8,0,3,3,6,3,4,6,5,0,4,5
chr22:45689712-45740538,0,0,3,4,2,3,0,0,2,4,0,2,0,9,3,0,0,0,0,5,3,2,7,0,4,4,2,2,3,2
chr19:11513056-11514221,3,0,5,0,4,8,6,3,0,2,8,4,8,5,3,0,0,0,2,0,2,2,3,4,8,2,4,0,2,6
chr17:75242336-75243570,0,0,0,2,0,2,3,0,0,2,2,3,0,3,2,0,0,2,2,2,4,5,2,2,9,3,0,2,0,6
chr1:30992390-31007102,0,5,0,2,2,7,5,0,8,3,4,6,3,6,4,3,0,6,4,4,4,5,5,0,3,3,2,3,3,5
chr8:668598-674047,5,11,0,3,9,14,3,9,7,9,20,12,6,27,6,6,0,2,13,4,8,0,8,3,4,6,14,10,6,0
chr10:97437191-97437750,3,3,0,4,2,3,3,2,7,0,6,2,0,6,3,0,0,0,3,4,0,2,6,2,3,0,0,6,4,0
chr7:32812757-32820741,0,2,2,0,0,5,0,2,0,3,5,0,0,4,0,0,0,0,0,3,5,3,4,0,2,2,7,4,2,2
chr7:130120749-130122202,14,5,4,6,6,9,8,7,3,10,16,17,5,9,3,9,4,4,8,4,5,5,11,0,11,16,11,8,6,7
chr5:154029489-154034967,2,3,3,6,4,10,6,0,4,4,6,6,5,8,3,6,2,4,3,6,4,6,11,2,8,9,4,6,7,0
chr9:125337018-125337591,11,14,7,18,13,22,24,16,20,14,25,12,15,20,11,9,12,5,15,6,16,13,13,13,13,13,11,7,4,15
chr3:141553857-141559995,2,3,0,0,4,4,2,4,3,4,3,3,2,3,2,2,5,3,7,0,0,0,3,0,3,3,5,3,0,2
chr6:42974003-42975038,0,2,0,0,0,4,0,0,2,0,5,3,0,2,0,2,0,2,2,3,2,0,2,0,0,2,5,3,0,3
