ID,X1032245.N_bwa.ciri2,X1039868.N_bwa.ciri2,X1042353.N_bwa.ciri2,X1042745.N_bwa.ciri2,X1043773.N_bwa.ciri2,X1045386.N_bwa.ciri2,X1045549.N_bwa.ciri2,X1046191.N_bwa.ciri2,X1046287.N_bwa.ciri2,X1046349.N_bwa.ciri2,X1046499.N_bwa.ciri2,X1047291.N_bwa.ciri2,X1047831.N_bwa.ciri2,X1047912.N_bwa.ciri2,X1048720.N_bwa.ciri2,X1049983.N_bwa.ciri2,X1050700.N_bwa.ciri2,X1051316.N_bwa.ciri2,X1054390.N_bwa.ciri2,X1056166.N_bwa.ciri2,X272577.N_bwa.ciri2,X451368.N_bwa.ciri2,X477022.N_bwa.ciri2,X515975.N_bwa.ciri2,X522638.N_bwa.ciri2,X548142.N_bwa.ciri2,X649867.N_bwa.ciri2,X685749.N_bwa.ciri2,X843725.N_bwa.ciri2,X99272.N_bwa.ciri2,,CircRNACount.1032245.N,CircRNACount.1039868.N,CircRNACount.1042353.N,CircRNACount.1042745.N,CircRNACount.1043773.N,CircRNACount.1045386.N,CircRNACount.1045549.N,CircRNACount.1046191.N,CircRNACount.1046287.N,CircRNACount.1046349.N,CircRNACount.1046499.N,CircRNACount.1047291.N,CircRNACount.1047831.N,CircRNACount.1047912.N,CircRNACount.1048720.N,CircRNACount.1049983.N,CircRNACount.1050700.N,CircRNACount.1051316.N,CircRNACount.1054390.N,CircRNACount.1056166.N,CircRNACount.272577.N,CircRNACount.451368.N,CircRNACount.477022.N,CircRNACount.515975.N,CircRNACount.522638.N,CircRNACount.548142.N,CircRNACount.649867.N,CircRNACount.685749.N,CircRNACount.843725.N,CircRNACount.99272.N,
chr9:37424845-37426654,13,8,7,17,21,14,26,13,12,9,15,19,25,15,17,25,28,11,15,20,15,21,20,10,7,26,20,22,15,21,16.9,8,6,5,15,1,13,22,12,11,1,13,17,22,1,14,20,1,7,14,20,11,21,16,9,5,21,16,22,14,1,14.47377049
chr4:51863437-51899378,4,5,0,0,4,4,2,0,3,3,0,2,7,3,0,5,3,2,2,4,2,2,3,0,2,2,0,2,3,7,2.533333333,3,4,0,0,4,3,2,0,3,3,1,2,6,2,0,3,2,2,1,2,2,1,3,1,2,2,0,2,3,5,2.336612022
chr17:29684563-29703062,3,3,4,4,5,6,7,6,4,3,5,6,5,8,0,4,4,3,2,6,0,4,6,3,6,3,5,0,2,3,4,3,3,3,4,4,3,4,6,4,3,5,5,3,8,0,2,4,2,1,6,1,3,3,3,4,3,4,0,2,3,3.655737705
chr4:127921524-127939997,5,11,8,8,3,7,15,0,3,6,7,8,9,6,4,16,7,0,7,9,0,5,8,10,2,5,2,3,6,6,6.2,2,8,3,7,3,5,11,0,2,4,6,6,6,3,2,12,6,1,4,6,1,5,5,6,2,4,1,3,5,5,5.347540984
chr9:86305192-86310017,7,10,12,8,21,15,19,11,14,8,16,16,13,9,10,22,11,12,12,8,12,9,25,7,11,25,15,9,9,21,13.23333333,4,7,6,7,11,12,12,8,10,4,10,10,9,9,7,13,9,5,7,6,8,5,10,5,8,11,7,6,5,11,10.69234973
chr1:180984677-180993425,11,2,7,10,9,6,15,7,5,0,10,7,3,8,5,3,10,0,6,8,8,0,11,11,9,8,8,10,10,8,7.166666667,8,2,5,7,6,4,8,3,1,1,9,6,1,6,3,3,5,0,5,7,6,0,8,5,7,6,6,8,8,6,6.101092896
chr1:13778418-13782831,5,3,4,3,2,2,7,3,5,0,5,3,3,7,3,2,6,0,8,3,0,2,4,0,2,3,2,5,2,4,3.266666667,3,1,1,1,1,1,1,2,5,0,4,1,2,6,1,2,4,1,5,1,0,2,3,0,1,2,2,4,2,4,2.692896175
chr2:44209210-44218537,7,2,4,0,8,9,5,6,6,0,7,10,4,8,5,4,4,2,3,5,3,2,6,5,2,5,0,3,6,7,4.6,3,1,2,0,3,6,2,4,2,1,2,6,2,2,4,3,1,1,1,1,2,1,2,4,1,2,1,0,3,4,3.436065574
chr18:9931810-9937066,3,7,2,3,4,2,5,7,5,4,10,6,4,9,0,6,6,5,6,7,3,3,6,2,3,9,4,4,3,12,5,4,2,4,2,4,2,4,2,4,1,7,5,5,4,0,5,4,3,5,4,4,3,7,0,3,5,3,3,2,3,4.245901639
chr2:120073178-120078581,8,4,5,0,3,11,6,4,3,7,5,8,6,3,6,11,5,2,8,5,2,4,6,3,5,3,10,9,4,11,5.566666667,3,1,3,0,1,3,4,2,1,3,2,2,1,1,1,4,3,1,4,1,0,3,3,1,1,1,5,5,2,4,3.910928962
chr18:9195551-9221999,6,3,0,2,4,7,6,2,5,6,6,10,8,7,5,5,0,2,3,6,5,6,5,9,0,9,4,7,6,11,5.166666667,1,3,0,1,2,3,2,2,4,5,3,8,7,5,2,4,0,2,2,4,4,4,3,7,1,7,2,5,4,8,4.346994536
chr10:68644698-68647005,0,2,2,3,2,2,4,0,6,0,2,4,4,3,4,0,3,4,2,3,5,0,2,5,0,2,0,0,3,4,2.366666667,1,1,1,3,2,2,3,0,3,1,2,4,2,3,3,1,1,4,0,3,3,0,2,1,0,2,1,1,2,3,2.104371585
chr7:22291175-22318037,29,28,11,19,23,33,25,17,32,11,25,20,29,14,6,29,33,8,27,32,17,7,17,20,20,17,34,12,25,38,21.93333333,12,12,5,13,10,16,14,12,15,7,11,9,20,11,2,13,17,4,13,20,7,2,9,8,9,10,20,4,12,21,16.68743169
chr3:155833468-155842619,3,6,4,4,0,4,4,2,2,0,2,7,4,0,7,2,3,3,4,3,2,3,5,2,2,12,3,3,3,4,3.433333333,3,3,3,4,1,3,3,1,2,0,1,7,3,0,4,1,2,2,4,0,1,2,3,2,2,11,2,1,3,4,3.023497268
chr3:57242856-57248351,3,2,2,2,5,7,3,0,7,2,0,3,3,6,4,7,0,4,0,3,3,2,8,4,2,6,0,6,5,2,3.366666667,2,1,0,1,4,3,1,0,4,2,0,2,3,3,2,5,1,2,1,2,2,2,4,3,1,4,1,5,4,1,2.792896175
chr5:38523419-38530666,7,5,6,10,10,23,15,7,11,8,9,18,12,8,15,19,7,7,5,5,12,7,5,9,5,14,7,5,10,17,9.933333333,4,3,2,9,8,12,10,5,9,6,7,12,8,3,10,17,5,5,4,3,10,4,3,7,3,12,3,4,7,12,8.441530055
chr2:161179614-161204793,0,0,2,2,2,4,0,0,2,0,2,2,4,2,0,4,6,4,8,0,2,0,3,3,0,0,2,0,2,5,2.033333333,1,0,2,1,2,2,0,2,2,0,2,2,3,2,1,4,4,4,4,1,2,1,3,3,0,1,2,1,2,5,2.000546448
chr16:83906987-83912367,2,3,0,3,0,6,2,2,4,0,4,3,6,2,0,0,0,0,3,8,0,3,3,0,2,5,6,4,0,3,2.466666667,0,2,1,2,1,4,1,2,1,1,4,1,2,2,1,0,0,0,2,5,0,2,3,1,2,3,5,3,1,3,2.155191257
chr19:52282111-52283413,3,3,5,4,8,9,8,0,2,4,12,4,3,7,2,5,9,7,7,7,2,3,5,3,4,12,5,0,4,8,5.166666667,1,0,3,2,4,2,3,0,1,1,5,1,2,3,2,1,2,3,4,1,1,2,1,0,2,7,1,0,3,4,3.642076503
chr11:57491224-57491862,5,5,6,4,5,11,10,9,2,2,12,12,2,3,6,5,7,6,9,8,2,7,5,3,4,6,6,4,7,4,5.9,4,4,5,3,4,7,8,9,2,2,10,10,2,2,5,3,5,5,7,5,2,6,3,2,3,4,4,3,7,3,5.27704918
chr14:34567686-34568013,4,5,4,0,5,5,3,0,6,5,3,7,2,8,3,2,7,4,3,2,5,2,4,3,3,6,3,0,0,6,3.666666667,4,4,3,1,2,4,2,0,3,4,2,4,1,7,2,0,4,3,2,1,4,2,4,2,3,3,1,0,0,4,3.109289617
chr1:59339958-59346398,3,7,3,3,2,11,2,4,3,2,10,3,2,5,2,2,2,4,4,3,0,3,4,4,3,6,0,0,2,15,3.8,1,4,2,1,2,4,2,3,3,1,1,3,2,3,0,1,2,3,2,2,0,3,2,3,2,6,1,0,2,10,3.095081967
chr9:110972073-111011690,3,12,3,8,12,8,13,9,4,4,5,8,7,9,13,10,7,7,11,5,7,5,13,8,6,16,8,5,2,9,7.9,2,8,2,7,8,6,7,6,2,2,3,4,5,5,10,5,4,5,7,4,6,4,6,5,6,10,4,4,1,7,6.555737705
chr13:95161189-95188542,4,2,0,0,0,0,2,0,4,2,0,5,5,2,3,2,0,0,2,2,0,3,2,3,2,9,4,0,2,2,2.066666667,2,1,1,1,0,0,2,0,3,2,0,4,4,2,3,1,0,0,1,2,0,2,1,2,1,8,3,0,2,2,1.869945355
chr10:100923975-100926019,9,5,3,0,7,4,7,3,0,5,6,4,4,5,0,3,0,0,3,3,0,3,0,7,2,0,5,5,2,3,3.266666667,6,1,1,1,4,2,5,2,1,4,5,4,3,3,1,3,1,1,3,1,1,2,0,4,2,1,3,4,2,3,2.873224044
chr6:75634707-75678927,3,0,2,0,0,3,6,2,2,0,3,5,0,4,0,0,3,4,0,3,0,2,2,3,0,5,3,2,3,2,2.066666667,3,1,2,0,0,2,5,2,2,0,3,4,1,4,0,1,3,3,1,2,0,1,2,2,1,4,1,1,2,1,1.935519126
chr1:208210280-208218002,11,8,5,7,9,5,12,2,2,5,10,6,3,3,2,2,6,0,10,8,6,5,5,9,3,8,3,3,3,10,5.7,5,4,2,5,7,3,9,1,2,3,7,4,1,1,1,1,4,0,6,4,3,5,3,7,3,7,2,3,2,10,4.781967213
chr17:47618350-47619164,8,6,4,0,2,4,6,3,7,4,8,7,5,6,3,4,3,3,4,5,4,2,7,6,3,11,4,4,7,5,4.833333333,7,3,3,1,2,1,6,2,4,4,6,5,3,5,1,1,3,2,3,2,2,2,6,6,3,1,4,4,5,4,4.112021858
chr11:3731391-3753408,0,4,2,2,4,4,6,4,2,3,4,4,5,3,2,3,0,0,3,0,3,2,6,4,5,2,6,0,0,7,3,0,4,1,1,3,4,5,4,2,3,3,3,4,3,2,3,0,1,3,1,2,2,3,3,4,2,4,0,1,7,2.803278689
chr4:42543917-42556040,5,2,3,0,3,0,3,5,3,4,0,0,4,0,2,0,0,0,5,0,3,4,4,0,4,6,2,2,0,3,2.233333333,5,2,2,0,2,0,2,5,2,4,1,0,4,1,1,0,1,1,5,1,2,4,3,0,3,5,1,2,1,1,2.134972678
chr3:61622463-61623555,4,3,0,2,4,2,3,2,4,0,5,4,0,3,0,6,8,2,6,0,4,0,5,0,2,6,12,7,2,6,3.4,3,2,1,2,3,1,2,2,3,1,5,1,0,2,0,6,7,2,5,0,4,1,5,1,1,6,10,7,2,5,3.203278689
chr8:61618978-61653660,4,3,0,2,6,10,10,5,0,3,7,8,8,3,2,7,7,5,7,4,4,7,3,8,0,10,13,7,2,10,5.5,2,2,0,1,3,4,2,2,1,2,5,4,5,2,0,6,2,5,3,1,3,2,2,6,0,5,8,2,1,2,4.155737705
chr1:12001401-12002103,0,2,0,3,0,0,4,0,4,0,3,6,0,4,3,4,4,6,2,5,3,2,2,6,0,3,0,8,4,2,2.666666667,1,1,1,1,1,1,3,0,2,0,2,4,1,1,3,3,2,4,1,4,0,2,3,3,1,3,1,7,3,1,2.338797814
chr1:58506060-58536741,7,0,5,4,12,12,5,4,7,2,6,5,4,9,3,5,7,0,4,7,6,4,10,4,7,7,4,4,10,13,5.9,4,1,3,4,7,10,4,3,5,1,5,4,4,5,3,3,2,1,3,5,4,2,6,4,5,6,3,3,6,8,5.031147541
chr7:73686636-73687095,2,3,4,2,0,2,2,4,0,0,8,4,0,0,4,0,4,2,0,3,4,2,3,2,2,4,5,2,3,4,2.5,2,2,3,2,0,2,1,1,2,0,5,4,1,0,4,1,1,2,1,2,4,1,2,0,1,2,5,2,2,3,2.221311475
chr6:42663258-42666245,2,3,0,3,2,4,3,2,0,2,2,4,2,2,0,0,0,0,0,2,0,3,0,0,0,0,3,0,2,3,1.466666667,2,3,1,2,2,3,3,1,1,2,2,4,2,2,0,0,0,1,1,2,1,2,1,2,1,0,3,0,2,2,1.532240437
chr12:28255581-28307749,3,4,5,3,6,9,6,5,2,3,4,9,6,6,4,3,0,5,6,3,5,2,5,7,0,3,0,0,5,8,4.233333333,1,3,4,3,3,6,2,3,2,3,2,6,4,6,3,1,1,3,4,2,3,1,5,4,0,2,1,0,4,5,3.577595628
chr13:26337567-26353880,0,4,2,0,2,2,6,3,3,0,6,3,2,5,2,2,2,2,3,4,0,3,3,5,0,2,4,2,3,5,2.666666667,1,2,1,0,2,2,5,2,2,0,1,2,2,5,1,2,2,2,3,2,1,2,2,5,1,1,3,2,2,5,2.387978142
chr13:28174272-28177935,8,3,2,4,6,8,5,4,2,3,7,3,3,5,3,6,5,4,12,5,5,4,6,3,2,3,4,2,0,3,4.333333333,4,2,2,3,5,7,4,0,2,2,6,3,2,3,1,4,5,4,8,5,4,2,5,1,1,2,3,2,0,3,3.759562842
chr5:108348399-108367953,10,3,3,0,2,5,2,0,2,2,4,2,3,3,0,0,4,5,7,4,0,2,4,0,2,4,3,0,5,3,2.8,8,2,1,0,2,3,1,0,2,2,3,2,2,3,0,1,4,4,6,4,1,1,3,0,2,4,2,1,2,3,2.554098361
chr3:119500695-119513719,4,6,0,2,3,5,4,3,9,3,2,5,7,6,0,5,6,0,7,5,2,2,2,2,0,6,5,6,6,5,3.933333333,2,6,0,2,2,3,3,2,8,2,2,4,3,5,3,4,5,1,7,4,1,2,1,2,0,6,5,4,5,4,3.605464481
chr7:122113118-122133741,3,0,0,0,9,3,4,4,3,2,3,0,2,0,4,0,4,2,0,3,0,2,2,0,3,0,0,3,0,4,2,2,1,0,1,8,2,4,3,3,1,2,1,2,1,4,1,3,1,1,2,1,2,1,1,3,0,1,3,1,3,1.983606557
chr3:119500695-119504021,9,8,5,2,8,13,9,17,11,6,11,19,8,8,6,2,11,4,13,9,7,9,11,4,9,19,8,16,8,10,9.333333333,5,6,3,2,5,7,8,11,7,3,7,12,5,5,2,1,4,4,9,7,5,3,7,4,6,9,5,11,4,4,7.546448087
chr8:61680968-61684188,18,13,10,4,16,12,17,8,17,4,17,27,0,10,7,12,12,12,17,15,9,15,13,12,8,23,17,22,8,15,13,12,5,6,4,9,8,12,5,13,3,10,11,1,5,4,5,8,6,10,7,6,6,7,7,5,11,6,11,3,8,10.1147541
chr1:42265115-42278784,5,8,0,2,3,5,4,5,0,6,5,2,3,4,2,5,0,3,2,4,0,2,9,2,4,6,2,2,4,8,3.566666667,3,8,0,1,2,4,2,2,0,5,3,0,2,0,1,5,0,2,2,1,0,0,4,1,1,4,1,1,2,7,2.861748634
chr10:31373018-31387798,2,3,2,0,3,3,6,0,0,2,0,0,3,0,4,3,0,0,0,0,0,2,4,3,4,2,0,0,0,6,1.733333333,2,3,2,1,2,3,6,0,0,2,0,0,2,0,4,3,1,0,1,1,1,2,3,1,3,1,0,2,1,5,1.733333333
chr13:60439688-60460540,7,3,5,3,3,7,8,6,4,2,5,6,3,3,4,2,8,2,7,5,4,4,2,6,6,8,5,5,3,8,4.8,6,3,4,1,2,4,4,5,4,1,2,4,3,1,4,2,7,1,2,2,4,4,2,4,5,2,2,4,1,6,4.013114754
chr12:42210355-42210680,5,3,6,2,2,5,6,4,3,0,4,3,4,5,4,4,3,2,2,4,0,4,6,6,0,3,5,3,3,3,3.466666667,3,2,4,1,1,2,3,2,2,1,2,2,4,2,1,3,1,2,2,2,0,2,2,5,1,3,3,3,3,3,2.86010929
chr11:120474560-120477526,6,10,5,7,0,6,9,4,9,8,0,5,7,5,2,13,7,5,9,4,3,3,7,5,7,7,7,4,3,2,5.633333333,5,7,3,5,0,2,1,3,5,6,1,2,6,3,1,12,3,2,7,2,3,3,4,1,5,1,4,2,2,2,4.55136612
chr15:89871475-89889140,4,5,4,6,4,2,12,3,5,3,5,5,6,5,0,2,4,4,7,3,4,0,10,3,6,0,0,5,0,11,4.266666667,1,2,2,4,2,2,11,1,3,3,3,3,6,2,1,0,3,3,4,2,1,1,6,2,5,0,0,3,1,6,3.528961749
chr3:179592644-179601790,3,3,3,0,3,2,3,5,3,0,5,3,0,0,2,2,3,2,0,0,2,2,0,4,4,10,5,2,2,7,2.666666667,3,3,1,0,0,2,3,4,3,1,3,3,0,1,2,1,2,2,1,0,1,2,0,4,4,5,5,2,2,5,2.420765027
chr5:139600372-139614966,8,11,6,3,13,4,12,4,8,5,12,10,7,7,3,5,10,7,6,7,4,10,12,10,4,10,6,2,4,11,7.366666667,7,7,2,2,7,1,6,2,2,2,5,9,1,2,3,5,5,4,4,1,2,7,5,5,0,3,2,0,3,5,5.530601093
chr20:51516784-51524110,0,2,0,0,6,0,4,2,2,0,0,3,2,3,2,3,3,3,8,2,2,3,3,0,2,3,0,4,0,2,2.133333333,0,0,1,1,5,1,3,2,1,0,0,3,2,1,2,2,2,1,7,2,0,2,3,1,2,2,0,1,1,3,1.920218579
chr6:158312051-158314268,34,26,12,34,28,34,28,28,22,16,24,20,27,26,21,39,21,23,31,26,19,22,28,24,22,34,41,32,29,40,27.03333333,1,15,8,28,16,26,23,1,14,10,16,15,2,21,1,29,15,1,23,15,1,12,19,1,16,22,22,26,13,26,20.91857923
chr9:19286769-19305527,0,0,0,0,0,8,5,0,3,5,3,0,3,2,0,0,0,4,2,3,4,4,3,2,3,2,3,0,4,4,2.233333333,1,0,1,1,0,6,4,1,2,3,2,0,3,1,0,1,1,3,2,1,4,3,3,2,3,0,1,0,2,3,2.020218579
chrX:132281095-132283032,8,9,6,6,6,11,4,6,6,5,4,5,2,4,3,9,5,2,5,9,0,0,7,0,6,8,5,8,8,5,5.4,4,5,5,3,3,6,2,6,2,2,2,4,1,3,2,8,4,2,3,4,0,0,5,1,4,5,3,5,6,2,4.416393443
chr8:140846260-140890769,4,5,2,0,13,9,7,2,15,6,8,6,2,10,12,8,10,3,11,13,7,8,9,12,4,14,3,5,4,4,7.2,1,3,1,0,7,4,1,1,5,3,4,4,0,6,8,6,6,1,6,7,3,6,6,8,3,8,2,2,2,3,5.57704918
chr18:24064140-24083081,3,5,3,4,6,0,16,3,8,4,3,3,5,6,4,7,2,3,5,0,2,4,9,6,2,7,5,6,3,8,4.733333333,2,1,0,1,1,0,5,2,2,2,1,2,2,4,0,3,1,0,2,0,1,0,5,1,0,3,2,2,1,5,3.241530055
chrX:140783175-140784659,164,116,83,105,218,242,296,87,109,136,147,192,199,116,310,201,203,68,157,192,93,80,173,68,186,356,95,156,179,247,165.8,112,75,61,71,159,190,216,70,78,102,114,135,158,88,233,153,155,49,123,141,1,54,131,51,139,275,71,121,128,179,143.8163934
chr10:4830675-4908420,0,3,2,6,3,2,6,0,2,2,0,5,2,3,2,2,0,2,0,4,0,0,2,0,2,3,3,2,2,6,2.2,0,2,2,4,2,1,6,1,2,2,0,4,1,1,1,2,0,2,0,3,1,1,2,1,1,3,3,1,1,5,2.019672131
chr4:71236576-71255399,7,2,4,3,6,6,7,2,3,2,6,9,0,4,4,0,4,4,7,5,2,0,4,4,2,3,5,0,3,6,3.8,7,2,2,3,3,6,5,2,3,2,2,8,0,4,3,1,2,4,6,4,2,0,4,3,1,0,3,0,1,4,3.357377049
chr6:42603588-42606651,5,0,3,3,9,2,4,2,4,3,4,4,2,7,4,2,0,3,8,7,3,0,9,0,3,9,8,2,4,5,3.966666667,4,1,3,2,7,2,1,0,3,1,2,1,2,3,2,2,0,2,5,4,1,1,7,1,2,6,6,1,4,3,3.310928962
chr2:58198594-58232112,11,21,16,11,18,18,16,6,21,9,15,13,18,11,7,14,17,10,15,23,10,9,20,11,11,14,8,14,12,19,13.93333333,5,10,8,8,10,13,7,4,11,6,7,6,13,6,2,7,9,4,9,13,5,5,9,5,6,5,5,7,7,6,10.65464481
chr5:65988635-65994864,11,22,8,9,21,26,22,14,11,10,12,19,23,9,2,28,19,12,26,13,8,14,16,9,11,24,13,16,23,21,15.73333333,7,9,4,1,9,20,10,9,4,6,8,9,14,5,1,14,13,5,15,7,4,6,8,1,6,18,7,9,13,8,12.09398907
chr11:108227595-108235834,2,2,0,3,5,8,5,3,3,0,3,3,5,7,4,3,3,4,3,2,4,0,2,2,0,3,0,4,4,5,3.066666667,2,1,0,3,4,7,5,3,3,0,3,2,4,3,3,3,3,3,3,2,3,1,1,2,0,2,0,4,4,4,2.83715847
chr1:805799-810170,3,0,3,4,9,10,4,5,6,0,5,12,0,4,0,0,0,7,15,4,0,14,7,0,0,10,0,4,12,10,4.933333333,5,7,5,4,3,9,8,0,3,1,7,10,2,4,3,6,4,4,9,3,3,11,4,4,3,6,2,8,10,8,5.064480874
chr10:96944113-96952196,3,4,2,4,4,5,12,5,3,0,5,5,0,3,0,0,4,0,8,0,0,3,6,0,8,6,3,2,4,5,3.466666667,3,3,2,3,4,4,11,3,3,0,5,5,1,3,0,0,3,0,6,1,0,2,5,1,5,5,3,2,0,3,3.171584699
chr13:41811225-41819386,6,2,0,0,5,6,4,0,3,3,4,3,3,4,0,4,0,3,2,4,2,2,5,5,0,6,0,0,4,4,2.8,6,0,0,1,3,4,3,1,2,2,2,2,2,4,0,2,0,3,0,2,2,2,2,4,0,5,0,1,2,1,2.373770492
chr13:49451553-49451909,5,6,5,3,3,8,6,5,0,2,3,6,7,3,2,5,3,0,3,6,4,4,4,3,2,9,2,0,6,5,4,3,3,4,1,2,7,6,4,0,1,2,3,5,2,1,3,2,1,3,2,2,4,2,1,2,6,2,1,4,4,3.393442623
chr4:78826037-78851056,10,5,0,6,5,8,4,5,3,7,5,6,5,6,2,5,9,0,4,7,0,4,8,4,10,6,2,2,6,6,5,1,3,0,3,3,7,4,5,2,5,4,4,3,6,1,5,6,1,3,5,0,3,5,4,7,5,1,2,5,5,4.31147541
chr3:174523413-174553757,2,2,2,0,2,6,3,0,0,0,2,3,4,8,5,2,0,0,3,7,0,6,0,6,0,6,0,0,5,5,2.633333333,2,1,2,0,1,2,3,0,0,0,2,2,1,7,2,2,1,0,2,5,0,6,0,4,1,5,0,0,2,5,2.289071038
chr18:21765772-21779685,31,49,28,20,47,38,33,53,32,26,37,55,27,37,16,48,33,22,36,16,23,35,50,18,22,59,40,33,22,62,34.93333333,27,41,24,1,1,34,22,37,27,1,32,49,23,35,16,37,28,18,1,14,22,28,43,2,16,1,32,28,17,52,29.37595628
chr20:32366384-32371874,9,10,7,7,4,12,11,7,0,0,11,6,6,6,7,9,2,8,5,12,10,10,14,9,5,10,6,9,7,11,7.666666667,7,5,6,5,3,11,8,5,0,1,8,4,5,6,4,7,0,4,3,10,7,9,14,6,5,5,5,8,5,1,6.633879781
chr9:111578796-111586165,2,4,2,0,3,3,7,3,0,0,2,5,5,5,4,6,0,0,0,2,0,0,5,2,2,0,2,3,0,4,2.366666667,2,3,2,0,2,3,5,3,0,0,2,4,3,5,4,4,1,1,0,1,1,0,3,2,1,0,1,3,0,4,2.186338798
chr19:29985223-29986417,4,7,3,2,5,4,6,0,2,0,2,5,4,8,3,4,0,5,3,3,4,4,4,4,3,10,4,5,3,2,3.766666667,3,3,3,2,3,4,6,1,2,0,2,4,4,6,1,3,1,4,0,1,3,3,4,1,2,8,4,3,3,1,3.307650273
chr4:177353308-177360677,5,7,6,5,6,4,19,8,11,6,7,6,3,6,0,17,6,8,12,6,2,3,19,8,7,10,9,3,0,4,7.1,4,3,6,5,4,4,15,5,7,5,5,6,3,6,0,16,6,5,8,3,2,3,18,5,6,6,7,3,1,3,6.395081967
chr17:66496201-66514466,4,2,4,0,8,8,7,4,0,0,4,4,0,4,4,2,0,2,4,4,0,4,3,2,3,4,3,2,0,7,3.1,1,1,4,0,7,4,5,3,0,0,4,2,1,3,3,0,1,0,3,4,0,1,2,2,2,4,0,1,0,4,2.591803279
chr5:43295752-43297166,4,3,3,0,3,4,3,2,2,0,2,4,2,2,6,2,2,0,3,0,3,3,0,0,4,8,3,3,0,2,2.433333333,3,1,3,0,2,4,3,2,1,0,1,2,2,1,3,2,1,0,2,0,3,2,1,0,3,5,3,1,0,2,2.105464481
chr14:73147795-73148106,4,0,4,2,0,4,3,0,0,0,4,6,2,5,0,3,5,6,7,0,0,3,6,0,4,0,4,0,2,4,2.6,4,1,2,1,0,3,3,0,1,0,3,3,2,2,0,1,4,5,1,1,1,2,5,0,3,1,2,2,1,2,2.239344262
chr2:37316237-37317179,13,15,12,9,8,22,20,8,10,3,14,9,17,6,5,21,15,8,5,7,13,6,19,9,5,17,10,5,10,21,11.4,7,13,11,8,5,19,12,4,7,3,11,8,15,5,3,15,12,7,4,6,7,5,16,9,1,15,8,4,9,15,10.12131148
chr1:77711747-77715868,4,7,2,3,5,6,4,5,2,4,3,6,2,0,0,3,0,6,3,3,2,5,6,4,2,5,2,2,6,7,3.633333333,3,5,0,2,1,4,3,2,2,2,1,3,2,0,0,3,0,3,3,2,1,3,5,2,2,3,2,1,3,3,2.928415301
chr7:64543707-64544432,4,11,5,0,5,9,9,2,17,4,4,9,2,8,8,4,7,5,8,3,4,5,11,10,4,12,5,0,6,11,6.4,2,6,2,2,3,3,3,0,5,1,0,3,0,2,1,2,2,0,4,1,2,2,1,4,0,7,1,2,2,8,4.416393443
chr15:65178934-65180204,5,4,5,0,3,9,7,3,6,0,6,5,0,4,2,2,0,4,5,2,4,0,6,2,5,4,2,0,2,8,3.5,4,4,5,0,3,8,7,3,5,0,6,5,0,4,2,2,0,2,5,2,4,0,6,2,4,4,2,1,2,8,3.418032787
chr4:145823422-145849561,2,3,0,0,4,3,2,2,0,0,3,0,0,6,3,0,5,2,4,0,0,2,3,3,0,4,3,0,0,5,1.966666667,1,3,0,1,3,2,1,2,0,0,3,0,1,4,3,1,3,2,3,0,0,1,3,2,0,2,3,1,1,2,1.786338798
chr11:32927157-32935435,15,12,13,7,18,17,15,18,19,13,18,10,12,24,6,14,8,3,22,12,8,11,14,18,14,26,19,14,17,18,14.5,11,9,9,6,17,13,10,14,16,7,14,6,8,17,3,9,7,2,19,8,6,9,10,17,11,17,19,11,12,10,12.7295082
chr2:99186177-99195756,3,4,0,0,8,9,6,6,7,3,9,3,6,2,2,5,5,2,5,0,6,0,7,5,2,9,3,7,6,2,4.4,3,3,1,1,4,9,6,6,5,3,6,3,4,2,1,4,3,2,4,3,2,1,5,4,2,3,2,4,6,3,3.957377049
chr7:131375424-131399433,3,4,0,7,4,4,8,5,7,7,5,5,5,3,0,5,5,2,6,4,6,6,7,5,4,2,4,7,2,7,4.633333333,3,3,1,3,2,4,1,3,3,3,3,1,4,3,0,3,3,2,4,1,1,3,3,4,1,2,2,3,1,4,3.567759563
chr11:66639700-66640123,3,0,3,3,5,0,5,3,0,0,5,0,0,4,0,0,5,0,5,4,2,5,5,2,2,5,2,2,3,3,2.533333333,1,2,2,3,4,1,4,4,0,1,6,5,2,6,1,1,5,2,6,6,2,1,5,2,1,4,4,3,3,2,2.746448087
chr12:95208843-95211267,9,6,6,8,5,11,5,3,9,6,17,11,11,9,9,6,12,15,12,5,9,3,16,6,5,11,14,9,8,2,8.6,4,3,5,6,5,8,2,2,7,6,12,6,8,8,8,3,7,13,10,4,7,2,12,4,3,5,11,8,7,1,7.436065574
chr16:53141179-53157541,22,30,16,14,27,43,24,18,24,17,24,23,24,27,8,41,22,17,29,21,20,8,22,14,17,35,35,16,23,42,23.43333333,17,14,11,8,22,33,19,14,17,12,18,16,18,19,2,2,17,13,23,14,14,7,13,2,12,22,20,11,18,1,18.94153005
chr4:139695197-139704196,0,4,3,0,5,5,0,0,3,2,3,3,9,5,0,2,0,0,3,3,2,2,5,0,4,6,6,2,2,5,2.8,0,2,2,1,4,4,0,0,3,1,1,3,7,4,0,1,1,0,2,1,2,1,3,1,2,4,3,1,2,3,2.390163934
