ID,X1032245.T_bwa.ciri2,X1039868.T_bwa.ciri2,X1042353.T_bwa.ciri2,X1042745.T_bwa.ciri2,X1043773.T_bwa.ciri2,X1045386.T_bwa.ciri2,X1045549.T_bwa.ciri2,X1046191.T_bwa.ciri2,X1046287.T_bwa.ciri2,X1046349.T_bwa.ciri2,X1046499.T_bwa.ciri2,X1047291.T_bwa.ciri2,X1047831.T_bwa.ciri2,X1047912.T_bwa.ciri2,X1048720.T_bwa.ciri2,X1049983.T_bwa.ciri2,X1050700.T_bwa.ciri2,X1051316.T_bwa.ciri2,X1054390.T_bwa.ciri2,X1056166.T_bwa.ciri2,X272577.T_bwa.ciri2,X451368.T_bwa.ciri2,X477022.T_bwa.ciri2,X515975.T_bwa.ciri2,X522638.T_bwa.ciri2,X548142.T_bwa.ciri2,X649867.T_bwa.ciri2,X685749.T_bwa.ciri2,X843725.T_bwa.ciri2,X99272.T_bwa.ciri2,CircRNACount.1032245.T,CircRNACount.1039868.T,CircRNACount.1042353.T,CircRNACount.1042745.T,CircRNACount.1043773.T,CircRNACount.1045386.T,CircRNACount.1045549.T,CircRNACount.1046191.T,CircRNACount.1046287.T,CircRNACount.1046349.T,CircRNACount.1046499.T,CircRNACount.1047291.T,CircRNACount.1047831.T,CircRNACount.1047912.T,CircRNACount.1048720.T,CircRNACount.1049983.T,CircRNACount.1050700.T,CircRNACount.1051316.T,CircRNACount.1054390.T,CircRNACount.1056166.T,CircRNACount.272577.T,CircRNACount.451368.T,CircRNACount.477022.T,CircRNACount.515975.T,CircRNACount.522638.T,CircRNACount.548142.T,CircRNACount.649867.T,CircRNACount.685749.T,CircRNACount.843725.T,CircRNACount.99272.T
chr16:72088987-72090786,3,0,0,2,4,3,4,0,0,0,7,6,2,0,4,2,0,2,2,6,0,4,3,4,5,6,0,2,3,0,2,0,0,1,4,3,3,0,0,1,6,5,2,1,3,1,1,2,1,5,1,4,2,3,4,5,1,2,3,1
chr3:3137260-3144710,3,0,2,0,3,6,0,5,2,3,0,2,3,4,0,2,2,0,0,0,2,0,3,0,2,3,0,5,2,6,1,0,2,1,2,3,1,3,1,3,0,2,3,5,1,1,1,1,0,1,2,1,2,0,2,2,0,5,2,5
chr6:75702645-75711416,4,2,3,3,3,6,0,3,2,0,0,4,2,10,3,0,2,4,3,0,2,4,4,3,3,3,3,7,0,2,2,1,2,3,3,5,0,3,2,0,0,4,2,6,2,0,2,4,2,0,2,2,2,3,1,2,3,3,1,1
chr6:79042843-79060818,4,5,0,15,5,9,3,2,3,2,3,9,4,9,5,4,16,4,6,0,2,0,2,0,8,0,0,3,2,5,2,3,0,14,3,7,3,2,2,2,1,9,4,6,2,2,12,3,5,0,0,0,1,1,7,0,0,2,1,4
chr18:12999421-13030608,13,5,10,14,7,8,5,4,11,10,12,5,14,16,7,11,5,8,8,4,7,12,4,8,7,7,2,21,5,13,9,2,4,14,6,4,4,4,9,10,8,3,11,14,6,9,5,5,5,4,1,11,4,8,6,4,2,2,5,1
chr4:150735258-150808398,2,0,6,2,10,3,4,4,2,3,9,5,0,4,4,0,6,0,2,3,0,2,3,2,16,0,4,3,4,5,2,0,3,2,7,1,3,4,1,3,8,4,0,4,2,2,4,1,2,2,0,2,2,2,14,0,3,1,4,4
chr14:102194938-102209862,2,0,2,0,2,7,3,0,7,3,4,3,3,10,3,3,5,2,4,6,6,5,5,3,3,3,2,6,7,2,1,0,2,1,1,6,1,1,5,2,4,2,3,1,1,1,5,0,4,4,3,4,5,2,2,3,2,1,6,1
chr7:100355143-100355804,9,5,2,0,3,3,0,0,3,3,5,8,5,4,5,2,9,6,0,4,0,2,2,2,4,11,12,14,4,5,6,5,2,1,2,2,1,0,2,3,4,7,4,3,5,1,6,6,0,3,0,2,2,2,3,10,11,8,4,3
chr5:142885298-142932125,2,4,5,2,10,9,0,0,4,6,11,3,3,2,5,7,6,2,7,0,2,14,0,2,4,4,7,5,2,3,2,4,5,2,10,8,0,1,3,5,11,3,3,1,4,3,4,1,5,1,1,12,1,2,4,3,5,3,1,3
chr7:102227367-102227669,11,8,2,4,5,7,3,0,5,3,8,8,2,0,4,0,9,4,2,5,0,0,2,4,0,5,7,4,5,3,6,5,2,2,2,4,2,1,2,1,5,8,1,1,2,0,5,4,2,3,0,0,1,4,1,3,4,1,3,2
chr2:189728660-189744788,6,4,0,8,5,7,2,0,5,4,3,0,0,0,5,0,5,0,0,5,0,5,2,4,0,3,3,7,4,6,2,2,0,6,4,5,1,1,3,1,2,0,1,0,2,0,3,0,0,4,1,4,2,3,1,1,1,4,3,3
chr4:82878730-82881940,4,3,4,3,6,9,4,0,8,6,3,3,4,3,5,7,0,0,5,3,4,6,0,3,4,2,3,11,7,0,4,3,2,1,4,5,3,0,6,3,2,1,3,2,4,4,0,1,3,1,2,3,0,3,3,2,4,7,4,1
chr8:108449823-108455930,4,0,5,3,6,5,2,0,3,4,4,5,0,8,3,0,5,2,7,5,6,5,8,2,5,9,3,10,10,2,3,0,3,1,4,1,2,0,1,3,1,2,0,4,1,0,3,1,4,2,1,1,3,2,2,5,3,5,7,1
chr12:1027748-1028572,9,2,0,8,0,8,0,7,3,3,4,0,2,3,4,3,4,0,2,4,0,7,4,0,11,2,5,2,4,0,7,2,0,7,0,8,1,7,3,3,4,0,2,3,3,3,3,0,2,4,0,6,4,0,11,1,3,1,4,1
chr2:88801099-88804880,7,6,8,6,4,6,2,5,13,5,7,2,0,10,3,2,3,2,5,17,0,3,11,0,0,10,8,8,3,6,1,4,4,3,7,7,2,4,8,2,3,2,0,2,1,1,2,0,1,8,1,0,4,0,0,9,5,4,0,7
chr7:24620052-24668660,6,7,6,6,5,8,4,7,4,6,5,3,0,7,0,0,3,3,4,8,6,0,3,0,3,2,6,6,3,7,3,7,3,4,2,7,4,3,3,5,5,2,1,4,1,1,2,2,1,8,3,1,3,1,2,2,4,4,1,4
chr16:48347507-48348290,2,5,5,2,9,3,0,0,5,3,6,4,5,5,6,0,4,2,0,2,0,0,5,0,4,4,0,6,5,0,2,4,3,1,7,3,0,0,3,1,5,3,3,2,4,0,2,2,0,2,0,1,4,0,3,3,0,3,3,1
chr15:63696124-63716473,3,6,6,6,5,3,0,4,9,0,3,11,2,6,3,4,5,0,5,0,0,5,7,4,3,3,4,5,4,6,3,3,3,3,5,2,0,2,4,1,3,6,1,4,1,3,1,1,2,0,0,4,4,2,3,1,3,3,1,4
chr11:76463821-76472840,5,0,3,0,0,10,0,4,6,6,3,10,2,4,0,3,3,0,0,0,4,0,2,0,4,3,5,5,0,2,1,0,2,0,2,7,0,2,5,5,3,8,2,3,0,3,2,1,3,1,4,0,2,1,3,2,2,4,1,2
chr4:76134175-76144473,9,8,5,4,16,7,7,11,11,14,10,10,9,15,9,7,12,6,11,6,9,8,5,3,3,9,6,15,7,4,5,5,4,2,8,7,7,8,6,7,5,4,7,8,5,7,6,5,6,4,5,3,4,3,2,3,3,6,4,4
chr7:35667434-35673278,10,0,10,9,8,6,4,12,8,3,4,4,7,2,6,5,8,7,5,6,8,3,6,0,5,5,3,2,5,4,7,1,10,7,6,6,4,10,6,3,3,3,5,1,6,5,6,5,2,5,6,3,5,2,4,4,3,1,4,2
chr2:61485768-61490776,3,0,2,4,3,3,0,3,0,0,4,5,0,7,4,4,3,0,2,3,0,0,3,0,0,3,0,2,0,0,3,0,0,3,3,3,1,3,0,0,3,5,1,5,3,4,3,1,1,3,1,1,3,0,1,2,0,2,0,1
chrX:2953143-2955537,3,0,5,0,3,2,0,0,0,0,0,4,3,3,0,0,2,4,2,0,0,0,7,4,2,6,3,4,2,0,2,0,5,1,2,2,0,0,1,0,0,4,2,3,1,4,2,3,2,1,1,1,5,3,2,5,3,4,1,1
chr15:64499293-64500166,28,26,17,24,28,18,14,22,43,13,28,10,31,27,13,23,28,20,39,28,13,35,23,17,8,48,8,69,23,23,1,1,1,1,1,13,1,18,31,11,15,7,1,1,10,2,1,2,1,16,1,24,18,13,7,2,6,8,17,3
chr12:46229153-46243314,25,20,19,20,57,24,12,9,23,13,22,27,6,24,15,18,18,15,27,18,0,20,32,8,15,12,11,38,22,34,18,15,13,14,34,14,7,3,12,9,12,18,3,14,9,10,12,8,15,10,7,9,23,5,10,9,8,26,12,20
chr6:154773989-154795139,7,2,2,10,3,2,4,0,2,0,0,3,0,5,4,6,3,2,2,0,0,3,3,2,4,0,3,3,0,4,3,1,2,4,2,2,4,1,1,0,0,3,1,3,1,5,3,2,2,0,1,1,1,2,4,0,3,3,1,4
chr15:76292431-76295737,4,3,3,0,3,2,2,0,5,2,3,5,0,4,2,0,2,3,2,2,0,3,2,3,0,4,5,4,2,2,3,3,2,0,3,2,1,1,5,2,3,4,0,3,2,1,2,2,1,2,0,1,1,1,0,4,4,3,2,2
chr1:155675010-155679512,10,6,16,2,10,3,3,6,2,5,7,12,7,5,5,7,14,3,8,10,4,15,2,0,8,3,9,9,12,11,6,6,11,2,7,0,0,6,2,4,3,8,7,2,3,3,5,1,5,5,4,5,2,0,4,1,9,6,8,7
chr7:156966270-156967092,0,2,4,4,6,8,2,2,3,7,5,3,5,10,0,2,5,3,0,5,0,5,7,2,3,9,2,7,0,0,1,2,3,3,4,5,1,1,2,4,4,3,4,8,0,2,5,3,1,4,0,3,5,1,2,7,1,7,0,0
chr1:117402186-117420649,81,37,30,73,32,44,29,27,61,47,53,67,43,72,21,12,74,58,43,38,21,41,38,22,62,37,40,64,32,69,53,23,21,53,2,35,20,18,44,1,1,56,1,1,1,1,1,35,30,2,1,32,3,18,46,1,28,4,22,3
chr11:34957384-34978182,6,10,4,9,4,9,0,3,5,2,3,7,9,14,7,4,4,4,3,4,8,5,4,0,9,2,3,9,8,3,3,5,1,6,4,7,0,2,2,1,2,4,4,6,6,1,3,3,1,3,5,1,3,0,5,1,1,4,5,1
chr3:56627037-56628614,0,2,3,3,9,3,0,4,3,5,5,2,3,0,3,5,3,0,2,0,6,3,3,0,0,4,0,6,5,5,0,1,2,2,6,1,1,2,3,1,2,2,2,0,2,0,1,0,1,1,4,2,0,1,1,4,0,3,3,4
chr4:150798081-150817257,2,3,9,2,11,7,3,10,8,3,5,7,5,8,7,2,12,5,12,4,2,4,13,0,13,2,7,6,3,9,1,2,5,1,7,4,1,10,5,2,2,6,5,4,5,0,7,4,5,3,0,3,10,1,8,2,5,4,2,7
chr13:32517857-32527532,43,30,57,29,56,43,20,22,46,24,47,25,17,26,38,8,0,14,23,31,21,15,32,22,30,33,15,55,29,43,32,24,42,27,43,30,18,18,31,17,37,19,13,20,33,6,20,12,17,22,16,8,27,18,25,25,10,45,21,34
chr19:23831597-23833521,8,0,0,2,17,3,2,9,2,0,6,8,0,0,3,2,0,0,10,0,14,15,0,15,0,0,0,25,8,6,4,0,0,1,12,2,2,5,1,0,3,8,0,0,3,2,1,0,8,1,11,9,1,7,1,0,1,14,6,4
chr15:49235851-49292537,5,7,5,14,10,9,7,5,10,5,0,2,4,5,7,5,5,4,4,4,4,3,8,0,3,2,3,18,6,10,1,3,4,10,7,9,6,2,8,4,0,2,2,4,6,3,4,2,3,3,4,3,7,1,3,1,2,16,3,9
chr18:8718424-8720496,5,7,0,6,2,0,4,4,17,3,0,5,6,7,0,9,3,7,4,2,2,2,0,0,4,3,0,11,0,0,4,5,1,6,2,1,3,4,13,3,1,5,5,7,1,2,3,6,3,2,1,2,1,1,4,3,0,9,1,0
chr5:168488602-168497348,6,4,9,6,9,6,3,6,6,13,12,9,3,8,3,4,5,0,6,2,8,3,3,3,10,3,7,14,5,5,3,4,6,4,7,4,3,4,6,10,10,6,1,6,3,4,5,1,6,1,8,2,2,2,8,3,5,12,2,2
chr4:105424196-105456745,5,2,8,5,4,2,4,2,2,6,7,2,4,7,4,5,4,0,7,7,4,5,2,3,4,4,3,8,4,9,3,2,5,4,2,2,4,1,1,4,7,0,3,4,2,3,3,1,4,4,2,4,1,3,3,2,3,5,3,4
chr3:149846011-149872154,5,0,8,8,8,3,6,3,3,5,7,5,4,7,0,0,0,0,0,3,0,4,4,0,6,6,0,6,4,7,4,0,6,7,5,3,6,3,2,4,2,3,3,3,1,0,0,0,1,1,1,4,4,0,4,3,0,4,3,5
chr7:35010468-35018596,9,3,7,8,5,6,0,6,6,4,7,9,6,15,5,4,7,4,8,3,5,4,2,2,7,0,6,12,7,3,4,1,2,2,2,3,1,5,1,2,1,4,2,5,2,0,3,1,2,2,1,2,1,1,0,0,2,7,4,2
chr9:112268049-112297916,4,0,6,9,3,8,4,5,7,6,9,8,8,5,0,0,8,10,0,3,2,3,3,3,9,4,6,6,4,0,3,0,5,6,3,7,3,4,5,6,7,7,6,5,1,1,6,9,1,2,2,3,2,3,7,3,6,3,3,0
chr14:73147795-73173707,9,2,9,6,6,4,0,0,6,6,3,4,2,5,2,6,10,4,4,3,0,10,3,3,3,3,4,5,10,5,4,1,8,6,4,4,1,1,3,4,3,4,1,4,2,1,7,2,2,3,1,1,2,3,3,3,3,1,7,5
chr13:75560753-75569507,5,4,13,12,38,14,6,2,5,12,32,11,9,17,8,6,13,7,12,15,8,12,10,0,15,9,4,12,2,6,4,3,7,5,1,7,2,1,2,9,20,6,4,9,3,4,5,6,4,9,6,4,8,0,4,4,0,8,1,3
chr21:39206108-39212707,4,4,11,9,10,6,3,3,2,4,9,3,7,6,9,5,7,5,4,0,2,3,3,0,4,3,0,4,10,6,2,2,4,5,3,3,2,2,1,2,8,1,4,2,5,5,5,2,1,1,0,2,1,1,2,2,0,2,6,3
chr1:40189055-40202614,7,3,3,0,0,0,3,4,5,4,4,2,5,2,0,2,0,5,0,4,4,5,5,2,2,2,0,3,0,4,6,3,2,1,0,1,3,3,4,4,3,2,5,2,0,2,1,4,1,3,3,5,5,1,2,1,1,3,1,4
chr17:59353215-59353526,7,4,0,3,8,5,0,5,6,4,8,2,0,0,0,2,10,5,6,8,0,3,4,6,5,11,9,3,11,0,4,2,1,2,4,4,0,3,3,3,6,2,1,0,1,1,8,3,4,6,1,3,4,6,3,8,7,3,5,0
chr2:23823258-23823569,4,0,5,0,3,3,3,3,7,2,3,3,0,4,6,3,2,0,3,3,3,10,2,0,5,4,5,4,0,3,4,1,3,1,3,3,3,2,6,1,3,1,2,4,4,2,2,0,2,2,3,8,2,1,5,3,4,2,0,2
chr6:170543601-170549113,3,0,3,0,3,0,5,5,3,0,4,0,0,4,0,0,3,4,2,4,0,3,2,0,5,0,2,0,4,5,2,0,3,0,2,0,4,5,2,1,4,1,0,4,0,0,3,3,2,3,0,3,2,0,5,0,2,1,3,5
chr22:41808875-41813822,12,0,0,6,7,5,6,4,4,6,0,8,7,11,6,8,14,7,0,6,0,2,5,2,5,4,6,11,3,5,6,0,1,5,6,5,4,2,1,4,0,6,6,9,4,4,12,5,1,3,1,2,5,0,3,3,4,8,3,2
chr13:50927407-50949505,14,4,13,7,3,10,3,3,9,6,11,0,6,12,3,7,5,5,6,7,4,4,11,4,14,0,5,10,3,7,5,1,5,2,2,6,2,1,3,1,3,0,0,4,3,3,4,1,1,1,2,3,9,3,8,0,2,5,2,3
chr3:51541498-51552063,11,0,12,5,4,14,4,14,9,4,15,8,4,3,11,5,10,4,8,7,0,5,10,3,4,9,7,9,12,16,8,0,5,4,4,8,2,12,4,3,11,5,3,3,7,3,9,2,6,5,0,4,7,3,3,3,6,8,7,7
chr9:95978061-96004701,7,0,2,6,7,5,3,5,7,3,9,3,5,3,3,4,12,2,4,2,0,4,3,2,6,7,3,5,6,5,4,1,2,4,7,5,2,4,5,2,7,3,4,3,3,4,10,2,4,1,0,3,2,2,4,6,3,3,5,3
chr17:42500707-42501304,7,5,5,2,3,10,2,4,3,2,10,2,0,2,7,0,4,8,5,3,3,2,4,5,0,4,3,5,8,3,3,3,3,1,2,5,1,2,1,1,6,2,0,1,4,0,2,2,1,1,1,1,2,3,0,2,2,2,6,2
chr14:21503173-21503881,15,6,26,8,17,7,5,12,12,11,11,20,23,23,5,7,14,10,9,18,6,13,11,9,11,9,15,15,6,11,13,5,18,7,13,4,4,7,9,9,8,13,17,16,3,7,10,9,7,12,4,10,6,7,7,5,10,10,4,8
chr14:96833467-96860735,12,10,19,12,16,21,11,10,18,17,8,33,9,25,9,8,46,7,16,20,8,7,14,0,14,4,12,10,16,8,9,8,10,7,1,8,6,7,10,13,4,20,2,13,6,5,29,6,10,9,5,4,9,1,8,2,8,7,10,1
chr6:116689320-116692392,6,6,10,3,10,10,3,5,6,7,8,2,8,5,6,3,10,3,10,3,3,8,8,5,5,7,3,13,9,11,6,3,9,3,8,8,2,5,2,5,6,2,7,2,6,2,8,3,10,3,3,3,7,5,5,7,3,11,8,10
chr3:169976946-169988359,7,5,11,6,4,13,3,4,9,6,4,3,0,0,2,4,6,5,5,8,4,9,8,6,7,8,4,10,7,13,4,4,1,3,2,9,2,2,6,3,2,1,0,0,1,2,3,1,4,6,1,5,4,3,4,1,1,5,4,8
chr12:120782655-120791557,0,2,4,4,5,2,0,0,5,0,4,6,2,5,2,0,4,4,0,2,0,4,3,0,2,2,3,0,0,3,1,2,4,4,5,2,0,1,4,1,3,5,2,3,2,1,4,4,1,0,1,4,2,1,2,2,3,1,1,3
chr19:17101660-17102557,10,2,5,11,6,5,3,4,12,10,8,9,6,14,9,3,8,6,0,14,3,5,8,4,5,10,8,10,12,4,5,2,2,10,3,3,2,1,1,7,4,6,5,14,5,3,1,6,1,9,1,4,3,1,1,7,5,6,6,2
chr13:32535769-32537027,3,3,3,4,3,3,4,0,3,3,0,0,0,2,5,2,3,0,0,2,2,4,0,4,2,2,3,4,0,0,3,3,3,4,2,3,4,0,3,2,1,0,1,2,3,1,3,1,1,2,1,4,0,4,1,2,3,3,0,0
chr8:130152736-130180880,5,2,5,2,6,7,2,2,5,3,9,0,0,3,0,4,8,0,6,3,0,6,5,0,2,7,0,4,4,5,4,2,3,2,3,6,1,2,2,2,7,0,0,3,1,4,7,1,3,1,1,4,4,0,2,7,1,3,4,3
chr11:57491224-57491862,11,0,5,4,0,10,2,4,3,5,2,6,2,2,0,3,12,2,5,7,0,4,2,8,5,3,0,10,4,2,7,1,5,3,1,7,2,3,2,5,2,5,2,1,1,0,8,2,2,7,0,2,2,8,3,3,0,7,3,2
chr1:95143891-95173889,5,5,3,2,16,4,0,2,5,0,4,2,2,6,0,0,2,0,0,0,3,8,8,0,4,0,0,4,3,4,2,4,3,2,6,2,0,2,4,1,1,1,1,6,1,1,2,1,1,0,2,5,6,1,2,1,0,3,1,3
chr6:47503280-47504758,17,0,0,2,6,4,0,4,0,3,5,0,11,10,0,0,4,3,2,3,2,4,3,0,3,3,4,8,5,5,4,0,0,2,5,3,1,2,0,3,4,0,6,2,1,1,1,2,1,3,0,2,3,1,2,2,3,5,1,2
chr1:117402186-117442325,20,6,9,24,12,12,4,9,16,12,19,18,14,15,9,6,18,20,7,13,11,9,8,5,26,11,7,27,11,24,12,5,8,19,2,7,4,7,13,9,17,14,9,11,8,5,12,14,4,9,10,5,6,2,17,6,6,16,9,19
chr5:151790323-151791062,3,0,0,4,6,2,2,0,2,3,2,3,0,6,0,2,0,2,3,2,0,3,3,0,0,3,0,2,2,2,2,0,1,2,1,2,2,1,3,2,2,3,1,2,1,2,1,2,3,2,2,2,3,1,1,2,0,1,1,1
chr11:13413530-13445181,2,3,0,2,6,0,2,3,4,0,3,0,0,2,2,0,2,3,4,5,3,5,3,2,5,0,2,2,5,3,1,3,1,2,5,1,1,3,2,0,1,0,0,2,0,1,2,3,1,4,2,3,2,2,5,0,2,1,5,2
chr7:92294889-92327900,12,8,18,6,14,6,2,3,11,9,16,4,13,15,4,8,9,9,12,8,2,9,2,7,8,11,13,6,5,10,11,7,14,5,13,6,2,2,10,9,15,4,13,11,4,7,8,8,10,7,1,7,2,5,7,11,11,5,4,9
chr1:160323431-160332557,4,2,0,0,4,0,4,4,5,3,5,5,3,6,6,3,5,2,4,5,0,8,6,3,7,6,0,6,7,4,0,2,0,1,3,1,4,3,1,2,4,4,2,4,6,2,5,2,4,0,0,5,4,3,6,6,1,3,7,3
chr1:147252623-147259918,2,3,0,5,3,0,0,2,2,0,2,3,3,5,4,5,9,0,3,3,0,3,2,3,4,2,0,10,0,2,1,2,0,5,3,0,0,1,1,0,2,1,2,5,2,4,7,0,2,3,0,2,2,1,4,0,0,8,1,2
chr2:40428473-40430301,4,2,2,0,2,3,0,4,6,3,3,0,0,0,2,4,3,0,0,6,2,2,0,0,4,4,4,4,0,3,4,2,1,0,1,3,0,2,4,2,3,0,1,1,2,1,2,0,1,2,1,2,0,0,4,3,3,4,0,3
chr4:152411303-152412529,93,69,85,72,179,64,54,47,106,83,124,51,90,69,74,36,85,62,116,134,48,101,129,68,88,143,50,81,89,146,47,31,38,33,95,26,19,18,55,33,52,23,46,32,37,17,51,27,59,60,20,38,60,35,44,62,30,29,36,67
chr12:69251129-69262562,13,4,2,10,14,4,0,4,0,3,13,24,4,30,4,4,29,5,6,11,8,2,5,4,8,3,6,20,14,6,10,3,2,8,11,3,0,4,1,2,8,20,3,23,4,3,25,3,4,7,6,2,3,2,6,1,5,1,10,5
chr17:16101250-16101805,4,6,0,2,3,5,0,3,3,3,0,3,0,4,3,5,5,2,2,2,0,5,4,0,2,0,0,4,0,6,3,5,0,1,2,4,1,3,2,2,0,3,1,3,1,4,4,1,1,2,0,5,3,1,2,0,0,2,1,6
chr9:33948374-33956146,6,3,5,4,4,7,0,8,2,0,8,4,0,0,2,5,7,0,4,0,2,7,0,0,7,6,5,10,2,2,4,1,2,3,3,4,1,6,2,1,6,4,0,0,1,3,5,1,3,1,1,6,0,1,5,2,2,6,1,1
chr9:37424845-37426654,22,12,6,4,16,7,5,9,15,0,19,7,10,14,10,11,16,12,9,19,8,7,10,10,10,16,13,23,13,9,18,1,1,4,13,6,5,9,11,1,16,7,7,13,9,10,14,11,8,17,8,6,8,9,9,10,13,19,12,8
chr4:139889357-139890967,6,0,6,0,2,5,6,6,2,8,6,8,2,3,4,0,0,2,9,3,0,4,0,0,4,4,2,3,2,3,6,1,5,1,2,4,5,5,2,7,5,8,1,3,3,0,1,2,9,3,0,1,1,0,3,2,2,1,1,3
chr7:22291175-22318037,16,11,20,17,50,17,7,13,8,30,10,37,7,57,10,11,16,8,47,23,9,14,7,7,30,8,24,20,16,22,9,7,8,10,30,8,4,8,5,13,6,25,1,33,6,5,5,5,24,9,4,8,5,4,16,3,16,8,11,11
chr9:85618983-85633374,0,0,3,9,9,2,2,2,6,0,2,2,3,8,0,2,3,3,2,2,2,3,8,2,3,5,0,6,4,2,1,1,3,7,4,2,1,1,5,0,1,2,3,6,0,2,1,3,2,2,1,2,7,1,3,2,1,5,4,2
chr16:11020193-11126146,9,9,6,6,7,0,2,3,11,4,11,4,2,12,8,7,2,7,11,10,3,8,2,3,7,7,2,7,5,5,8,7,5,5,5,0,2,2,9,3,9,3,2,10,5,6,2,5,7,7,2,6,1,3,6,6,2,5,3,5
chr8:17743604-17755961,4,7,6,5,10,11,3,3,5,7,10,5,8,15,3,8,8,8,3,4,5,11,8,8,5,3,6,11,7,3,4,6,5,4,6,8,3,1,5,7,9,4,7,12,3,6,7,4,2,3,2,8,7,5,4,1,6,9,6,3
chr3:56592970-56594028,2,2,7,4,6,2,4,7,12,9,11,7,6,6,5,9,12,5,8,11,5,0,6,4,8,6,0,6,10,14,2,2,5,2,6,1,2,4,5,5,9,6,4,5,4,6,10,3,8,11,4,0,4,2,7,4,0,5,7,13
chr18:49929512-49937397,4,3,2,2,9,4,2,5,3,6,5,3,4,4,6,0,2,8,6,3,0,4,4,5,8,7,11,8,2,4,2,2,1,1,6,3,1,4,1,4,2,2,3,3,6,1,2,7,6,3,1,4,4,3,5,5,8,2,0,4
chr8:140818277-140864399,0,0,4,3,4,2,2,0,0,11,0,0,2,3,0,0,0,2,4,2,5,2,2,0,2,0,0,3,6,0,0,0,2,3,4,2,2,1,1,10,1,0,1,3,0,0,1,2,2,2,4,1,2,1,2,0,0,3,6,1
chr22:45178238-45178900,2,0,3,2,4,2,5,3,0,2,6,2,4,8,3,2,5,4,5,7,0,4,2,0,0,7,0,6,2,3,3,3,5,2,2,3,3,3,2,4,6,4,5,6,2,1,5,2,2,4,1,4,3,0,3,3,4,5,4,3
chr5:56864734-56865977,7,2,4,3,6,8,0,0,6,4,4,5,2,7,6,2,3,4,3,5,6,3,5,5,4,3,3,7,4,12,6,2,4,2,5,6,1,0,6,4,2,3,1,6,1,1,2,4,1,4,5,3,4,4,3,2,2,1,4,9
chr15:90441506-90443478,2,5,0,0,5,2,2,5,6,3,0,5,0,3,2,3,2,2,4,6,0,3,4,2,0,8,4,3,4,6,2,4,1,0,4,1,2,5,6,3,1,5,1,3,2,2,2,2,2,6,0,2,3,2,0,7,3,3,4,5
chr12:69589485-69592159,6,0,8,5,9,0,3,6,6,5,18,8,4,5,9,4,0,6,4,4,3,7,5,6,4,10,6,17,7,4,4,0,8,4,7,2,2,5,4,4,11,6,4,3,7,4,1,4,3,4,3,6,4,5,1,9,4,13,7,4
chr3:47425485-47428670,2,0,2,3,5,7,2,4,3,2,7,0,5,6,0,2,8,3,4,6,3,4,0,2,2,2,4,2,6,5,1,0,2,3,3,6,2,2,3,2,3,0,5,1,1,2,3,2,3,2,2,4,0,1,1,1,2,2,4,3
chr5:168488602-168494650,28,21,39,48,48,18,22,23,14,42,35,22,15,33,16,14,25,16,22,21,35,22,25,12,56,15,16,66,56,29,17,16,26,43,34,12,20,20,12,1,28,19,13,30,13,12,20,15,15,14,25,19,19,11,48,11,11,1,47,24
chr8:140818277-140890769,5,3,2,5,4,7,3,4,7,7,9,13,8,7,6,3,7,2,4,2,7,5,3,3,8,0,2,3,7,6,4,3,1,1,1,2,3,4,5,4,6,12,5,7,3,3,6,1,4,1,6,5,2,2,7,1,2,2,5,1
chr4:82871944-82875822,2,6,4,6,6,5,0,4,4,5,8,10,3,3,10,3,3,3,4,7,2,3,3,3,5,3,0,4,2,4,1,5,2,3,5,5,1,3,4,5,7,7,2,2,7,2,3,3,0,4,2,1,3,2,4,2,1,4,2,4
chr1:41070595-41075451,29,5,6,6,5,5,2,12,22,5,7,5,2,5,3,2,16,4,11,6,4,7,9,2,12,17,14,11,11,7,18,3,4,3,3,5,2,7,14,5,4,4,1,0,3,1,11,4,7,3,3,5,6,2,9,12,10,8,9,6
chr22:25375813-25381578,5,4,3,5,4,2,4,3,7,6,0,5,3,8,3,0,18,0,5,3,3,7,4,4,7,3,0,6,0,3,5,4,3,3,3,2,4,2,6,6,0,4,1,8,3,1,17,0,5,2,3,7,4,4,7,2,0,6,1,2
chr7:139715932-139717015,12,5,0,2,0,5,3,3,5,7,3,14,9,3,6,5,4,5,8,6,4,6,2,0,4,3,6,5,2,5,10,3,0,2,1,3,2,3,4,5,2,10,7,2,6,3,3,4,6,3,3,4,2,1,3,2,5,1,2,3
chr2:69348171-69363670,4,4,0,4,4,0,2,4,0,4,3,0,5,3,2,4,2,0,2,0,0,0,3,0,0,0,0,3,0,0,2,2,0,4,4,1,2,3,1,3,3,1,4,3,2,4,2,1,2,1,0,1,3,0,1,1,1,3,1,1
chr19:12524796-12528696,0,3,5,3,4,2,0,0,2,0,6,4,3,7,3,0,0,2,2,0,0,0,2,0,0,0,4,2,0,3,2,2,3,2,4,1,0,0,2,0,6,4,3,5,3,1,1,2,1,1,0,0,1,1,1,1,3,2,0,3
chr5:79439010-79457018,8,0,4,2,8,5,0,3,7,0,5,0,0,6,0,2,0,2,3,0,0,0,0,0,0,4,0,6,8,4,5,0,4,2,7,5,1,2,4,1,4,1,1,6,1,1,0,2,3,1,0,0,0,1,0,3,1,6,7,4
